,width,height,intensity,num_lines_abs,num_shapes_abs,num_lines_unit,num_shapes_unit
1,8,8,2,58,638,0.90625,9.96875
2,8,8,4,115,2912,1.796875,45.5
3,8,8,8,251,12332,3.921875,192.6875
4,8,8,16,517,55875,8.078125,873.046875
0,8,8,1,45,399,0.703125,6.234375
1,8,8,2,56,690,0.875,10.78125
2,8,8,4,147,4619,2.296875,72.171875
3,8,8,8,269,14604,4.203125,228.1875
4,8,8,16,529,54554,8.265625,852.40625
0,8,8,1,38,387,0.59375,6.046875
1,8,8,2,71,1107,1.109375,17.296875
2,8,8,4,139,4456,2.171875,69.625
3,8,8,8,235,12313,3.671875,192.390625
4,8,8,16,503,49835,7.859375,778.671875
0,8,8,1,45,443,0.703125,6.921875
1,8,8,2,73,1060,1.140625,16.5625
2,8,8,4,119,2935,1.859375,45.859375
3,8,8,8,263,13846,4.109375,216.34375
4,8,8,16,536,56452,8.375,882.0625
0,8,8,1,40,415,0.625,6.484375
1,8,8,2,61,796,0.953125,12.4375
2,8,8,4,133,3819,2.078125,59.671875
3,8,8,8,252,11968,3.9375,187.0
4,8,8,16,501,50140,7.828125,783.4375
0,8,8,1,34,284,0.53125,4.4375
1,8,8,2,58,762,0.90625,11.90625
2,8,8,4,121,2846,1.890625,44.46875
3,8,8,8,234,11447,3.65625,178.859375
4,8,8,16,534,57459,8.34375,897.796875
0,8,8,1,30,243,0.46875,3.796875
1,8,8,2,65,1075,1.015625,16.796875
2,8,8,4,133,3847,2.078125,60.109375
3,8,8,8,244,11878,3.8125,185.59375
4,8,8,16,554,62096,8.65625,970.25
0,8,8,1,37,331,0.578125,5.171875
1,8,8,2,69,1203,1.078125,18.796875
2,8,8,4,140,3337,2.1875,52.140625
3,8,8,8,256,12786,4.0,199.78125
4,8,8,16,519,52629,8.109375,822.328125
0,8,8,1,24,122,0.375,1.90625
1,8,8,2,64,936,1.0,14.625
2,8,8,4,114,2277,1.78125,35.578125
3,8,8,8,245,12943,3.828125,202.234375
4,8,8,16,539,58147,8.421875,908.546875
0,8,8,1,49,464,0.765625,7.25
1,8,8,2,64,1009,1.0,15.765625
2,8,8,4,124,2732,1.9375,42.6875
3,8,8,8,276,15107,4.3125,236.046875
4,8,8,16,506,47620,7.90625,744.0625
0,8,8,1,34,232,0.53125,3.625
1,8,8,2,67,968,1.046875,15.125
2,8,8,4,128,3273,2.0,51.140625
3,8,8,8,277,15041,4.328125,235.015625
4,8,8,16,484,48149,7.5625,752.328125
0,8,8,1,26,168,0.40625,2.625
1,8,8,2,57,761,0.890625,11.890625
2,8,8,4,118,2584,1.84375,40.375
3,8,8,8,260,13272,4.0625,207.375
4,8,8,16,485,48255,7.578125,753.984375
0,8,8,1,36,333,0.5625,5.203125
1,8,8,2,64,832,1.0,13.0
2,8,8,4,118,2630,1.84375,41.09375
3,8,8,8,235,10756,3.671875,168.0625
4,8,8,16,507,52320,7.921875,817.5
0,8,8,1,26,171,0.40625,2.671875
1,8,8,2,60,679,0.9375,10.609375
2,8,8,4,119,2590,1.859375,40.46875
3,8,8,8,254,13242,3.96875,206.90625
4,8,8,16,502,53498,7.84375,835.90625
0,8,8,1,25,145,0.390625,2.265625
1,8,8,2,65,985,1.015625,15.390625
2,8,8,4,111,2550,1.734375,39.84375
3,8,8,8,250,10937,3.90625,170.890625
4,8,8,16,542,56539,8.46875,883.421875
0,8,8,1,30,141,0.46875,2.203125
1,8,8,2,69,867,1.078125,13.546875
2,8,8,4,138,3719,2.15625,58.109375
3,8,8,8,263,14220,4.109375,222.1875
4,8,8,16,497,50049,7.765625,782.015625
0,8,8,1,34,264,0.53125,4.125
1,8,8,2,65,774,1.015625,12.09375
2,8,8,4,153,4474,2.390625,69.90625
3,8,8,8,227,9598,3.546875,149.96875
4,8,8,16,497,50867,7.765625,794.796875
0,8,8,1,31,169,0.484375,2.640625
1,8,8,2,77,1324,1.203125,20.6875
2,8,8,4,122,3217,1.90625,50.265625
3,8,8,8,274,15140,4.28125,236.5625
4,8,8,16,514,52224,8.03125,816.0
0,8,8,1,26,170,0.40625,2.65625
1,8,8,2,63,959,0.984375,14.984375
2,8,8,4,133,3630,2.078125,56.71875
3,8,8,8,246,12264,3.84375,191.625
4,8,8,16,507,49056,7.921875,766.5
0,8,8,1,28,174,0.4375,2.71875
1,8,8,2,62,899,0.96875,14.046875
2,8,8,4,129,3165,2.015625,49.453125
3,8,8,8,270,14228,4.21875,222.3125
4,8,8,16,469,45831,7.328125,716.109375
0,8,8,1,32,248,0.5,3.875
1,8,8,2,60,741,0.9375,11.578125
2,8,8,4,126,3298,1.96875,51.53125
3,8,8,8,268,15107,4.1875,236.046875
4,8,8,16,511,51029,7.984375,797.328125
0,8,8,1,30,159,0.46875,2.484375
1,8,8,2,67,1032,1.046875,16.125
2,8,8,4,134,3712,2.09375,58.0
3,8,8,8,237,12405,3.703125,193.828125
4,8,8,16,508,51957,7.9375,811.828125
0,8,8,1,31,236,0.484375,3.6875
1,8,8,2,75,1111,1.171875,17.359375
2,8,8,4,114,2678,1.78125,41.84375
3,8,8,8,256,13441,4.0,210.015625
4,8,8,16,496,48262,7.75,754.09375
0,8,8,1,38,226,0.59375,3.53125
1,8,8,2,50,461,0.78125,7.203125
2,8,8,4,134,3724,2.09375,58.1875
3,8,8,8,285,17243,4.453125,269.421875
4,8,8,16,446,41075,6.96875,641.796875
0,8,8,1,39,336,0.609375,5.25
1,8,8,2,62,751,0.96875,11.734375
2,8,8,4,145,4371,2.265625,68.296875
3,8,8,8,265,13467,4.140625,210.421875
4,8,8,16,503,46960,7.859375,733.75
0,8,8,1,30,201,0.46875,3.140625
1,8,8,2,60,675,0.9375,10.546875
2,8,8,4,132,3746,2.0625,58.53125
3,8,8,8,219,9020,3.421875,140.9375
4,8,8,16,493,45953,7.703125,718.015625
0,8,8,1,37,238,0.578125,3.71875
1,8,8,2,53,588,0.828125,9.1875
2,8,8,4,131,3861,2.046875,60.328125
3,8,8,8,251,13379,3.921875,209.046875
4,8,8,16,572,62259,8.9375,972.796875
0,8,8,1,40,422,0.625,6.59375
1,8,8,2,84,1420,1.3125,22.1875
2,8,8,4,136,3717,2.125,58.078125
3,8,8,8,256,14408,4.0,225.125
4,8,8,16,488,46754,7.625,730.53125
0,8,8,1,34,235,0.53125,3.671875
1,8,8,2,50,589,0.78125,9.203125
2,8,8,4,128,2897,2.0,45.265625
3,8,8,8,262,12876,4.09375,201.1875
4,8,8,16,516,54205,8.0625,846.953125
0,8,8,1,26,137,0.40625,2.140625
1,8,8,2,66,667,1.03125,10.421875
2,8,8,4,125,3000,1.953125,46.875
3,8,8,8,262,12875,4.09375,201.171875
4,8,8,16,536,56019,8.375,875.296875
0,8,8,1,23,148,0.359375,2.3125
1,8,8,2,67,806,1.046875,12.59375
2,8,8,4,129,3508,2.015625,54.8125
3,8,8,8,270,14738,4.21875,230.28125
4,8,8,16,538,53211,8.40625,831.421875
0,8,8,1,28,210,0.4375,3.28125
1,8,8,2,57,766,0.890625,11.96875
2,8,8,4,110,2561,1.71875,40.015625
3,8,8,8,258,13595,4.03125,212.421875
4,8,8,16,497,49435,7.765625,772.421875
0,8,8,1,27,139,0.421875,2.171875
1,8,8,2,67,1011,1.046875,15.796875
2,8,8,4,135,3798,2.109375,59.34375
3,8,8,8,267,15691,4.171875,245.171875
4,8,8,16,500,47858,7.8125,747.78125
0,8,8,1,31,201,0.484375,3.140625
1,8,8,2,69,1051,1.078125,16.421875
2,8,8,4,121,2817,1.890625,44.015625
3,8,8,8,269,14865,4.203125,232.265625
4,8,8,16,479,45035,7.484375,703.671875
0,8,8,1,47,480,0.734375,7.5
1,8,8,2,56,666,0.875,10.40625
2,8,8,4,128,2840,2.0,44.375
3,8,8,8,261,13752,4.078125,214.875
4,8,8,16,524,54019,8.1875,844.046875
0,8,8,1,30,196,0.46875,3.0625
1,8,8,2,70,1047,1.09375,16.359375
2,8,8,4,133,3509,2.078125,54.828125
3,8,8,8,273,14661,4.265625,229.078125
4,8,8,16,488,45186,7.625,706.03125
0,8,8,1,25,121,0.390625,1.890625
1,8,8,2,63,1008,0.984375,15.75
2,8,8,4,123,2984,1.921875,46.625
3,8,8,8,247,11622,3.859375,181.59375
4,8,8,16,519,54060,8.109375,844.6875
0,8,8,1,32,224,0.5,3.5
1,8,8,2,65,905,1.015625,14.140625
2,8,8,4,123,2685,1.921875,41.953125
3,8,8,8,266,14116,4.15625,220.5625
4,8,8,16,457,40963,7.140625,640.046875
0,8,8,1,44,452,0.6875,7.0625
1,8,8,2,57,693,0.890625,10.828125
2,8,8,4,109,2357,1.703125,36.828125
3,8,8,8,251,12023,3.921875,187.859375
4,8,8,16,514,52855,8.03125,825.859375
0,8,8,1,43,368,0.671875,5.75
1,8,8,2,73,1075,1.140625,16.796875
2,8,8,4,137,4077,2.140625,63.703125
3,8,8,8,211,9148,3.296875,142.9375
4,8,8,16,539,57978,8.421875,905.90625
0,8,8,1,30,147,0.46875,2.296875
1,8,8,2,56,688,0.875,10.75
2,8,8,4,124,3245,1.9375,50.703125
3,8,8,8,248,12730,3.875,198.90625
4,8,8,16,503,54240,7.859375,847.5
0,8,8,1,30,185,0.46875,2.890625
1,8,8,2,73,1058,1.140625,16.53125
2,8,8,4,128,3139,2.0,49.046875
3,8,8,8,258,13214,4.03125,206.46875
4,8,8,16,500,47668,7.8125,744.8125
0,8,8,1,22,87,0.34375,1.359375
1,8,8,2,63,745,0.984375,11.640625
2,8,8,4,124,3367,1.9375,52.609375
3,8,8,8,224,8824,3.5,137.875
4,8,8,16,503,48923,7.859375,764.421875
0,8,8,1,43,396,0.671875,6.1875
1,8,8,2,72,1024,1.125,16.0
2,8,8,4,116,2748,1.8125,42.9375
3,8,8,8,233,11941,3.640625,186.578125
4,8,8,16,564,64157,8.8125,1002.453125
0,8,8,1,29,251,0.453125,3.921875
1,8,8,2,68,814,1.0625,12.71875
2,8,8,4,119,2736,1.859375,42.75
3,8,8,8,256,12678,4.0,198.09375
4,8,8,16,517,53716,8.078125,839.3125
0,8,8,1,38,282,0.59375,4.40625
1,8,8,2,50,478,0.78125,7.46875
2,8,8,4,128,3585,2.0,56.015625
3,8,8,8,263,13776,4.109375,215.25
4,8,8,16,535,59133,8.359375,923.953125
0,8,8,1,34,242,0.53125,3.78125
1,8,8,2,56,671,0.875,10.484375
2,8,8,4,123,3387,1.921875,52.921875
3,8,8,8,242,10848,3.78125,169.5
4,8,8,16,534,57946,8.34375,905.40625
0,8,8,1,25,145,0.390625,2.265625
1,8,8,2,55,690,0.859375,10.78125
2,8,8,4,129,3310,2.015625,51.71875
3,8,8,8,233,10064,3.640625,157.25
4,8,8,16,542,55718,8.46875,870.59375
0,8,8,1,30,199,0.46875,3.109375
1,8,8,2,70,1135,1.09375,17.734375
2,8,8,4,125,3394,1.953125,53.03125
3,8,8,8,239,12387,3.734375,193.546875
4,8,8,16,492,46253,7.6875,722.703125
0,8,8,1,28,160,0.4375,2.5
1,8,8,2,63,702,0.984375,10.96875
2,8,8,4,138,3917,2.15625,61.203125
3,8,8,8,272,15252,4.25,238.3125
4,8,8,16,511,51598,7.984375,806.21875
0,8,8,1,32,206,0.5,3.21875
1,8,8,2,67,1076,1.046875,16.8125
2,8,8,4,120,2793,1.875,43.640625
3,8,8,8,214,9511,3.34375,148.609375
4,8,8,16,528,52555,8.25,821.171875
0,8,8,1,37,337,0.578125,5.265625
1,8,8,2,55,701,0.859375,10.953125
2,8,8,4,142,4352,2.21875,68.0
3,8,8,8,260,12966,4.0625,202.59375
4,8,8,16,539,56165,8.421875,877.578125
0,8,8,1,29,164,0.453125,2.5625
1,8,8,2,62,907,0.96875,14.171875
2,8,8,4,141,4222,2.203125,65.96875
3,8,8,8,273,14116,4.265625,220.5625
4,8,8,16,523,57232,8.171875,894.25
0,8,8,1,37,302,0.578125,4.71875
1,8,8,2,60,635,0.9375,9.921875
2,8,8,4,132,3953,2.0625,61.765625
3,8,8,8,242,11780,3.78125,184.0625
4,8,8,16,486,47001,7.59375,734.390625
0,8,8,1,34,257,0.53125,4.015625
1,8,8,2,71,1331,1.109375,20.796875
2,8,8,4,142,3821,2.21875,59.703125
3,8,8,8,247,12194,3.859375,190.53125
4,8,8,16,564,59930,8.8125,936.40625
0,8,8,1,42,404,0.65625,6.3125
1,8,8,2,54,548,0.84375,8.5625
2,8,8,4,127,2944,1.984375,46.0
3,8,8,8,253,13465,3.953125,210.390625
4,8,8,16,465,43660,7.265625,682.1875
0,8,8,1,42,369,0.65625,5.765625
1,8,8,2,57,642,0.890625,10.03125
2,8,8,4,109,2360,1.703125,36.875
3,8,8,8,239,11702,3.734375,182.84375
4,8,8,16,540,57431,8.4375,897.359375
0,8,8,1,33,258,0.515625,4.03125
1,8,8,2,65,839,1.015625,13.109375
2,8,8,4,144,4245,2.25,66.328125
3,8,8,8,264,13697,4.125,214.015625
4,8,8,16,527,56410,8.234375,881.40625
0,8,8,1,28,157,0.4375,2.453125
1,8,8,2,66,898,1.03125,14.03125
2,8,8,4,127,3181,1.984375,49.703125
3,8,8,8,249,12550,3.890625,196.09375
4,8,8,16,503,50033,7.859375,781.765625
0,8,8,1,32,269,0.5,4.203125
1,8,8,2,66,829,1.03125,12.953125
2,8,8,4,132,3673,2.0625,57.390625
3,8,8,8,244,10506,3.8125,164.15625
4,8,8,16,480,45815,7.5,715.859375
0,8,8,1,39,406,0.609375,6.34375
1,8,8,2,73,1263,1.140625,19.734375
2,8,8,4,128,3097,2.0,48.390625
3,8,8,8,278,16105,4.34375,251.640625
4,8,8,16,478,42379,7.46875,662.171875
0,8,8,1,33,217,0.515625,3.390625
1,8,8,2,58,745,0.90625,11.640625
2,8,8,4,139,3680,2.171875,57.5
3,8,8,8,257,12758,4.015625,199.34375
4,8,8,16,476,42600,7.4375,665.625
0,8,8,1,26,199,0.40625,3.109375
1,8,8,2,66,941,1.03125,14.703125
2,8,8,4,123,2859,1.921875,44.671875
3,8,8,8,259,13527,4.046875,211.359375
4,8,8,16,518,51810,8.09375,809.53125
0,8,8,1,44,472,0.6875,7.375
1,8,8,2,66,913,1.03125,14.265625
2,8,8,4,129,3045,2.015625,47.578125
3,8,8,8,260,13202,4.0625,206.28125
4,8,8,16,520,52786,8.125,824.78125
0,8,8,1,26,173,0.40625,2.703125
1,8,8,2,58,736,0.90625,11.5
2,8,8,4,105,2078,1.640625,32.46875
3,8,8,8,289,15434,4.515625,241.15625
4,8,8,16,519,53472,8.109375,835.5
0,8,8,1,31,192,0.484375,3.0
1,8,8,2,57,836,0.890625,13.0625
2,8,8,4,121,2610,1.890625,40.78125
3,8,8,8,253,12836,3.953125,200.5625
4,8,8,16,547,60638,8.546875,947.46875
0,8,8,1,28,221,0.4375,3.453125
1,8,8,2,66,892,1.03125,13.9375
2,8,8,4,117,2381,1.828125,37.203125
3,8,8,8,255,13801,3.984375,215.640625
4,8,8,16,523,58735,8.171875,917.734375
0,8,8,1,39,387,0.609375,6.046875
1,8,8,2,71,1009,1.109375,15.765625
2,8,8,4,131,3578,2.046875,55.90625
3,8,8,8,254,10921,3.96875,170.640625
4,8,8,16,552,62957,8.625,983.703125
