,width,height,intensity,num_lines_abs,num_shapes_abs,num_lines_unit,num_shapes_unit
1,5,5,2,46,480,1.84,19.2
2,5,5,4,98,2146,3.92,85.84
3,5,5,8,163,5200,6.52,208.0
4,5,5,16,311,18741,12.44,749.64
0,5,5,1,24,161,0.96,6.44
1,5,5,2,49,437,1.96,17.48
2,5,5,4,69,1062,2.76,42.48
3,5,5,8,166,5024,6.64,200.96
4,5,5,16,341,22448,13.64,897.92
0,5,5,1,19,74,0.76,2.96
1,5,5,2,53,573,2.12,22.92
2,5,5,4,87,1600,3.48,64.0
3,5,5,8,159,4793,6.36,191.72
4,5,5,16,319,19209,12.76,768.36
0,5,5,1,12,26,0.48,1.04
1,5,5,2,39,216,1.56,8.64
2,5,5,4,94,1920,3.76,76.8
3,5,5,8,153,4865,6.12,194.6
4,5,5,16,319,19881,12.76,795.24
0,5,5,1,25,166,1.0,6.64
1,5,5,2,53,655,2.12,26.2
2,5,5,4,86,1422,3.44,56.88
3,5,5,8,147,4284,5.88,171.36
4,5,5,16,342,22988,13.68,919.52
0,5,5,1,28,152,1.12,6.08
1,5,5,2,29,182,1.16,7.28
2,5,5,4,73,1295,2.92,51.8
3,5,5,8,167,5232,6.68,209.28
4,5,5,16,339,23960,13.56,958.4
0,5,5,1,30,179,1.2,7.16
1,5,5,2,40,348,1.6,13.92
2,5,5,4,84,1471,3.36,58.84
3,5,5,8,181,6714,7.24,268.56
4,5,5,16,306,18568,12.24,742.72
0,5,5,1,18,67,0.72,2.68
1,5,5,2,34,286,1.36,11.44
2,5,5,4,82,1231,3.28,49.24
3,5,5,8,162,5054,6.48,202.16
4,5,5,16,356,25807,14.24,1032.28
0,5,5,1,22,130,0.88,5.2
1,5,5,2,41,404,1.64,16.16
2,5,5,4,66,956,2.64,38.24
3,5,5,8,151,4134,6.04,165.36
4,5,5,16,338,24368,13.52,974.72
0,5,5,1,29,171,1.16,6.84
1,5,5,2,43,332,1.72,13.28
2,5,5,4,93,2019,3.72,80.76
3,5,5,8,173,5798,6.92,231.92
4,5,5,16,310,18027,12.4,721.08
0,5,5,1,21,106,0.84,4.24
1,5,5,2,42,423,1.68,16.92
2,5,5,4,70,877,2.8,35.08
3,5,5,8,150,4900,6.0,196.0
4,5,5,16,326,19689,13.04,787.56
0,5,5,1,12,36,0.48,1.44
1,5,5,2,39,365,1.56,14.6
2,5,5,4,86,1468,3.44,58.72
3,5,5,8,185,5927,7.4,237.08
4,5,5,16,325,21325,13.0,853.0
0,5,5,1,22,74,0.88,2.96
1,5,5,2,31,158,1.24,6.32
2,5,5,4,88,1606,3.52,64.24
3,5,5,8,159,5100,6.36,204.0
4,5,5,16,303,18812,12.12,752.48
0,5,5,1,15,64,0.6,2.56
1,5,5,2,48,547,1.92,21.88
2,5,5,4,65,916,2.6,36.64
3,5,5,8,162,5677,6.48,227.08
4,5,5,16,329,21403,13.16,856.12
0,5,5,1,11,40,0.44,1.6
1,5,5,2,35,345,1.4,13.8
2,5,5,4,75,1322,3.0,52.88
3,5,5,8,165,6328,6.6,253.12
4,5,5,16,317,20152,12.68,806.08
0,5,5,1,22,120,0.88,4.8
1,5,5,2,46,416,1.84,16.64
2,5,5,4,75,1238,3.0,49.52
3,5,5,8,187,7627,7.48,305.08
4,5,5,16,289,15913,11.56,636.52
0,5,5,1,18,72,0.72,2.88
1,5,5,2,36,248,1.44,9.92
2,5,5,4,64,951,2.56,38.04
3,5,5,8,151,4856,6.04,194.24
4,5,5,16,298,17536,11.92,701.44
0,5,5,1,22,97,0.88,3.88
1,5,5,2,47,430,1.88,17.2
2,5,5,4,76,1394,3.04,55.76
3,5,5,8,147,4816,5.88,192.64
4,5,5,16,313,19815,12.52,792.6
0,5,5,1,16,62,0.64,2.48
1,5,5,2,44,342,1.76,13.68
2,5,5,4,75,1206,3.0,48.24
3,5,5,8,171,5976,6.84,239.04
4,5,5,16,278,15062,11.12,602.48
0,5,5,1,21,109,0.84,4.36
1,5,5,2,40,318,1.6,12.72
2,5,5,4,83,1479,3.32,59.16
3,5,5,8,180,5860,7.2,234.4
4,5,5,16,320,20625,12.8,825.0
0,5,5,1,19,91,0.76,3.64
1,5,5,2,37,244,1.48,9.76
2,5,5,4,79,1259,3.16,50.36
3,5,5,8,174,6013,6.96,240.52
4,5,5,16,289,17806,11.56,712.24
0,5,5,1,21,114,0.84,4.56
1,5,5,2,38,382,1.52,15.28
2,5,5,4,81,1489,3.24,59.56
3,5,5,8,161,5755,6.44,230.2
4,5,5,16,306,18993,12.24,759.72
0,5,5,1,21,87,0.84,3.48
1,5,5,2,39,328,1.56,13.12
2,5,5,4,72,1296,2.88,51.84
3,5,5,8,169,5674,6.76,226.96
4,5,5,16,310,18369,12.4,734.76
0,5,5,1,20,102,0.8,4.08
1,5,5,2,56,679,2.24,27.16
2,5,5,4,77,1448,3.08,57.92
3,5,5,8,164,5827,6.56,233.08
4,5,5,16,297,18231,11.88,729.24
0,5,5,1,18,91,0.72,3.64
1,5,5,2,45,479,1.8,19.16
2,5,5,4,76,1387,3.04,55.48
3,5,5,8,143,4106,5.72,164.24
4,5,5,16,341,21501,13.64,860.04
0,5,5,1,12,31,0.48,1.24
1,5,5,2,32,214,1.28,8.56
2,5,5,4,84,1290,3.36,51.6
3,5,5,8,153,4258,6.12,170.32
4,5,5,16,295,17425,11.8,697.0
0,5,5,1,25,137,1.0,5.48
1,5,5,2,38,248,1.52,9.92
2,5,5,4,87,1561,3.48,62.44
3,5,5,8,146,4598,5.84,183.92
4,5,5,16,306,17731,12.24,709.24
0,5,5,1,20,83,0.8,3.32
1,5,5,2,49,474,1.96,18.96
2,5,5,4,81,1220,3.24,48.8
3,5,5,8,172,6590,6.88,263.6
4,5,5,16,335,21193,13.4,847.72
0,5,5,1,15,60,0.6,2.4
1,5,5,2,43,490,1.72,19.6
2,5,5,4,81,1248,3.24,49.92
3,5,5,8,167,5906,6.68,236.24
4,5,5,16,338,21726,13.52,869.04
0,5,5,1,14,42,0.56,1.68
1,5,5,2,47,423,1.88,16.92
2,5,5,4,83,1263,3.32,50.52
3,5,5,8,163,5968,6.52,238.72
4,5,5,16,325,23770,13.0,950.8
0,5,5,1,16,71,0.64,2.84
1,5,5,2,37,258,1.48,10.32
2,5,5,4,80,1448,3.2,57.92
3,5,5,8,154,5250,6.16,210.0
4,5,5,16,312,18318,12.48,732.72
0,5,5,1,27,110,1.08,4.4
1,5,5,2,37,303,1.48,12.12
2,5,5,4,98,1856,3.92,74.24
3,5,5,8,180,6064,7.2,242.56
4,5,5,16,326,20697,13.04,827.88
0,5,5,1,20,88,0.8,3.52
1,5,5,2,43,338,1.72,13.52
2,5,5,4,84,1528,3.36,61.12
3,5,5,8,181,6344,7.24,253.76
4,5,5,16,292,16553,11.68,662.12
0,5,5,1,28,179,1.12,7.16
1,5,5,2,40,305,1.6,12.2
2,5,5,4,73,1015,2.92,40.6
3,5,5,8,134,4227,5.36,169.08
4,5,5,16,322,20658,12.88,826.32
0,5,5,1,13,69,0.52,2.76
1,5,5,2,44,426,1.76,17.04
2,5,5,4,72,1208,2.88,48.32
3,5,5,8,162,5139,6.48,205.56
4,5,5,16,300,16689,12.0,667.56
0,5,5,1,17,73,0.68,2.92
1,5,5,2,46,460,1.84,18.4
2,5,5,4,90,1710,3.6,68.4
3,5,5,8,162,5266,6.48,210.64
4,5,5,16,319,20475,12.76,819.0
0,5,5,1,15,34,0.6,1.36
1,5,5,2,36,162,1.44,6.48
2,5,5,4,79,1374,3.16,54.96
3,5,5,8,153,4710,6.12,188.4
4,5,5,16,295,18444,11.8,737.76
0,5,5,1,18,54,0.72,2.16
1,5,5,2,44,426,1.76,17.04
2,5,5,4,80,1353,3.2,54.12
3,5,5,8,187,6984,7.48,279.36
4,5,5,16,321,21110,12.84,844.4
0,5,5,1,17,87,0.68,3.48
1,5,5,2,30,162,1.2,6.48
2,5,5,4,72,1181,2.88,47.24
3,5,5,8,156,4182,6.24,167.28
4,5,5,16,285,17731,11.4,709.24
0,5,5,1,29,169,1.16,6.76
1,5,5,2,42,401,1.68,16.04
2,5,5,4,76,984,3.04,39.36
3,5,5,8,176,6155,7.04,246.2
4,5,5,16,308,19097,12.32,763.88
0,5,5,1,18,118,0.72,4.72
1,5,5,2,49,685,1.96,27.4
2,5,5,4,77,1218,3.08,48.72
3,5,5,8,164,5077,6.56,203.08
4,5,5,16,334,22481,13.36,899.24
0,5,5,1,16,82,0.64,3.28
1,5,5,2,37,267,1.48,10.68
2,5,5,4,66,946,2.64,37.84
3,5,5,8,165,5459,6.6,218.36
4,5,5,16,330,22260,13.2,890.4
0,5,5,1,13,49,0.52,1.96
1,5,5,2,31,230,1.24,9.2
2,5,5,4,99,1925,3.96,77.0
3,5,5,8,156,4431,6.24,177.24
4,5,5,16,320,18895,12.8,755.8
0,5,5,1,26,120,1.04,4.8
1,5,5,2,41,390,1.64,15.6
2,5,5,4,73,1160,2.92,46.4
3,5,5,8,130,3670,5.2,146.8
4,5,5,16,304,17471,12.16,698.84
0,5,5,1,14,53,0.56,2.12
1,5,5,2,40,288,1.6,11.52
2,5,5,4,70,1033,2.8,41.32
3,5,5,8,163,4648,6.52,185.92
4,5,5,16,325,22638,13.0,905.52
0,5,5,1,21,99,0.84,3.96
1,5,5,2,46,445,1.84,17.8
2,5,5,4,74,1159,2.96,46.36
3,5,5,8,165,5716,6.6,228.64
4,5,5,16,310,19650,12.4,786.0
0,5,5,1,25,126,1.0,5.04
1,5,5,2,29,169,1.16,6.76
2,5,5,4,79,1545,3.16,61.8
3,5,5,8,170,5549,6.8,221.96
4,5,5,16,328,18963,13.12,758.52
0,5,5,1,15,52,0.6,2.08
1,5,5,2,39,266,1.56,10.64
2,5,5,4,86,1215,3.44,48.6
3,5,5,8,146,3642,5.84,145.68
4,5,5,16,315,19587,12.6,783.48
0,5,5,1,17,75,0.68,3.0
1,5,5,2,54,719,2.16,28.76
2,5,5,4,92,1823,3.68,72.92
3,5,5,8,164,6378,6.56,255.12
4,5,5,16,346,23171,13.84,926.84
0,5,5,1,20,75,0.8,3.0
1,5,5,2,49,546,1.96,21.84
2,5,5,4,85,1401,3.4,56.04
3,5,5,8,148,5187,5.92,207.48
4,5,5,16,318,19932,12.72,797.28
0,5,5,1,20,85,0.8,3.4
1,5,5,2,31,193,1.24,7.72
2,5,5,4,90,1799,3.6,71.96
3,5,5,8,165,5894,6.6,235.76
4,5,5,16,307,19138,12.28,765.52
0,5,5,1,26,159,1.04,6.36
1,5,5,2,44,355,1.76,14.2
2,5,5,4,91,1545,3.64,61.8
3,5,5,8,165,5648,6.6,225.92
4,5,5,16,309,20488,12.36,819.52
0,5,5,1,23,121,0.92,4.84
1,5,5,2,39,315,1.56,12.6
2,5,5,4,66,984,2.64,39.36
3,5,5,8,159,4399,6.36,175.96
4,5,5,16,311,20251,12.44,810.04
0,5,5,1,20,103,0.8,4.12
1,5,5,2,37,314,1.48,12.56
2,5,5,4,72,848,2.88,33.92
3,5,5,8,161,5809,6.44,232.36
4,5,5,16,306,17729,12.24,709.16
0,5,5,1,16,63,0.64,2.52
1,5,5,2,30,265,1.2,10.6
2,5,5,4,93,2037,3.72,81.48
3,5,5,8,175,6518,7.0,260.72
4,5,5,16,320,19624,12.8,784.96
0,5,5,1,17,69,0.68,2.76
1,5,5,2,32,205,1.28,8.2
2,5,5,4,73,1213,2.92,48.52
3,5,5,8,161,4466,6.44,178.64
4,5,5,16,323,21631,12.92,865.24
0,5,5,1,28,226,1.12,9.04
1,5,5,2,41,269,1.64,10.76
2,5,5,4,84,1425,3.36,57.0
3,5,5,8,172,5476,6.88,219.04
4,5,5,16,313,21464,12.52,858.56
0,5,5,1,11,22,0.44,0.88
1,5,5,2,33,284,1.32,11.36
2,5,5,4,78,1281,3.12,51.24
3,5,5,8,156,5433,6.24,217.32
4,5,5,16,311,20686,12.44,827.44
0,5,5,1,15,47,0.6,1.88
1,5,5,2,39,296,1.56,11.84
2,5,5,4,87,1515,3.48,60.6
3,5,5,8,163,5026,6.52,201.04
4,5,5,16,319,19694,12.76,787.76
0,5,5,1,21,123,0.84,4.92
1,5,5,2,40,408,1.6,16.32
2,5,5,4,66,1099,2.64,43.96
3,5,5,8,165,5769,6.6,230.76
4,5,5,16,315,20272,12.6,810.88
0,5,5,1,22,110,0.88,4.4
1,5,5,2,46,414,1.84,16.56
2,5,5,4,71,1130,2.84,45.2
3,5,5,8,174,6149,6.96,245.96
4,5,5,16,306,18856,12.24,754.24
0,5,5,1,21,100,0.84,4.0
1,5,5,2,51,554,2.04,22.16
2,5,5,4,57,701,2.28,28.04
3,5,5,8,158,5095,6.32,203.8
4,5,5,16,350,23958,14.0,958.32
0,5,5,1,16,60,0.64,2.4
1,5,5,2,35,257,1.4,10.28
2,5,5,4,91,1429,3.64,57.16
3,5,5,8,135,3899,5.4,155.96
4,5,5,16,331,22398,13.24,895.92
0,5,5,1,20,60,0.8,2.4
1,5,5,2,35,277,1.4,11.08
2,5,5,4,74,1246,2.96,49.84
3,5,5,8,173,6091,6.92,243.64
4,5,5,16,302,17454,12.08,698.16
