,width,height,intensity,num_lines_abs,num_shapes_abs,num_lines_unit,num_shapes_unit
0,6,6,1,16,61,0.4444444444444444,1.6944444444444444
1,6,6,2,46,487,1.2777777777777777,13.527777777777779
2,6,6,4,80,1314,2.2222222222222223,36.5
3,6,6,8,202,8172,5.611111111111111,227.0
4,6,6,16,388,31362,10.777777777777779,871.1666666666666
0,6,6,1,24,125,0.6666666666666666,3.4722222222222223
1,6,6,2,53,574,1.4722222222222223,15.944444444444445
2,6,6,4,87,1541,2.4166666666666665,42.80555555555556
3,6,6,8,207,9319,5.75,258.8611111111111
4,6,6,16,383,26669,10.63888888888889,740.8055555555555
0,6,6,1,19,72,0.5277777777777778,2.0
1,6,6,2,56,702,1.5555555555555556,19.5
2,6,6,4,106,2649,2.9444444444444446,73.58333333333333
3,6,6,8,199,8272,5.527777777777778,229.77777777777777
4,6,6,16,380,26679,10.555555555555555,741.0833333333334
0,6,6,1,16,57,0.4444444444444444,1.5833333333333333
1,6,6,2,49,548,1.3611111111111112,15.222222222222221
2,6,6,4,91,1503,2.5277777777777777,41.75
3,6,6,8,198,8341,5.5,231.69444444444446
4,6,6,16,400,31514,11.11111111111111,875.3888888888889
0,6,6,1,24,160,0.6666666666666666,4.444444444444445
1,6,6,2,42,287,1.1666666666666667,7.972222222222222
2,6,6,4,91,1834,2.5277777777777777,50.94444444444444
3,6,6,8,201,7357,5.583333333333333,204.36111111111111
4,6,6,16,368,27490,10.222222222222221,763.6111111111111
0,6,6,1,32,258,0.8888888888888888,7.166666666666667
1,6,6,2,47,469,1.3055555555555556,13.027777777777779
2,6,6,4,80,1171,2.2222222222222223,32.52777777777778
3,6,6,8,190,7095,5.277777777777778,197.08333333333334
4,6,6,16,377,27095,10.472222222222221,752.6388888888889
0,6,6,1,15,52,0.4166666666666667,1.4444444444444444
1,6,6,2,52,562,1.4444444444444444,15.61111111111111
2,6,6,4,111,2583,3.0833333333333335,71.75
3,6,6,8,209,8589,5.805555555555555,238.58333333333334
4,6,6,16,410,33174,11.38888888888889,921.5
0,6,6,1,31,176,0.8611111111111112,4.888888888888889
1,6,6,2,49,487,1.3611111111111112,13.527777777777779
2,6,6,4,85,1505,2.361111111111111,41.80555555555556
3,6,6,8,178,6542,4.944444444444445,181.72222222222223
4,6,6,16,371,29727,10.305555555555555,825.75
0,6,6,1,27,138,0.75,3.8333333333333335
1,6,6,2,43,437,1.1944444444444444,12.13888888888889
2,6,6,4,82,1301,2.2777777777777777,36.138888888888886
3,6,6,8,173,5764,4.805555555555555,160.11111111111111
4,6,6,16,391,29874,10.86111111111111,829.8333333333334
0,6,6,1,25,149,0.6944444444444444,4.138888888888889
1,6,6,2,57,553,1.5833333333333333,15.36111111111111
2,6,6,4,87,1777,2.4166666666666665,49.361111111111114
3,6,6,8,191,6285,5.305555555555555,174.58333333333334
4,6,6,16,380,28121,10.555555555555555,781.1388888888889
0,6,6,1,26,149,0.7222222222222222,4.138888888888889
1,6,6,2,41,373,1.1388888888888888,10.36111111111111
2,6,6,4,99,1957,2.75,54.361111111111114
3,6,6,8,185,6633,5.138888888888889,184.25
4,6,6,16,356,25312,9.88888888888889,703.1111111111111
0,6,6,1,21,94,0.5833333333333334,2.611111111111111
1,6,6,2,46,524,1.2777777777777777,14.555555555555555
2,6,6,4,90,1247,2.5,34.638888888888886
3,6,6,8,190,7797,5.277777777777778,216.58333333333334
4,6,6,16,376,27488,10.444444444444445,763.5555555555555
0,6,6,1,24,159,0.6666666666666666,4.416666666666667
1,6,6,2,54,557,1.5,15.472222222222221
2,6,6,4,94,1822,2.611111111111111,50.611111111111114
3,6,6,8,187,6744,5.194444444444445,187.33333333333334
4,6,6,16,395,27784,10.972222222222221,771.7777777777778
0,6,6,1,29,186,0.8055555555555556,5.166666666666667
1,6,6,2,51,608,1.4166666666666667,16.88888888888889
2,6,6,4,103,2272,2.861111111111111,63.111111111111114
3,6,6,8,146,4700,4.055555555555555,130.55555555555554
4,6,6,16,392,30860,10.88888888888889,857.2222222222222
0,6,6,1,20,81,0.5555555555555556,2.25
1,6,6,2,47,480,1.3055555555555556,13.333333333333334
2,6,6,4,96,1822,2.6666666666666665,50.611111111111114
3,6,6,8,208,8736,5.777777777777778,242.66666666666666
4,6,6,16,419,34084,11.63888888888889,946.7777777777778
0,6,6,1,28,184,0.7777777777777778,5.111111111111111
1,6,6,2,45,452,1.25,12.555555555555555
2,6,6,4,87,1271,2.4166666666666665,35.30555555555556
3,6,6,8,199,7674,5.527777777777778,213.16666666666666
4,6,6,16,368,26870,10.222222222222221,746.3888888888889
0,6,6,1,25,148,0.6944444444444444,4.111111111111111
1,6,6,2,41,304,1.1388888888888888,8.444444444444445
2,6,6,4,84,1437,2.3333333333333335,39.916666666666664
3,6,6,8,169,5379,4.694444444444445,149.41666666666666
4,6,6,16,388,28433,10.777777777777779,789.8055555555555
0,6,6,1,35,303,0.9722222222222222,8.416666666666666
1,6,6,2,39,308,1.0833333333333333,8.555555555555555
2,6,6,4,80,1094,2.2222222222222223,30.38888888888889
3,6,6,8,203,7845,5.638888888888889,217.91666666666666
4,6,6,16,394,32575,10.944444444444445,904.8611111111111
0,6,6,1,13,49,0.3611111111111111,1.3611111111111112
1,6,6,2,52,632,1.4444444444444444,17.555555555555557
2,6,6,4,113,2697,3.138888888888889,74.91666666666667
3,6,6,8,198,7382,5.5,205.05555555555554
4,6,6,16,398,33555,11.055555555555555,932.0833333333334
0,6,6,1,28,179,0.7777777777777778,4.972222222222222
1,6,6,2,37,350,1.0277777777777777,9.722222222222221
2,6,6,4,93,1923,2.5833333333333335,53.416666666666664
3,6,6,8,193,7908,5.361111111111111,219.66666666666666
4,6,6,16,389,27860,10.805555555555555,773.8888888888889
0,6,6,1,24,149,0.6666666666666666,4.138888888888889
1,6,6,2,43,359,1.1944444444444444,9.972222222222221
2,6,6,4,84,1607,2.3333333333333335,44.638888888888886
3,6,6,8,215,9280,5.972222222222222,257.77777777777777
4,6,6,16,375,27430,10.416666666666666,761.9444444444445
0,6,6,1,26,127,0.7222222222222222,3.5277777777777777
1,6,6,2,63,601,1.75,16.694444444444443
2,6,6,4,107,2518,2.9722222222222223,69.94444444444444
3,6,6,8,206,8826,5.722222222222222,245.16666666666666
4,6,6,16,385,29249,10.694444444444445,812.4722222222222
0,6,6,1,24,119,0.6666666666666666,3.3055555555555554
1,6,6,2,45,446,1.25,12.38888888888889
2,6,6,4,95,1871,2.638888888888889,51.97222222222222
3,6,6,8,182,6656,5.055555555555555,184.88888888888889
4,6,6,16,402,32491,11.166666666666666,902.5277777777778
0,6,6,1,25,101,0.6944444444444444,2.8055555555555554
1,6,6,2,40,304,1.1111111111111112,8.444444444444445
2,6,6,4,90,1715,2.5,47.638888888888886
3,6,6,8,201,7863,5.583333333333333,218.41666666666666
4,6,6,16,413,33552,11.472222222222221,932.0
0,6,6,1,22,95,0.6111111111111112,2.638888888888889
1,6,6,2,46,362,1.2777777777777777,10.055555555555555
2,6,6,4,126,3689,3.5,102.47222222222223
3,6,6,8,173,6226,4.805555555555555,172.94444444444446
4,6,6,16,373,27281,10.36111111111111,757.8055555555555
0,6,6,1,25,145,0.6944444444444444,4.027777777777778
1,6,6,2,42,462,1.1666666666666667,12.833333333333334
2,6,6,4,94,1844,2.611111111111111,51.22222222222222
3,6,6,8,190,7066,5.277777777777778,196.27777777777777
4,6,6,16,401,29846,11.13888888888889,829.0555555555555
0,6,6,1,24,139,0.6666666666666666,3.861111111111111
1,6,6,2,36,336,1.0,9.333333333333334
2,6,6,4,91,1871,2.5277777777777777,51.97222222222222
3,6,6,8,189,6569,5.25,182.47222222222223
4,6,6,16,371,28147,10.305555555555555,781.8611111111111
0,6,6,1,24,169,0.6666666666666666,4.694444444444445
1,6,6,2,43,436,1.1944444444444444,12.11111111111111
2,6,6,4,105,2038,2.9166666666666665,56.611111111111114
3,6,6,8,199,8119,5.527777777777778,225.52777777777777
4,6,6,16,417,37046,11.583333333333334,1029.0555555555557
0,6,6,1,18,88,0.5,2.4444444444444446
1,6,6,2,60,784,1.6666666666666667,21.77777777777778
2,6,6,4,96,1799,2.6666666666666665,49.97222222222222
3,6,6,8,200,6602,5.555555555555555,183.38888888888889
4,6,6,16,419,33895,11.63888888888889,941.5277777777778
0,6,6,1,28,177,0.7777777777777778,4.916666666666667
1,6,6,2,52,593,1.4444444444444444,16.47222222222222
2,6,6,4,98,1884,2.7222222222222223,52.333333333333336
3,6,6,8,220,8838,6.111111111111111,245.5
4,6,6,16,368,27669,10.222222222222221,768.5833333333334
0,6,6,1,19,79,0.5277777777777778,2.1944444444444446
1,6,6,2,54,675,1.5,18.75
2,6,6,4,74,1159,2.0555555555555554,32.19444444444444
3,6,6,8,194,7649,5.388888888888889,212.47222222222223
4,6,6,16,358,24873,9.944444444444445,690.9166666666666
0,6,6,1,25,108,0.6944444444444444,3.0
1,6,6,2,45,385,1.25,10.694444444444445
2,6,6,4,86,1669,2.388888888888889,46.361111111111114
3,6,6,8,169,5711,4.694444444444445,158.63888888888889
4,6,6,16,377,27486,10.472222222222221,763.5
0,6,6,1,15,55,0.4166666666666667,1.5277777777777777
1,6,6,2,47,518,1.3055555555555556,14.38888888888889
2,6,6,4,100,2069,2.7777777777777777,57.47222222222222
3,6,6,8,204,8083,5.666666666666667,224.52777777777777
4,6,6,16,393,30958,10.916666666666666,859.9444444444445
0,6,6,1,19,71,0.5277777777777778,1.9722222222222223
1,6,6,2,53,676,1.4722222222222223,18.77777777777778
2,6,6,4,117,2469,3.25,68.58333333333333
3,6,6,8,177,6923,4.916666666666667,192.30555555555554
4,6,6,16,436,37693,12.11111111111111,1047.0277777777778
0,6,6,1,28,159,0.7777777777777778,4.416666666666667
1,6,6,2,50,503,1.3888888888888888,13.972222222222221
2,6,6,4,110,2557,3.0555555555555554,71.02777777777777
3,6,6,8,195,7809,5.416666666666667,216.91666666666666
4,6,6,16,378,27624,10.5,767.3333333333334
0,6,6,1,30,164,0.8333333333333334,4.555555555555555
1,6,6,2,56,660,1.5555555555555556,18.333333333333332
2,6,6,4,104,2199,2.888888888888889,61.083333333333336
3,6,6,8,194,7827,5.388888888888889,217.41666666666666
4,6,6,16,378,29059,10.5,807.1944444444445
0,6,6,1,23,115,0.6388888888888888,3.1944444444444446
1,6,6,2,43,413,1.1944444444444444,11.472222222222221
2,6,6,4,101,2214,2.8055555555555554,61.5
3,6,6,8,230,10164,6.388888888888889,282.3333333333333
4,6,6,16,394,29170,10.944444444444445,810.2777777777778
0,6,6,1,29,200,0.8055555555555556,5.555555555555555
1,6,6,2,51,680,1.4166666666666667,18.88888888888889
2,6,6,4,76,1011,2.111111111111111,28.083333333333332
3,6,6,8,192,8114,5.333333333333333,225.38888888888889
4,6,6,16,369,27943,10.25,776.1944444444445
0,6,6,1,30,232,0.8333333333333334,6.444444444444445
1,6,6,2,55,649,1.5277777777777777,18.02777777777778
2,6,6,4,109,2191,3.0277777777777777,60.861111111111114
3,6,6,8,184,6430,5.111111111111111,178.61111111111111
4,6,6,16,392,30133,10.88888888888889,837.0277777777778
0,6,6,1,14,47,0.3888888888888889,1.3055555555555556
1,6,6,2,48,424,1.3333333333333333,11.777777777777779
2,6,6,4,106,2178,2.9444444444444446,60.5
3,6,6,8,200,8421,5.555555555555555,233.91666666666666
4,6,6,16,392,31938,10.88888888888889,887.1666666666666
0,6,6,1,23,124,0.6388888888888888,3.4444444444444446
1,6,6,2,52,390,1.4444444444444444,10.833333333333334
2,6,6,4,87,1549,2.4166666666666665,43.02777777777778
3,6,6,8,195,7764,5.416666666666667,215.66666666666666
4,6,6,16,385,28909,10.694444444444445,803.0277777777778
0,6,6,1,18,70,0.5,1.9444444444444444
1,6,6,2,39,375,1.0833333333333333,10.416666666666666
2,6,6,4,96,1501,2.6666666666666665,41.69444444444444
3,6,6,8,210,8007,5.833333333333333,222.41666666666666
4,6,6,16,354,25394,9.833333333333334,705.3888888888889
0,6,6,1,32,223,0.8888888888888888,6.194444444444445
1,6,6,2,41,421,1.1388888888888888,11.694444444444445
2,6,6,4,91,1859,2.5277777777777777,51.638888888888886
3,6,6,8,149,4160,4.138888888888889,115.55555555555556
4,6,6,16,380,28083,10.555555555555555,780.0833333333334
0,6,6,1,15,61,0.4166666666666667,1.6944444444444444
1,6,6,2,48,614,1.3333333333333333,17.055555555555557
2,6,6,4,94,1754,2.611111111111111,48.72222222222222
3,6,6,8,208,9629,5.777777777777778,267.47222222222223
4,6,6,16,411,33592,11.416666666666666,933.1111111111111
0,6,6,1,27,168,0.75,4.666666666666667
1,6,6,2,43,365,1.1944444444444444,10.13888888888889
2,6,6,4,102,2066,2.8333333333333335,57.388888888888886
3,6,6,8,188,6563,5.222222222222222,182.30555555555554
4,6,6,16,394,29526,10.944444444444445,820.1666666666666
0,6,6,1,30,226,0.8333333333333334,6.277777777777778
1,6,6,2,61,882,1.6944444444444444,24.5
2,6,6,4,89,1808,2.4722222222222223,50.22222222222222
3,6,6,8,203,8537,5.638888888888889,237.13888888888889
4,6,6,16,392,28391,10.88888888888889,788.6388888888889
0,6,6,1,18,86,0.5,2.388888888888889
1,6,6,2,59,824,1.6388888888888888,22.88888888888889
2,6,6,4,106,2191,2.9444444444444446,60.861111111111114
3,6,6,8,206,8125,5.722222222222222,225.69444444444446
4,6,6,16,384,30458,10.666666666666666,846.0555555555555
0,6,6,1,28,171,0.7777777777777778,4.75
1,6,6,2,44,378,1.2222222222222223,10.5
2,6,6,4,94,1757,2.611111111111111,48.80555555555556
3,6,6,8,172,6722,4.777777777777778,186.72222222222223
4,6,6,16,388,27891,10.777777777777779,774.75
0,6,6,1,26,127,0.7222222222222222,3.5277777777777777
1,6,6,2,51,444,1.4166666666666667,12.333333333333334
2,6,6,4,94,1713,2.611111111111111,47.583333333333336
3,6,6,8,199,8239,5.527777777777778,228.86111111111111
4,6,6,16,389,28440,10.805555555555555,790.0
0,6,6,1,15,53,0.4166666666666667,1.4722222222222223
1,6,6,2,54,615,1.5,17.083333333333332
2,6,6,4,109,2416,3.0277777777777777,67.11111111111111
3,6,6,8,170,6405,4.722222222222222,177.91666666666666
4,6,6,16,391,28155,10.86111111111111,782.0833333333334
0,6,6,1,21,120,0.5833333333333334,3.3333333333333335
1,6,6,2,55,784,1.5277777777777777,21.77777777777778
2,6,6,4,106,2095,2.9444444444444446,58.19444444444444
3,6,6,8,198,7846,5.5,217.94444444444446
4,6,6,16,353,24612,9.805555555555555,683.6666666666666
0,6,6,1,35,347,0.9722222222222222,9.63888888888889
1,6,6,2,39,290,1.0833333333333333,8.055555555555555
2,6,6,4,91,1798,2.5277777777777777,49.94444444444444
3,6,6,8,177,6302,4.916666666666667,175.05555555555554
4,6,6,16,381,28966,10.583333333333334,804.6111111111111
0,6,6,1,22,78,0.6111111111111112,2.1666666666666665
1,6,6,2,64,1019,1.7777777777777777,28.305555555555557
2,6,6,4,85,1571,2.361111111111111,43.638888888888886
3,6,6,8,194,7465,5.388888888888889,207.36111111111111
4,6,6,16,432,33416,12.0,928.2222222222222
0,6,6,1,25,160,0.6944444444444444,4.444444444444445
1,6,6,2,53,589,1.4722222222222223,16.36111111111111
2,6,6,4,95,2299,2.638888888888889,63.861111111111114
3,6,6,8,180,6345,5.0,176.25
4,6,6,16,362,26619,10.055555555555555,739.4166666666666
0,6,6,1,20,81,0.5555555555555556,2.25
1,6,6,2,45,457,1.25,12.694444444444445
2,6,6,4,87,1637,2.4166666666666665,45.47222222222222
3,6,6,8,190,6511,5.277777777777778,180.86111111111111
4,6,6,16,420,31966,11.666666666666666,887.9444444444445
0,6,6,1,23,154,0.6388888888888888,4.277777777777778
1,6,6,2,37,298,1.0277777777777777,8.277777777777779
2,6,6,4,90,1532,2.5,42.55555555555556
3,6,6,8,202,7699,5.611111111111111,213.86111111111111
4,6,6,16,388,29370,10.777777777777779,815.8333333333334
0,6,6,1,27,187,0.75,5.194444444444445
1,6,6,2,50,539,1.3888888888888888,14.972222222222221
2,6,6,4,73,1110,2.0277777777777777,30.833333333333332
3,6,6,8,193,7833,5.361111111111111,217.58333333333334
4,6,6,16,383,28662,10.63888888888889,796.1666666666666
0,6,6,1,21,127,0.5833333333333334,3.5277777777777777
1,6,6,2,44,319,1.2222222222222223,8.86111111111111
2,6,6,4,93,1677,2.5833333333333335,46.583333333333336
3,6,6,8,168,5819,4.666666666666667,161.63888888888889
4,6,6,16,364,26837,10.11111111111111,745.4722222222222
0,6,6,1,23,156,0.6388888888888888,4.333333333333333
1,6,6,2,48,382,1.3333333333333333,10.61111111111111
2,6,6,4,99,1602,2.75,44.5
3,6,6,8,189,7593,5.25,210.91666666666666
4,6,6,16,378,27520,10.5,764.4444444444445
0,6,6,1,25,153,0.6944444444444444,4.25
1,6,6,2,54,532,1.5,14.777777777777779
2,6,6,4,112,2856,3.111111111111111,79.33333333333333
3,6,6,8,206,7930,5.722222222222222,220.27777777777777
4,6,6,16,355,25497,9.86111111111111,708.25
0,6,6,1,24,136,0.6666666666666666,3.7777777777777777
1,6,6,2,53,489,1.4722222222222223,13.583333333333334
2,6,6,4,93,1514,2.5833333333333335,42.05555555555556
3,6,6,8,196,8269,5.444444444444445,229.69444444444446
4,6,6,16,391,30132,10.86111111111111,837.0
0,6,6,1,29,206,0.8055555555555556,5.722222222222222
1,6,6,2,43,351,1.1944444444444444,9.75
2,6,6,4,89,1666,2.4722222222222223,46.27777777777778
3,6,6,8,191,7163,5.305555555555555,198.97222222222223
4,6,6,16,370,26228,10.277777777777779,728.5555555555555
0,6,6,1,30,177,0.8333333333333334,4.916666666666667
1,6,6,2,35,259,0.9722222222222222,7.194444444444445
2,6,6,4,104,2499,2.888888888888889,69.41666666666667
3,6,6,8,211,8727,5.861111111111111,242.41666666666666
4,6,6,16,379,27961,10.527777777777779,776.6944444444445
0,6,6,1,22,167,0.6111111111111112,4.638888888888889
1,6,6,2,48,459,1.3333333333333333,12.75
2,6,6,4,94,1957,2.611111111111111,54.361111111111114
3,6,6,8,172,6119,4.777777777777778,169.97222222222223
4,6,6,16,389,29057,10.805555555555555,807.1388888888889
0,6,6,1,22,105,0.6111111111111112,2.9166666666666665
1,6,6,2,49,579,1.3611111111111112,16.083333333333332
2,6,6,4,84,1280,2.3333333333333335,35.55555555555556
3,6,6,8,183,6840,5.083333333333333,190.0
4,6,6,16,355,25069,9.86111111111111,696.3611111111111
0,6,6,1,29,231,0.8055555555555556,6.416666666666667
1,6,6,2,55,676,1.5277777777777777,18.77777777777778
2,6,6,4,92,1551,2.5555555555555554,43.083333333333336
3,6,6,8,187,7406,5.194444444444445,205.72222222222223
4,6,6,16,396,30814,11.0,855.9444444444445
0,6,6,1,23,116,0.6388888888888888,3.2222222222222223
1,6,6,2,53,569,1.4722222222222223,15.805555555555555
2,6,6,4,96,1818,2.6666666666666665,50.5
3,6,6,8,201,8925,5.583333333333333,247.91666666666666
4,6,6,16,381,30241,10.583333333333334,840.0277777777778
0,6,6,1,16,61,0.4444444444444444,1.6944444444444444
1,6,6,2,55,577,1.5277777777777777,16.02777777777778
2,6,6,4,82,1332,2.2777777777777777,37.0
3,6,6,8,171,6066,4.75,168.5
4,6,6,16,382,29106,10.61111111111111,808.5
0,6,6,1,23,142,0.6388888888888888,3.9444444444444446
1,6,6,2,40,386,1.1111111111111112,10.722222222222221
2,6,6,4,101,1864,2.8055555555555554,51.77777777777778
3,6,6,8,159,5075,4.416666666666667,140.97222222222223
4,6,6,16,383,27607,10.63888888888889,766.8611111111111
0,6,6,1,20,95,0.5555555555555556,2.638888888888889
1,6,6,2,53,612,1.4722222222222223,17.0
2,6,6,4,94,1766,2.611111111111111,49.05555555555556
3,6,6,8,158,4951,4.388888888888889,137.52777777777777
4,6,6,16,379,29210,10.527777777777779,811.3888888888889
0,6,6,1,25,159,0.6944444444444444,4.416666666666667
1,6,6,2,37,347,1.0277777777777777,9.63888888888889
2,6,6,4,107,2354,2.9722222222222223,65.38888888888889
3,6,6,8,185,6428,5.138888888888889,178.55555555555554
4,6,6,16,410,33820,11.38888888888889,939.4444444444445
0,6,6,1,28,142,0.7777777777777778,3.9444444444444446
1,6,6,2,54,684,1.5,19.0
2,6,6,4,101,2445,2.8055555555555554,67.91666666666667
3,6,6,8,172,6586,4.777777777777778,182.94444444444446
4,6,6,16,397,30077,11.027777777777779,835.4722222222222
0,6,6,1,20,86,0.5555555555555556,2.388888888888889
1,6,6,2,50,642,1.3888888888888888,17.833333333333332
2,6,6,4,90,1569,2.5,43.583333333333336
3,6,6,8,185,7339,5.138888888888889,203.86111111111111
4,6,6,16,374,29539,10.38888888888889,820.5277777777778
0,6,6,1,18,64,0.5,1.7777777777777777
1,6,6,2,48,586,1.3333333333333333,16.27777777777778
2,6,6,4,91,1817,2.5277777777777777,50.47222222222222
3,6,6,8,170,6130,4.722222222222222,170.27777777777777
4,6,6,16,394,30372,10.944444444444445,843.6666666666666
0,6,6,1,28,202,0.7777777777777778,5.611111111111111
1,6,6,2,49,558,1.3611111111111112,15.5
2,6,6,4,91,1666,2.5277777777777777,46.27777777777778
3,6,6,8,173,5907,4.805555555555555,164.08333333333334
4,6,6,16,375,28379,10.416666666666666,788.3055555555555
0,6,6,1,25,157,0.6944444444444444,4.361111111111111
1,6,6,2,54,730,1.5,20.27777777777778
2,6,6,4,95,1750,2.638888888888889,48.611111111111114
3,6,6,8,179,6671,4.972222222222222,185.30555555555554
4,6,6,16,310,17023,8.61111111111111,472.8611111111111
0,6,6,1,25,96,0.6944444444444444,2.6666666666666665
1,6,6,2,42,411,1.1666666666666667,11.416666666666666
2,6,6,4,81,1445,2.25,40.138888888888886
3,6,6,8,214,9081,5.944444444444445,252.25
4,6,6,16,373,27768,10.36111111111111,771.3333333333334
0,6,6,1,28,181,0.7777777777777778,5.027777777777778
1,6,6,2,49,540,1.3611111111111112,15.0
2,6,6,4,94,1829,2.611111111111111,50.80555555555556
3,6,6,8,213,8368,5.916666666666667,232.44444444444446
4,6,6,16,368,25950,10.222222222222221,720.8333333333334
0,6,6,1,22,150,0.6111111111111112,4.166666666666667
1,6,6,2,59,631,1.6388888888888888,17.52777777777778
2,6,6,4,99,2064,2.75,57.333333333333336
3,6,6,8,193,7237,5.361111111111111,201.02777777777777
4,6,6,16,369,27745,10.25,770.6944444444445
0,6,6,1,28,184,0.7777777777777778,5.111111111111111
1,6,6,2,50,498,1.3888888888888888,13.833333333333334
2,6,6,4,105,2380,2.9166666666666665,66.11111111111111
3,6,6,8,201,8145,5.583333333333333,226.25
4,6,6,16,380,29330,10.555555555555555,814.7222222222222
0,6,6,1,24,134,0.6666666666666666,3.7222222222222223
1,6,6,2,38,321,1.0555555555555556,8.916666666666666
2,6,6,4,108,2292,3.0,63.666666666666664
3,6,6,8,183,6942,5.083333333333333,192.83333333333334
4,6,6,16,416,37617,11.555555555555555,1044.9166666666667
0,6,6,1,24,142,0.6666666666666666,3.9444444444444446
1,6,6,2,55,760,1.5277777777777777,21.11111111111111
2,6,6,4,103,1837,2.861111111111111,51.02777777777778
3,6,6,8,192,7738,5.333333333333333,214.94444444444446
4,6,6,16,363,26084,10.083333333333334,724.5555555555555
0,6,6,1,24,159,0.6666666666666666,4.416666666666667
1,6,6,2,55,729,1.5277777777777777,20.25
2,6,6,4,106,1795,2.9444444444444446,49.861111111111114
3,6,6,8,193,8219,5.361111111111111,228.30555555555554
4,6,6,16,388,28614,10.777777777777779,794.8333333333334
0,6,6,1,25,141,0.6944444444444444,3.9166666666666665
1,6,6,2,47,398,1.3055555555555556,11.055555555555555
2,6,6,4,93,1766,2.5833333333333335,49.05555555555556
3,6,6,8,170,5463,4.722222222222222,151.75
4,6,6,16,362,25859,10.055555555555555,718.3055555555555
0,6,6,1,18,102,0.5,2.8333333333333335
1,6,6,2,47,352,1.3055555555555556,9.777777777777779
2,6,6,4,97,2049,2.6944444444444446,56.916666666666664
3,6,6,8,166,5720,4.611111111111111,158.88888888888889
4,6,6,16,402,32787,11.166666666666666,910.75
0,6,6,1,21,93,0.5833333333333334,2.5833333333333335
1,6,6,2,41,331,1.1388888888888888,9.194444444444445
2,6,6,4,89,1518,2.4722222222222223,42.166666666666664
3,6,6,8,198,7820,5.5,217.22222222222223
4,6,6,16,331,22002,9.194444444444445,611.1666666666666
0,6,6,1,26,168,0.7222222222222222,4.666666666666667
1,6,6,2,41,303,1.1388888888888888,8.416666666666666
2,6,6,4,82,1391,2.2777777777777777,38.638888888888886
3,6,6,8,216,9421,6.0,261.69444444444446
4,6,6,16,370,27110,10.277777777777779,753.0555555555555
0,6,6,1,22,104,0.6111111111111112,2.888888888888889
1,6,6,2,50,487,1.3888888888888888,13.527777777777779
2,6,6,4,84,1384,2.3333333333333335,38.44444444444444
3,6,6,8,195,8225,5.416666666666667,228.47222222222223
4,6,6,16,382,29087,10.61111111111111,807.9722222222222
0,6,6,1,29,213,0.8055555555555556,5.916666666666667
1,6,6,2,43,452,1.1944444444444444,12.555555555555555
2,6,6,4,90,1613,2.5,44.80555555555556
3,6,6,8,189,7459,5.25,207.19444444444446
4,6,6,16,398,33610,11.055555555555555,933.6111111111111
0,6,6,1,15,45,0.4166666666666667,1.25
