,width,height,intensity,num_lines_abs,num_shapes_abs,num_lines_unit,num_shapes_unit
2,10,10,4,150,4685,1.5,46.85
3,10,10,8,296,17708,2.96,177.08
4,10,10,16,639,79235,6.39,792.35
0,10,10,1,44,416,0.44,4.16
1,10,10,2,92,1689,0.92,16.89
2,10,10,4,119,2576,1.19,25.76
3,10,10,8,320,18474,3.2,184.74
4,10,10,16,677,90896,6.77,908.96
0,10,10,1,33,242,0.33,2.42
1,10,10,2,95,1979,0.95,19.79
2,10,10,4,134,3796,1.34,37.96
3,10,10,8,347,24054,3.47,240.54
4,10,10,16,659,87171,6.59,871.71
0,10,10,1,38,336,0.38,3.36
1,10,10,2,81,1359,0.81,13.59
2,10,10,4,178,6192,1.78,61.92
3,10,10,8,327,21692,3.27,216.92
4,10,10,16,631,80301,6.31,803.01
0,10,10,1,36,268,0.36,2.68
1,10,10,2,85,1366,0.85,13.66
2,10,10,4,154,4906,1.54,49.06
3,10,10,8,328,19602,3.28,196.02
4,10,10,16,665,89024,6.65,890.24
0,10,10,1,48,441,0.48,4.41
1,10,10,2,76,1266,0.76,12.66
2,10,10,4,170,5689,1.7,56.89
3,10,10,8,315,20879,3.15,208.79
4,10,10,16,691,92727,6.91,927.27
0,10,10,1,38,294,0.38,2.94
1,10,10,2,88,1558,0.88,15.58
2,10,10,4,177,6650,1.77,66.5
3,10,10,8,317,20352,3.17,203.52
4,10,10,16,600,74782,6.0,747.82
0,10,10,1,31,221,0.31,2.21
1,10,10,2,91,2004,0.91,20.04
2,10,10,4,148,4011,1.48,40.11
3,10,10,8,312,21097,3.12,210.97
4,10,10,16,672,87139,6.72,871.39
0,10,10,1,41,366,0.41,3.66
1,10,10,2,76,1252,0.76,12.52
2,10,10,4,159,5128,1.59,51.28
3,10,10,8,291,18061,2.91,180.61
4,10,10,16,634,81232,6.34,812.32
0,10,10,1,50,582,0.5,5.82
1,10,10,2,85,1679,0.85,16.79
2,10,10,4,133,3353,1.33,33.53
3,10,10,8,311,20375,3.11,203.75
4,10,10,16,670,88598,6.7,885.98
0,10,10,1,36,273,0.36,2.73
1,10,10,2,80,1320,0.8,13.2
2,10,10,4,160,5239,1.6,52.39
3,10,10,8,288,17128,2.88,171.28
4,10,10,16,618,76834,6.18,768.34
0,10,10,1,43,317,0.43,3.17
1,10,10,2,82,1412,0.82,14.12
2,10,10,4,171,6211,1.71,62.11
3,10,10,8,306,19009,3.06,190.09
4,10,10,16,646,82432,6.46,824.32
0,10,10,1,39,289,0.39,2.89
1,10,10,2,82,1556,0.82,15.56
2,10,10,4,155,5149,1.55,51.49
3,10,10,8,315,18571,3.15,185.71
4,10,10,16,645,85733,6.45,857.33
0,10,10,1,28,168,0.28,1.68
1,10,10,2,79,1311,0.79,13.11
2,10,10,4,173,6557,1.73,65.57
3,10,10,8,323,19378,3.23,193.78
4,10,10,16,665,85676,6.65,856.76
0,10,10,1,31,169,0.31,1.69
1,10,10,2,70,864,0.7,8.64
2,10,10,4,172,6020,1.72,60.2
3,10,10,8,352,25592,3.52,255.92
4,10,10,16,628,80140,6.28,801.4
0,10,10,1,42,309,0.42,3.09
1,10,10,2,74,1103,0.74,11.03
2,10,10,4,177,6729,1.77,67.29
3,10,10,8,337,23222,3.37,232.22
4,10,10,16,615,72894,6.15,728.94
0,10,10,1,46,518,0.46,5.18
1,10,10,2,72,1131,0.72,11.31
2,10,10,4,176,6081,1.76,60.81
3,10,10,8,334,21530,3.34,215.3
4,10,10,16,637,83940,6.37,839.4
0,10,10,1,41,376,0.41,3.76
1,10,10,2,73,1128,0.73,11.28
2,10,10,4,166,5242,1.66,52.42
3,10,10,8,316,20298,3.16,202.98
4,10,10,16,662,83002,6.62,830.02
0,10,10,1,42,377,0.42,3.77
1,10,10,2,83,1445,0.83,14.45
2,10,10,4,149,4130,1.49,41.3
3,10,10,8,309,18684,3.09,186.84
4,10,10,16,654,85349,6.54,853.49
0,10,10,1,37,355,0.37,3.55
1,10,10,2,94,1939,0.94,19.39
2,10,10,4,161,5222,1.61,52.22
3,10,10,8,333,23800,3.33,238.0
4,10,10,16,614,72777,6.14,727.77
0,10,10,1,47,417,0.47,4.17
1,10,10,2,79,1060,0.79,10.6
2,10,10,4,146,4426,1.46,44.26
3,10,10,8,332,22700,3.32,227.0
4,10,10,16,677,90557,6.77,905.57
0,10,10,1,33,292,0.33,2.92
1,10,10,2,96,2074,0.96,20.74
2,10,10,4,164,5783,1.64,57.83
3,10,10,8,327,21157,3.27,211.57
4,10,10,16,634,80029,6.34,800.29
0,10,10,1,47,373,0.47,3.73
1,10,10,2,77,1055,0.77,10.55
2,10,10,4,170,4995,1.7,49.95
3,10,10,8,329,23351,3.29,233.51
4,10,10,16,639,78217,6.39,782.17
0,10,10,1,37,321,0.37,3.21
1,10,10,2,84,1435,0.84,14.35
2,10,10,4,139,4083,1.39,40.83
3,10,10,8,300,16389,3.0,163.89
4,10,10,16,660,85607,6.6,856.07
0,10,10,1,38,325,0.38,3.25
1,10,10,2,76,1398,0.76,13.98
2,10,10,4,154,4695,1.54,46.95
3,10,10,8,306,18682,3.06,186.82
4,10,10,16,663,83973,6.63,839.73
0,10,10,1,41,383,0.41,3.83
1,10,10,2,81,1337,0.81,13.37
2,10,10,4,163,4820,1.63,48.2
3,10,10,8,311,19415,3.11,194.15
4,10,10,16,675,94470,6.75,944.7
0,10,10,1,41,400,0.41,4.0
1,10,10,2,81,1293,0.81,12.93
2,10,10,4,151,4564,1.51,45.64
3,10,10,8,317,19677,3.17,196.77
4,10,10,16,630,80434,6.3,804.34
0,10,10,1,35,309,0.35,3.09
1,10,10,2,82,1421,0.82,14.21
2,10,10,4,155,4516,1.55,45.16
3,10,10,8,353,26560,3.53,265.6
4,10,10,16,656,82148,6.56,821.48
0,10,10,1,47,452,0.47,4.52
1,10,10,2,61,802,0.61,8.02
2,10,10,4,163,6259,1.63,62.59
3,10,10,8,319,19761,3.19,197.61
4,10,10,16,611,73933,6.11,739.33
0,10,10,1,30,189,0.3,1.89
1,10,10,2,74,1175,0.74,11.75
2,10,10,4,171,6409,1.71,64.09
3,10,10,8,272,14033,2.72,140.33
4,10,10,16,662,89691,6.62,896.91
0,10,10,1,39,316,0.39,3.16
1,10,10,2,87,1421,0.87,14.21
2,10,10,4,160,4881,1.6,48.81
3,10,10,8,324,21396,3.24,213.96
4,10,10,16,616,77333,6.16,773.33
0,10,10,1,40,312,0.4,3.12
1,10,10,2,70,1232,0.7,12.32
2,10,10,4,155,4839,1.55,48.39
3,10,10,8,294,16977,2.94,169.77
4,10,10,16,627,74093,6.27,740.93
0,10,10,1,33,265,0.33,2.65
1,10,10,2,89,1553,0.89,15.53
2,10,10,4,146,4418,1.46,44.18
3,10,10,8,312,19158,3.12,191.58
4,10,10,16,637,83132,6.37,831.32
0,10,10,1,36,210,0.36,2.1
1,10,10,2,59,797,0.59,7.97
2,10,10,4,149,4753,1.49,47.53
3,10,10,8,311,18102,3.11,181.02
4,10,10,16,624,81951,6.24,819.51
0,10,10,1,42,331,0.42,3.31
1,10,10,2,77,1055,0.77,10.55
2,10,10,4,131,3121,1.31,31.21
3,10,10,8,320,19795,3.2,197.95
4,10,10,16,642,77174,6.42,771.74
0,10,10,1,31,213,0.31,2.13
1,10,10,2,72,875,0.72,8.75
2,10,10,4,152,4417,1.52,44.17
3,10,10,8,321,22546,3.21,225.46
4,10,10,16,637,83937,6.37,839.37
0,10,10,1,43,407,0.43,4.07
1,10,10,2,87,1290,0.87,12.9
2,10,10,4,152,4575,1.52,45.75
3,10,10,8,322,20075,3.22,200.75
4,10,10,16,644,89828,6.44,898.28
0,10,10,1,33,226,0.33,2.26
1,10,10,2,78,1219,0.78,12.19
2,10,10,4,162,5109,1.62,51.09
3,10,10,8,321,21360,3.21,213.6
4,10,10,16,654,87615,6.54,876.15
0,10,10,1,48,612,0.48,6.12
1,10,10,2,73,1353,0.73,13.53
2,10,10,4,176,6056,1.76,60.56
3,10,10,8,318,18631,3.18,186.31
4,10,10,16,700,97635,7.0,976.35
0,10,10,1,40,291,0.4,2.91
1,10,10,2,93,1685,0.93,16.85
2,10,10,4,141,3872,1.41,38.72
3,10,10,8,306,19512,3.06,195.12
4,10,10,16,630,83057,6.3,830.57
0,10,10,1,33,280,0.33,2.8
1,10,10,2,96,1528,0.96,15.28
2,10,10,4,159,5502,1.59,55.02
3,10,10,8,300,18516,3.0,185.16
4,10,10,16,666,88584,6.66,885.84
0,10,10,1,45,499,0.45,4.99
1,10,10,2,79,1143,0.79,11.43
2,10,10,4,156,4661,1.56,46.61
3,10,10,8,308,19192,3.08,191.92
4,10,10,16,636,75273,6.36,752.73
0,10,10,1,38,375,0.38,3.75
1,10,10,2,85,1521,0.85,15.21
2,10,10,4,160,5527,1.6,55.27
3,10,10,8,319,19129,3.19,191.29
4,10,10,16,607,70596,6.07,705.96
0,10,10,1,44,494,0.44,4.94
1,10,10,2,82,1305,0.82,13.05
2,10,10,4,162,5027,1.62,50.27
3,10,10,8,311,19751,3.11,197.51
4,10,10,16,614,74052,6.14,740.52
0,10,10,1,48,382,0.48,3.82
1,10,10,2,90,1625,0.9,16.25
2,10,10,4,161,5278,1.61,52.78
3,10,10,8,318,20723,3.18,207.23
4,10,10,16,637,84796,6.37,847.96
0,10,10,1,41,359,0.41,3.59
1,10,10,2,78,1221,0.78,12.21
2,10,10,4,145,4655,1.45,46.55
3,10,10,8,298,17754,2.98,177.54
4,10,10,16,602,69628,6.02,696.28
0,10,10,1,33,223,0.33,2.23
1,10,10,2,81,1247,0.81,12.47
2,10,10,4,151,5013,1.51,50.13
3,10,10,8,301,17906,3.01,179.06
4,10,10,16,655,86509,6.55,865.09
0,10,10,1,47,500,0.47,5.0
1,10,10,2,93,1850,0.93,18.5
2,10,10,4,158,4942,1.58,49.42
3,10,10,8,338,23513,3.38,235.13
4,10,10,16,628,80267,6.28,802.67
0,10,10,1,40,365,0.4,3.65
1,10,10,2,74,1297,0.74,12.97
2,10,10,4,151,4388,1.51,43.88
3,10,10,8,345,23587,3.45,235.87
4,10,10,16,677,89492,6.77,894.92
0,10,10,1,39,282,0.39,2.82
1,10,10,2,79,1417,0.79,14.17
2,10,10,4,153,3848,1.53,38.48
3,10,10,8,294,17497,2.94,174.97
4,10,10,16,659,91158,6.59,911.58
0,10,10,1,34,296,0.34,2.96
1,10,10,2,75,962,0.75,9.62
2,10,10,4,154,4499,1.54,44.99
3,10,10,8,307,18631,3.07,186.31
4,10,10,16,656,84935,6.56,849.35
0,10,10,1,46,482,0.46,4.82
1,10,10,2,71,1220,0.71,12.2
2,10,10,4,165,5174,1.65,51.74
3,10,10,8,315,19488,3.15,194.88
4,10,10,16,673,90294,6.73,902.94
0,10,10,1,45,496,0.45,4.96
1,10,10,2,72,1191,0.72,11.91
2,10,10,4,158,5028,1.58,50.28
3,10,10,8,334,20362,3.34,203.62
4,10,10,16,666,94330,6.66,943.3
0,10,10,1,44,412,0.44,4.12
1,10,10,2,75,1347,0.75,13.47
2,10,10,4,156,4482,1.56,44.82
3,10,10,8,312,18108,3.12,181.08
4,10,10,16,640,77265,6.4,772.65
0,10,10,1,46,401,0.46,4.01
1,10,10,2,77,1284,0.77,12.84
2,10,10,4,182,6693,1.82,66.93
3,10,10,8,296,16120,2.96,161.2
4,10,10,16,640,84965,6.4,849.65
0,10,10,1,42,303,0.42,3.03
1,10,10,2,72,940,0.72,9.4
2,10,10,4,151,4826,1.51,48.26
3,10,10,8,306,17679,3.06,176.79
4,10,10,16,673,94196,6.73,941.96
0,10,10,1,39,405,0.39,4.05
1,10,10,2,81,1254,0.81,12.54
2,10,10,4,163,4934,1.63,49.34
3,10,10,8,322,22378,3.22,223.78
4,10,10,16,613,73717,6.13,737.17
0,10,10,1,38,314,0.38,3.14
1,10,10,2,78,1360,0.78,13.6
2,10,10,4,161,5492,1.61,54.92
3,10,10,8,328,23012,3.28,230.12
4,10,10,16,626,83028,6.26,830.28
0,10,10,1,45,381,0.45,3.81
1,10,10,2,75,1234,0.75,12.34
2,10,10,4,171,5861,1.71,58.61
3,10,10,8,372,26015,3.72,260.15
4,10,10,16,640,82120,6.4,821.2
0,10,10,1,27,134,0.27,1.34
1,10,10,2,86,1349,0.86,13.49
2,10,10,4,150,4602,1.5,46.02
3,10,10,8,311,19713,3.11,197.13
4,10,10,16,647,80589,6.47,805.89
0,10,10,1,46,424,0.46,4.24
1,10,10,2,85,1439,0.85,14.39
2,10,10,4,155,5007,1.55,50.07
3,10,10,8,326,20092,3.26,200.92
4,10,10,16,597,70072,5.97,700.72
0,10,10,1,34,248,0.34,2.48
1,10,10,2,81,1159,0.81,11.59
2,10,10,4,151,4132,1.51,41.32
3,10,10,8,323,19082,3.23,190.82
4,10,10,16,655,81604,6.55,816.04
0,10,10,1,40,422,0.4,4.22
1,10,10,2,93,1656,0.93,16.56
2,10,10,4,168,5070,1.68,50.7
3,10,10,8,327,21569,3.27,215.69
4,10,10,16,632,83824,6.32,838.24
0,10,10,1,32,217,0.32,2.17
1,10,10,2,86,1533,0.86,15.33
2,10,10,4,163,4695,1.63,46.95
3,10,10,8,346,24420,3.46,244.2
4,10,10,16,666,88384,6.66,883.84
0,10,10,1,56,641,0.56,6.41
1,10,10,2,75,1243,0.75,12.43
2,10,10,4,166,5409,1.66,54.09
3,10,10,8,303,17362,3.03,173.62
4,10,10,16,589,62286,5.89,622.86
0,10,10,1,47,396,0.47,3.96
1,10,10,2,85,1446,0.85,14.46
2,10,10,4,135,3982,1.35,39.82
3,10,10,8,320,20624,3.2,206.24
4,10,10,16,593,69121,5.93,691.21
0,10,10,1,37,360,0.37,3.6
1,10,10,2,81,1190,0.81,11.9
2,10,10,4,156,4895,1.56,48.95
3,10,10,8,301,16195,3.01,161.95
4,10,10,16,596,67134,5.96,671.34
0,10,10,1,46,431,0.46,4.31
1,10,10,2,81,1342,0.81,13.42
2,10,10,4,146,4652,1.46,46.52
3,10,10,8,286,17009,2.86,170.09
4,10,10,16,641,76602,6.41,766.02
0,10,10,1,46,364,0.46,3.64
1,10,10,2,94,1779,0.94,17.79
2,10,10,4,151,4416,1.51,44.16
3,10,10,8,324,21153,3.24,211.53
4,10,10,16,690,93678,6.9,936.78
0,10,10,1,43,477,0.43,4.77
1,10,10,2,68,981,0.68,9.81
2,10,10,4,166,5794,1.66,57.94
3,10,10,8,297,16085,2.97,160.85
4,10,10,16,653,84393,6.53,843.93
0,10,10,1,38,284,0.38,2.84
1,10,10,2,95,1737,0.95,17.37
2,10,10,4,160,5399,1.6,53.99
3,10,10,8,327,20545,3.27,205.45
4,10,10,16,617,77995,6.17,779.95
0,10,10,1,39,344,0.39,3.44
1,10,10,2,79,1270,0.79,12.7
2,10,10,4,178,6090,1.78,60.9
3,10,10,8,368,26211,3.68,262.11
4,10,10,16,598,69399,5.98,693.99
0,10,10,1,37,309,0.37,3.09
1,10,10,2,86,1692,0.86,16.92
2,10,10,4,173,6125,1.73,61.25
3,10,10,8,281,15377,2.81,153.77
4,10,10,16,647,79917,6.47,799.17
