,width,height,intensity,num_lines_abs,num_shapes_abs
0,12.453816239536712,10.924269695179982,19.69076094623478,966,86574
1,2.8637345117753097,9.800250597804123,9.295186869891467,247,4424
2,0.9000374319033999,9.13550904543495,7.199822817925327,131,404
3,6.28998992796856,5.108705341693453,14.132262279908145,294,8723
4,11.7257396786515,5.254155262639747,28.759709425927817,1003,81480
5,9.106626430143061,0.2270326699881443,14.04906640848429,279,955
6,3.672486964838501,5.188701142347958,5.097283723361157,78,667
7,11.20097254171819,6.939868468293259,9.759620527584344,312,6765
8,1.2539215935247034,13.955136848099977,28.3586394376411,860,25127
9,9.764146863929579,13.888843740401233,16.32645613229755,766,57997
10,8.923908693206188,0.49282923248957944,16.225790642879133,318,1715
11,14.103010618323495,0.7738916333979926,4.500812907172632,130,275
12,3.0645421279617713,6.014340260459142,23.84358814226593,458,17501
13,14.34823668027619,0.05551596724081254,15.257668292342638,431,405
14,7.089703395923969,6.258367852860317,7.4853981201720385,190,3440
15,1.9467239972535015,7.209404104012018,12.090588910596011,189,2731
16,14.698615924047223,8.493222759211436,29.810044478273657,1353,156417
17,13.232362190845908,15.840159370817526,7.784694720878835,446,16291
18,15.605468256024796,4.697499169428282,20.03712290884941,770,39408
19,11.902700787398729,12.05859208392467,11.042301031371533,538,28136
20,2.0228606659674164,3.3211946679930606,3.1622965418298286,23,70
21,3.714621350367941,11.29290902408443,5.699798893578241,161,2463
22,5.814835510657752,15.766684347000854,12.761968419920153,601,25394
23,3.946596492571897,6.481530317314983,5.446230082670027,121,1522
24,15.764526852491738,6.413259854157218,23.173939140452905,1045,86631
25,12.509913683761026,11.991268442798651,6.819124192005808,343,10316
26,5.355555886615544,14.819322947336135,24.890143256114023,1005,74595
27,11.411338751783884,3.7083417061773774,19.459938247698325,594,24381
28,1.0937183318933765,11.208427638758506,31.178309319498936,773,17181
29,10.770582572291012,5.617788904379854,6.173909841049425,216,4435
30,7.855919371116755,4.521537965662417,8.252952060782109,198,3319
31,8.513466709128183,5.488620214647653,0.15850866513052253,2,1
32,5.020075183869065,13.219628185133296,10.20107682673097,382,12819
33,13.128109831804252,0.9646185727380093,0.8707670088721817,17,15
34,3.142228222087177,7.551282629530191,18.993183520005267,424,13943
35,12.74210552867727,14.738736269674108,31.422276875470686,1699,257672
36,0.8345615142075605,15.457564313858384,13.79662007399736,494,4130
37,9.918429499275375,12.636789024217077,28.09549630030204,1272,139336
38,0.08540020373470576,10.289304038874057,30.548509135698232,637,1643
39,8.601496079550449,0.4445502754537677,22.22866232320247,397,2820
40,9.534349174560976,15.313262008281866,0.6947048444968784,39,114
41,12.39765412363278,8.594315546674412,26.48442839459547,1149,122289
42,9.689064280378197,6.763272400307046,8.513861743771178,307,7599
43,3.312288080188927,0.8557143845628886,18.239300977519818,146,1766
44,0.05903079878676849,14.616171687694546,21.116978865258872,616,994
45,7.416364354242196,9.613735512616435,9.86392142875319,322,10885
46,0.27381829095151455,3.16000902016613,20.768706249548398,159,846
47,0.5877219334362175,3.392956647602728,1.714416025805392,11,20
48,9.231808990284229,10.069642157301551,11.454905315046314,475,18306
49,13.38114210105269,9.41051351369747,13.608535679518223,603,31597
50,4.096426635096544,7.162600325313279,10.472762294808426,257,5594
51,15.07864317580471,4.089231571374313,24.107965808346787,981,61558
52,5.621482700485409,8.768451031145874,26.34840505822139,774,51727
53,6.18299693319178,1.9293763124544185,19.259699618947582,314,6539
54,11.332540485077963,3.2269765260452603,16.630670717865286,509,17549
55,10.23748298653599,4.8114273571851465,8.666777125157886,247,5349
56,14.20829097604475,5.97536589176195,31.76005751139449,1249,129264
57,8.726158357365199,2.5765001691068923,24.43054143624813,535,20725
58,15.366046689108325,14.271348749855042,7.311541728942689,449,18475
59,12.076113857667645,1.6716539822095025,9.54378223308301,284,2349
60,4.423783263224587,11.696345310671918,21.4840461141523,701,38042
61,13.527365358886598,2.520624405116702,20.50499305098986,692,25846
62,13.72792356697203,2.8335417328932815,20.421750452292272,658,21828
63,1.0098919022632213,15.921449923283658,31.61588833858231,1066,28371
64,1.1718803856094953,8.943420649085827,21.62869696164628,456,7665
65,14.581392162228603,14.085523672505168,26.832822263291288,1530,233131
66,7.201208854737158,3.797940401678156,26.632827518677384,603,33104
67,4.717201229556357,4.364854263595117,3.7868416946565047,52,200
68,0.6600714436552882,10.370274116529167,5.4139787327632245,100,357
69,13.654082103044203,5.01509053034463,15.867156548572307,586,29331
70,15.576530389590296,1.0602617906818173,7.523063178879493,246,1365
71,7.648800593366358,10.160798302132676,25.40465641382333,926,81121
72,0.34503259153709187,12.697875492988393,22.337551588024418,577,3419
73,1.7016877003011253,12.122852527947806,9.231942331139539,245,2823
74,8.687813462616218,13.826889416256579,27.974104795998183,1248,136426
75,10.309287650688935,7.665711069032056,28.28844974957192,995,98868
76,13.035738698313873,2.4674660934230306,22.713747223508612,704,25114
77,5.128472464352301,6.598807572798362,8.40574961261634,209,4116
78,13.452386289007817,11.066690271666948,30.958159301225585,1514,213164
79,9.435578900702646,3.9033246562073094,4.064301951982517,96,991
80,7.018922818266783,13.716103529042341,8.824590566855074,330,8922
81,8.390639505986382,13.454675375712274,7.931617157261123,330,8623
82,4.576210610730827,2.3883979215649176,21.324322003892156,300,8233
83,12.927006869688753,3.030604790141788,14.707409201954077,473,13762
84,7.4960911675533985,10.677304780491214,16.733310528684335,600,31062
85,9.974408950835757,9.286055978184782,12.574854428881299,471,23296
86,6.5926521352693355,2.2710260871933547,29.176787945740323,524,19071
87,1.7612315913353047,13.344283012757007,11.848318296316434,378,6026
88,11.16663408454434,10.7921419222837,1.285079002459678,51,453
89,14.98024812313437,1.5362778193998077,25.667733623064514,819,21444
90,10.596020339691432,14.325357888962023,10.733530460495558,523,24079
91,15.996606481206705,7.750188036250627,13.537095512886422,668,34765
92,6.751922825411395,15.07115239511831,14.860955680902347,683,36608
93,8.307184128533155,12.523340877141406,3.341266370642996,113,1183
94,3.37508324845994,1.7574452649640606,3.945447265621157,36,119
95,8.133796839842002,4.005325178233138,2.4337970930356687,59,278
96,13.918160556355115,10.531865440596167,27.818079493017418,1381,183500
97,10.888151448069836,4.565928433805989,17.741774949650114,601,29324
98,0.7206655953781753,8.11003751427732,29.951464573592474,563,6779
99,14.83468662341061,6.224305163615476,18.357988173723307,780,49701
100,14.407410038644109,5.714677778620451,25.165843127828342,1022,73252
101,5.099870747974099,0.39977458831223606,25.08842244997647,291,2082
102,3.273163893107885,14.684724742795728,17.119558063984577,593,18224
103,3.554721677816701,4.425692972210877,13.124804160852703,193,4092
104,13.060696931372435,14.977608906072382,19.983578538526547,1141,110749
105,2.674752265520529,11.868041642742893,0.2596208853757853,8,11
106,4.297875825428,12.429802661900764,23.35574121906637,795,46090
107,11.60072433292643,3.6054970942179168,29.51440152280423,876,50852
108,3.8071563191587754,1.2295659359541418,11.81558206889142,117,939
109,6.12906333479099,5.5571390815791375,30.729983050975722,704,48278
110,10.531015059751676,9.737819020179105,3.5736446480125275,130,1630
111,12.09936176639847,9.492538358777729,27.370722646040193,1178,116963
112,2.53712421787025,11.576701252418331,15.83605490135665,429,10296
113,8.407311318906542,11.440669094550149,10.370715825163494,424,15472
114,8.175941626917345,1.857413391966443,16.936407587399355,335,7543
115,6.470197603732359,13.572934743071988,23.670074437029424,924,70504
116,13.819097852058125,11.39871914945438,4.6536165577791655,213,4038
117,4.001099644320908,13.600425078053467,22.781695614802132,768,33372
118,11.939870100829584,8.864359571394546,17.771365582247043,722,48255
119,1.5371525186394532,12.781824765863227,24.193726896248005,702,17550
120,15.461664506242958,11.643873533039484,5.796698524326027,323,9668
121,10.33980478162239,15.3653170660621,2.7950571537676128,131,1607
122,14.245002103659427,7.821321203962607,5.1629699467925825,218,4809
123,7.956715241327745,11.00669708701851,2.256156497090842,90,958
124,14.538618677982894,7.102556798172637,4.3467985742550574,205,3790
125,13.328538537977394,13.180139759391666,12.823564090168336,683,42728
126,5.413829733487847,9.104240165756627,6.395692287665968,188,2540
127,10.406491934282899,2.92144064531237,11.321486801106955,312,7191
128,5.276119256814143,13.051225961455481,7.03484183444313,238,4880
129,2.147079346707442,7.973692597870375,18.790358477841263,383,11572
130,12.224407225479654,2.129637902804158,8.044538957066026,218,2861
131,9.185838704403341,0.29938025497592696,23.00772691155347,421,2342
132,1.434616840650621,8.253590480484059,21.172200626886585,404,9270
133,7.723540317289095,7.455598015992024,1.167901339792856,28,41
134,13.93602256142941,15.671232761377546,18.597200958753252,1127,111228
135,9.489342688628202,2.059998223876166,25.94074863651588,628,22579
136,2.6194305194934353,6.872658279096026,27.24103408976268,540,22816
137,9.019033391468323,3.5806972256931138,2.616851159755822,65,285
138,0.4417159219333504,10.847772424479224,28.907839073303318,697,8094
139,14.885476697546688,0.1323306189622299,6.410010374755113,235,293
140,6.02968903507441,12.3111302339152,10.913681110346456,385,12128
141,15.353661328677068,0.6063045403609553,21.88944378244667,723,8896
142,6.526755912780595,6.370591305946271,25.463507507773404,646,39395
143,3.483066555460457,10.572518137280289,24.534823223443603,672,32265
144,8.821508281150576,14.91791369760929,30.2183454274973,1420,179620
145,5.949475913593326,15.177311768956647,14.42478804978295,590,23386
146,14.791627687132253,9.541675415865308,26.09323789369891,1212,136407
147,0.5333170438021468,12.816180334441963,20.877526079212803,565,5161
148,4.862990962140186,9.945106144657952,9.968387121804566,308,9692
149,6.676347633845412,15.539320050239427,1.0501453383174166,66,286
150,7.330419777556493,3.4571930109629117,15.488608782477355,354,11162
151,3.8598706886994565,9.873988067429448,17.14194375810444,483,14410
152,2.7764368664226793,0.9526270811106827,24.732911853528687,172,2191
153,10.674208106696268,15.240564771739097,19.600881401662377,1036,90679
154,5.555403641185179,6.975033630465226,23.38305260576211,623,39736
155,4.931945785966151,6.64615773355047,30.659839757684637,744,54317
156,5.9149024497175136,12.215692491611033,11.563782466857724,418,15492
157,15.205120507728688,5.870623901154911,9.038053490967043,377,11360
158,11.10597945898776,12.38574647572683,21.933163571884332,1039,104537
159,7.143390648832976,11.17276086149126,29.35353344915418,1085,110784
160,2.43551355636051,7.34369931604331,2.929034154886851,67,169
161,0.16175306630200073,1.141755683153476,2.0515809937896567,5,5
162,10.104083686226746,4.295388713796885,3.3691165963195786,108,886
163,15.16021049941041,1.3011249587754976,18.466977163986932,563,11553
164,12.244494086187796,8.715125478356024,28.55334902786103,1194,120841
165,11.479287658350653,11.81090994252267,12.276000972207859,586,33993
166,9.354168850308673,14.025960944014027,1.5318860120144338,82,688
167,10.808431457448625,13.381560948983381,18.02675397395107,873,70299
168,2.3011552582460406,2.7352741268057317,1.884327885704281,17,27
169,12.67277368427008,14.535571276711499,27.17795247578531,1480,205925
170,5.732413897161947,8.177497249039835,30.290220079475592,816,60232
171,10.020818927838818,8.0476242612742,31.286083632858222,1062,103860
172,5.452759381003309,1.7811708021540287,31.97441729255027,472,16823
173,10.9728370091417,0.6929575155835095,19.198312180954407,460,5279
174,9.605639355651451,1.4251951782832433,0.4623230897670021,18,40
175,4.1748517363921,14.462242019451573,4.2194347620199,167,1524
176,8.053137550799118,9.020868106474463,5.951226642754984,190,4255
177,12.630535248947481,4.17501779245538,6.638302805985054,214,2495
178,1.9051300548472931,5.7670707957587615,2.198662632293767,34,74
179,11.814810744789959,3.0959159062789907,17.35881105132053,519,17584
180,12.80883454907289,6.109467777103548,22.477308938130186,822,56612
181,7.543134995703675,12.99458769811227,10.694116867373088,454,17266
182,15.704784550025797,3.9224919274234713,16.05782460465075,634,22978
183,6.89999655571181,8.420766115942005,15.017567147969864,454,18843
184,2.9212004527767776,14.162694112309957,25.825088768152277,852,42175
185,4.762844305190374,7.910334861808099,14.292517296908535,379,13673
186,6.348550878013689,2.6594717346574828,17.512638385791952,343,9271
187,14.028303132698914,15.72458697356584,27.64199151338798,1650,265645
188,15.906284447832487,10.08311834565289,15.540160324458238,792,55204
189,2.3831434278655745,5.413347791304453,23.71142707453952,380,12566
190,1.6246236665344598,1.4658421876603274,4.952231172106094,33,91
191,1.5131030755098607,5.351833534956613,29.628078660381018,409,10351
192,7.8362252013602,7.4310494551147235,29.050836370868968,869,66228
193,2.1861394033624033,8.34602324946894,20.25269031466591,377,9267
194,1.3083539959034445,9.272076871655237,13.358339913928038,282,3085
195,3.0004507322737566,4.799692613879902,26.98315923977229,414,13903
196,4.395289665002694,10.466033253129917,12.99677227612762,403,13267
197,11.590105554651384,4.947589707820418,12.40842596284428,419,14347
198,6.808205437006687,12.899920698888728,0.5395477208395035,24,53
199,4.511418459461714,2.2061361919086204,15.145866761540669,188,2651
