,pop_size,pop_infected,n_days,location,variants,rand_seed,cum_infections,cum_deaths,cum_recoveries,avg_age,wild_beta,rel_beta,beta
0,10000,100,200,India,delta,532,7955.0,24.0,7931.0,31.148237,0.016,2.2,0.0352
1,10000,100,200,India,gamma,18,8010.0,23.0,7984.0,31.068644,0.016,2.05,0.032799999999999996
2,10000,100,200,United Kingdom,alpha,252,8531.0,104.0,8427.0,40.928905,0.016,1.67,0.02672
3,10000,100,200,United Kingdom,alpha,850,8526.0,109.0,8417.0,41.831776,0.016,1.67,0.02672
4,10000,100,200,India,gamma,977,7721.0,32.0,7689.0,31.137257,0.016,2.05,0.032799999999999996
5,10000,100,200,Brazil,gamma,153,9085.0,52.0,9033.0,34.887257,0.016,2.05,0.032799999999999996
6,10000,100,200,South Africa,beta,275,7869.0,23.0,7846.0,29.85239,0.016,1.0,0.016
7,10000,100,200,India,beta,588,7929.0,28.0,7901.0,30.915663,0.016,1.0,0.016
8,10000,100,200,South Africa,beta,762,7838.0,17.0,7821.0,29.4854,0.016,1.0,0.016
9,10000,100,200,India,delta,528,9051.0,54.0,8997.0,30.825422,0.016,2.2,0.0352
10,10000,100,200,India,delta,305,8010.0,35.0,7975.0,31.130095,0.016,2.2,0.0352
11,10000,100,200,United Kingdom,alpha,182,8688.0,86.0,8602.0,41.379642,0.016,1.67,0.02672
12,10000,100,200,South Africa,beta,574,7892.0,10.0,7882.0,30.007126,0.016,1.0,0.016
13,10000,100,200,India,delta,505,8108.0,39.0,8069.0,31.055872,0.016,2.2,0.0352
14,10000,100,200,South Africa,delta,310,8823.0,36.0,8787.0,29.588406,0.016,2.2,0.0352
15,10000,100,200,South Africa,beta,196,7885.0,28.0,7857.0,29.985079,0.016,1.0,0.016
16,10000,100,200,India,delta,221,7937.0,35.0,7902.0,31.4974,0.016,2.2,0.0352
17,10000,100,200,United Kingdom,alpha,121,8740.0,101.0,8639.0,41.583233,0.016,1.67,0.02672
18,10000,100,200,Brazil,gamma,476,8319.0,50.0,8269.0,35.46246,0.016,2.05,0.032799999999999996
19,10000,100,200,Brazil,gamma,946,8662.0,47.0,8615.0,35.285675,0.016,2.05,0.032799999999999996
20,10000,100,200,India,delta,434,9023.0,40.0,8983.0,30.882626,0.016,2.2,0.0352
21,10000,100,200,United Kingdom,alpha,715,8876.0,92.0,8784.0,41.513992,0.016,1.67,0.02672
22,10000,100,200,India,delta,30,8193.0,38.0,8155.0,31.472305,0.016,2.2,0.0352
23,10000,100,200,South Africa,beta,72,7851.0,18.0,7833.0,30.202978,0.016,1.0,0.016
24,10000,100,200,South Africa,beta,926,7949.0,25.0,7924.0,30.187721,0.016,1.0,0.016
25,10000,100,200,Brazil,beta,36,8345.0,36.0,8309.0,35.27376,0.016,1.0,0.016
26,10000,100,200,South Africa,beta,656,7870.0,18.0,7852.0,29.974468,0.016,1.0,0.016
27,10000,100,200,Brazil,gamma,800,8246.0,51.0,8195.0,35.036278,0.016,2.05,0.032799999999999996
28,10000,100,200,United Kingdom,alpha,324,8553.0,101.0,8452.0,41.31224,0.016,1.67,0.02672
29,10000,100,200,South Africa,beta,737,7745.0,18.0,7727.0,29.421291,0.016,1.0,0.016
30,10000,100,200,India,delta,16,7973.0,26.0,7947.0,31.210918,0.016,2.2,0.0352
31,10000,100,200,India,alpha,233,8139.0,20.0,8119.0,30.789257,0.016,1.67,0.02672
32,10000,100,200,Brazil,gamma,130,8644.0,48.0,8596.0,34.83192,0.016,2.05,0.032799999999999996
33,10000,100,200,Brazil,gamma,41,8232.0,50.0,8182.0,34.756454,0.016,2.05,0.032799999999999996
34,10000,100,200,South Africa,beta,663,7828.0,16.0,7812.0,29.934956,0.016,1.0,0.016
35,10000,100,200,Brazil,gamma,938,8378.0,40.0,8338.0,35.30912,0.016,2.05,0.032799999999999996
36,10000,100,200,India,beta,948,7946.0,28.0,7918.0,30.936605,0.016,1.0,0.016
37,10000,100,200,United Kingdom,alpha,319,8477.0,77.0,8400.0,41.2748,0.016,1.67,0.02672
38,10000,100,200,South Africa,beta,321,7663.0,14.0,7649.0,29.399618,0.016,1.0,0.016
39,10000,100,200,United Kingdom,beta,636,8547.0,98.0,8449.0,41.39232,0.016,1.0,0.016
40,10000,100,200,South Africa,beta,904,7929.0,32.0,7897.0,29.7578,0.016,1.0,0.016
41,10000,100,200,United Kingdom,beta,640,8565.0,91.0,8474.0,41.0579,0.016,1.0,0.016
42,10000,100,200,United Kingdom,gamma,548,8505.0,96.0,8409.0,41.259617,0.016,2.05,0.032799999999999996
43,10000,100,200,Brazil,delta,533,8283.0,46.0,8237.0,34.64633,0.016,2.2,0.0352
44,10000,100,200,India,delta,135,8989.0,26.0,8963.0,31.083712,0.016,2.2,0.0352
45,10000,100,200,Brazil,gamma,721,9151.0,66.0,9085.0,34.85236,0.016,2.05,0.032799999999999996
46,10000,100,200,Brazil,gamma,32,8424.0,49.0,8375.0,35.45761,0.016,2.05,0.032799999999999996
47,10000,100,200,United Kingdom,alpha,540,8637.0,85.0,8552.0,41.496174,0.016,1.67,0.02672
48,10000,100,200,India,delta,217,8294.0,30.0,8264.0,31.304916,0.016,2.2,0.0352
49,10000,100,200,Brazil,gamma,69,8489.0,50.0,8439.0,35.055874,0.016,2.05,0.032799999999999996
50,10000,100,200,Brazil,alpha,743,8211.0,30.0,8181.0,35.31094,0.016,1.67,0.02672
51,10000,100,200,United Kingdom,delta,779,8531.0,85.0,8446.0,41.024536,0.016,2.2,0.0352
52,10000,100,200,South Africa,beta,713,7897.0,20.0,7877.0,29.889372,0.016,1.0,0.016
53,10000,100,200,South Africa,beta,868,7912.0,20.0,7892.0,30.0424,0.016,1.0,0.016
54,10000,100,200,Brazil,gamma,824,8281.0,42.0,8239.0,35.430317,0.016,2.05,0.032799999999999996
55,10000,100,200,United Kingdom,alpha,679,8505.0,89.0,8416.0,41.15885,0.016,1.67,0.02672
56,10000,100,200,India,delta,504,7913.0,21.0,7892.0,31.239021,0.016,2.2,0.0352
57,10000,100,200,Brazil,gamma,984,8752.0,52.0,8700.0,35.106644,0.016,2.05,0.032799999999999996
58,10000,100,200,United Kingdom,beta,426,8511.0,101.0,8410.0,41.43422,0.016,1.0,0.016
59,10000,100,200,India,gamma,796,8016.0,25.0,7991.0,30.945478,0.016,2.05,0.032799999999999996
60,10000,100,200,Brazil,gamma,318,9258.0,70.0,9188.0,35.237003,0.016,2.05,0.032799999999999996
61,10000,100,200,India,delta,266,9328.0,53.0,9275.0,31.046144,0.016,2.2,0.0352
62,10000,100,200,India,gamma,48,7954.0,31.0,7923.0,31.238375,0.016,2.05,0.032799999999999996
63,10000,100,200,India,delta,787,7795.0,28.0,7767.0,31.039463,0.016,2.2,0.0352
64,10000,100,200,United Kingdom,alpha,647,8638.0,101.0,8537.0,41.24225,0.016,1.67,0.02672
65,10000,100,200,Brazil,gamma,566,8193.0,49.0,8144.0,35.036896,0.016,2.05,0.032799999999999996
66,10000,100,200,Brazil,gamma,725,9031.0,44.0,8987.0,34.829494,0.016,2.05,0.032799999999999996
67,10000,100,200,South Africa,beta,792,7952.0,16.0,7936.0,29.736906,0.016,1.0,0.016
68,10000,100,200,United Kingdom,alpha,368,8927.0,103.0,8824.0,41.639503,0.016,1.67,0.02672
69,10000,100,200,South Africa,alpha,629,8660.0,25.0,8635.0,29.98555,0.016,1.67,0.02672
70,10000,100,200,South Africa,beta,755,7781.0,19.0,7762.0,29.889029,0.016,1.0,0.016
71,10000,100,200,India,delta,616,9385.0,56.0,9329.0,31.2199,0.016,2.2,0.0352
72,10000,100,200,India,delta,139,7840.0,20.0,7820.0,31.361273,0.016,2.2,0.0352
73,10000,100,200,South Africa,beta,11,8021.0,18.0,8003.0,29.753756,0.016,1.0,0.016
74,10000,100,200,South Africa,alpha,386,7785.0,13.0,7772.0,29.808863,0.016,1.67,0.02672
75,10000,100,200,India,delta,536,7776.0,28.0,7748.0,31.080088,0.016,2.2,0.0352
76,10000,100,200,Brazil,gamma,540,8118.0,41.0,8077.0,35.338963,0.016,2.05,0.032799999999999996
77,10000,100,200,South Africa,alpha,964,7771.0,23.0,7748.0,29.57233,0.016,1.67,0.02672
78,10000,100,200,United Kingdom,alpha,371,8635.0,110.0,8525.0,41.653168,0.016,1.67,0.02672
79,10000,100,200,India,delta,793,7940.0,25.0,7915.0,31.193203,0.016,2.2,0.0352
80,10000,100,200,India,delta,991,9419.0,54.0,9365.0,31.199577,0.016,2.2,0.0352
81,10000,100,200,India,delta,981,8122.0,28.0,8094.0,30.622822,0.016,2.2,0.0352
82,10000,100,200,United Kingdom,alpha,822,8518.0,78.0,8440.0,40.835598,0.016,1.67,0.02672
83,10000,100,200,Brazil,gamma,538,9136.0,74.0,9062.0,35.290627,0.016,2.05,0.032799999999999996
84,10000,100,200,United Kingdom,alpha,837,8896.0,102.0,8794.0,41.222702,0.016,1.67,0.02672
85,10000,100,200,Brazil,gamma,906,8874.0,56.0,8818.0,34.9233,0.016,2.05,0.032799999999999996
86,10000,100,200,Brazil,alpha,124,8324.0,45.0,8279.0,34.5445,0.016,1.67,0.02672
87,10000,100,200,Brazil,gamma,407,8273.0,38.0,8235.0,34.86488,0.016,2.05,0.032799999999999996
88,10000,100,200,Brazil,gamma,118,9259.0,65.0,9194.0,35.267906,0.016,2.05,0.032799999999999996
89,10000,100,200,United Kingdom,alpha,119,8658.0,88.0,8570.0,41.459415,0.016,1.67,0.02672
90,10000,100,200,Brazil,gamma,340,9127.0,53.0,9074.0,35.263905,0.016,2.05,0.032799999999999996
91,10000,100,200,Brazil,gamma,444,8240.0,39.0,8201.0,35.166645,0.016,2.05,0.032799999999999996
92,10000,100,200,Brazil,gamma,743,8201.0,42.0,8159.0,35.31094,0.016,2.05,0.032799999999999996
93,10000,100,200,Brazil,gamma,48,8280.0,60.0,8220.0,35.254482,0.016,2.05,0.032799999999999996
94,10000,100,200,South Africa,beta,685,7826.0,20.0,7806.0,29.924025,0.016,1.0,0.016
95,10000,100,200,United Kingdom,alpha,653,8889.0,109.0,8780.0,40.95923,0.016,1.67,0.02672
96,10000,100,200,United Kingdom,alpha,17,8626.0,81.0,8545.0,41.01671,0.016,1.67,0.02672
97,10000,100,200,India,delta,540,7834.0,36.0,7798.0,31.329054,0.016,2.2,0.0352
98,10000,100,200,South Africa,beta,770,7886.0,22.0,7864.0,29.842077,0.016,1.0,0.016
99,10000,100,200,United Kingdom,alpha,361,8758.0,88.0,8670.0,41.379498,0.016,1.67,0.02672
100,10000,100,200,South Africa,beta,759,7834.0,19.0,7815.0,29.390234,0.016,1.0,0.016
101,10000,100,200,South Africa,delta,305,7831.0,20.0,7811.0,29.678116,0.016,2.2,0.0352
102,10000,100,200,United Kingdom,alpha,250,8881.0,90.0,8791.0,41.497807,0.016,1.67,0.02672
103,10000,100,200,South Africa,beta,891,7755.0,19.0,7736.0,29.848913,0.016,1.0,0.016
104,10000,100,200,Brazil,gamma,107,8240.0,29.0,8211.0,34.891693,0.016,2.05,0.032799999999999996
105,10000,100,200,India,delta,561,9286.0,62.0,9224.0,30.816378,0.016,2.2,0.0352
106,10000,100,200,United Kingdom,alpha,598,8568.0,81.0,8487.0,41.657364,0.016,1.67,0.02672
107,10000,100,200,Brazil,gamma,391,8927.0,49.0,8878.0,35.057957,0.016,2.05,0.032799999999999996
108,10000,100,200,India,delta,737,8254.0,30.0,8224.0,30.799356,0.016,2.2,0.0352
109,10000,100,200,United Kingdom,alpha,872,8922.0,98.0,8824.0,41.218994,0.016,1.67,0.02672
110,10000,100,200,Brazil,gamma,971,9084.0,69.0,9015.0,35.43453,0.016,2.05,0.032799999999999996
111,10000,100,200,South Africa,beta,371,7861.0,28.0,7833.0,29.931969,0.016,1.0,0.016
112,10000,100,200,India,delta,228,9318.0,58.0,9260.0,30.813879,0.016,2.2,0.0352
113,10000,100,200,South Africa,beta,626,7766.0,23.0,7743.0,30.142582,0.016,1.0,0.016
114,10000,100,200,India,delta,16,7973.0,26.0,7947.0,31.210918,0.016,2.2,0.0352
115,10000,100,200,Brazil,delta,967,8673.0,43.0,8630.0,35.309864,0.016,2.2,0.0352
116,10000,100,200,India,delta,411,7809.0,19.0,7790.0,31.236929,0.016,2.2,0.0352
117,10000,100,200,South Africa,beta,353,7850.0,20.0,7830.0,29.595991,0.016,1.0,0.016
118,10000,100,200,United Kingdom,alpha,936,8719.0,99.0,8620.0,41.191803,0.016,1.67,0.02672
119,10000,100,200,Brazil,gamma,771,9464.0,85.0,9379.0,34.98657,0.016,2.05,0.032799999999999996
120,10000,100,200,United Kingdom,alpha,628,8537.0,93.0,8444.0,41.42026,0.016,1.67,0.02672
121,10000,100,200,Brazil,gamma,279,9153.0,84.0,9069.0,35.356888,0.016,2.05,0.032799999999999996
122,10000,100,200,United Kingdom,alpha,530,8498.0,97.0,8401.0,41.427338,0.016,1.67,0.02672
123,10000,100,200,India,delta,606,8033.0,29.0,8004.0,30.943779,0.016,2.2,0.0352
124,10000,100,200,United Kingdom,alpha,456,8633.0,87.0,8546.0,41.560246,0.016,1.67,0.02672
125,10000,100,200,India,gamma,24,8420.0,36.0,8384.0,31.140596,0.016,2.05,0.032799999999999996
126,10000,100,200,Brazil,gamma,72,8472.0,48.0,8424.0,35.634876,0.016,2.05,0.032799999999999996
127,10000,100,200,South Africa,beta,49,7872.0,25.0,7847.0,29.654837,0.016,1.0,0.016
128,10000,100,200,United Kingdom,beta,987,8512.0,91.0,8421.0,41.350636,0.016,1.0,0.016
129,10000,100,200,United Kingdom,gamma,96,9202.0,143.0,9059.0,40.90955,0.016,2.05,0.032799999999999996
130,10000,100,200,India,delta,45,9048.0,59.0,8989.0,31.284632,0.016,2.2,0.0352
131,10000,100,200,South Africa,beta,981,7668.0,24.0,7644.0,29.262016,0.016,1.0,0.016
132,10000,100,200,United Kingdom,alpha,844,8743.0,84.0,8659.0,41.08548,0.016,1.67,0.02672
133,10000,100,200,South Africa,beta,185,7870.0,22.0,7848.0,29.98055,0.016,1.0,0.016
134,10000,100,200,South Africa,beta,626,7766.0,23.0,7743.0,30.142582,0.016,1.0,0.016
135,10000,100,200,India,delta,968,9161.0,53.0,9108.0,30.933897,0.016,2.2,0.0352
136,10000,100,200,India,alpha,970,8638.0,28.0,8610.0,30.984156,0.016,1.67,0.02672
137,10000,100,200,Brazil,gamma,125,9250.0,79.0,9171.0,34.793137,0.016,2.05,0.032799999999999996
138,10000,100,200,India,delta,196,8022.0,25.0,7997.0,31.330807,0.016,2.2,0.0352
139,10000,100,200,South Africa,beta,814,7550.0,22.0,7528.0,29.819746,0.016,1.0,0.016
140,10000,100,200,South Africa,delta,470,8467.0,29.0,8438.0,29.57285,0.016,2.2,0.0352
141,10000,100,200,United Kingdom,alpha,787,8565.0,88.0,8477.0,41.21711,0.016,1.67,0.02672
142,10000,100,200,Brazil,beta,939,8282.0,38.0,8244.0,34.9163,0.016,1.0,0.016
143,10000,100,200,Brazil,gamma,161,8944.0,53.0,8891.0,35.245506,0.016,2.05,0.032799999999999996
144,10000,100,200,South Africa,alpha,790,7975.0,20.0,7955.0,29.660313,0.016,1.67,0.02672
145,10000,100,200,South Africa,beta,589,7791.0,26.0,7765.0,29.573694,0.016,1.0,0.016
146,10000,100,200,Brazil,delta,41,8232.0,50.0,8182.0,34.756454,0.016,2.2,0.0352
147,10000,100,200,Brazil,gamma,823,8393.0,49.0,8344.0,35.07601,0.016,2.05,0.032799999999999996
148,10000,100,200,United Kingdom,alpha,775,9047.0,123.0,8924.0,41.309795,0.016,1.67,0.02672
149,10000,100,200,India,alpha,667,7974.0,28.0,7946.0,31.254353,0.016,1.67,0.02672
150,10000,100,200,United Kingdom,alpha,204,9018.0,115.0,8903.0,41.500084,0.016,1.67,0.02672
151,10000,100,200,Brazil,gamma,804,8280.0,44.0,8236.0,35.141567,0.016,2.05,0.032799999999999996
152,10000,100,200,United Kingdom,alpha,658,8845.0,103.0,8742.0,41.496113,0.016,1.67,0.02672
153,10000,100,200,South Africa,beta,534,8104.0,21.0,8083.0,29.859922,0.016,1.0,0.016
154,10000,100,200,United Kingdom,alpha,119,8658.0,88.0,8570.0,41.459415,0.016,1.67,0.02672
155,10000,100,200,India,delta,745,9178.0,50.0,9128.0,30.6851,0.016,2.2,0.0352
156,10000,100,200,United Kingdom,delta,378,8556.0,96.0,8460.0,41.186836,0.016,2.2,0.0352
157,10000,100,200,India,delta,182,9052.0,36.0,9016.0,31.224028,0.016,2.2,0.0352
158,10000,100,200,Brazil,gamma,866,8943.0,52.0,8891.0,35.199753,0.016,2.05,0.032799999999999996
159,10000,100,200,United Kingdom,alpha,621,8727.0,109.0,8618.0,41.396423,0.016,1.67,0.02672
160,10000,100,200,United Kingdom,beta,537,8658.0,100.0,8558.0,41.4616,0.016,1.0,0.016
161,10000,100,200,South Africa,beta,90,7692.0,20.0,7672.0,29.7362,0.016,1.0,0.016
162,10000,100,200,United Kingdom,alpha,128,8636.0,78.0,8558.0,41.254612,0.016,1.67,0.02672
163,10000,100,200,India,beta,325,7823.0,29.0,7794.0,31.117496,0.016,1.0,0.016
164,10000,100,200,Brazil,gamma,105,8304.0,49.0,8255.0,35.13199,0.016,2.05,0.032799999999999996
165,10000,100,200,United Kingdom,alpha,14,8645.0,82.0,8563.0,41.322437,0.016,1.67,0.02672
166,10000,100,200,United Kingdom,alpha,511,8698.0,93.0,8605.0,41.584507,0.016,1.67,0.02672
167,10000,100,200,India,delta,153,8230.0,26.0,8204.0,30.791668,0.016,2.2,0.0352
168,10000,100,200,India,alpha,988,8479.0,29.0,8450.0,30.996088,0.016,1.67,0.02672
169,10000,100,200,United Kingdom,alpha,497,8723.0,109.0,8614.0,41.837814,0.016,1.67,0.02672
170,10000,100,200,India,delta,811,7987.0,20.0,7967.0,31.20219,0.016,2.2,0.0352
171,10000,100,200,Brazil,alpha,432,8710.0,55.0,8655.0,34.805042,0.016,1.67,0.02672
172,10000,100,200,South Africa,alpha,333,7961.0,19.0,7942.0,29.8837,0.016,1.67,0.02672
173,10000,100,200,United Kingdom,alpha,498,8798.0,73.0,8725.0,41.557083,0.016,1.67,0.02672
174,10000,100,200,United Kingdom,alpha,698,9100.0,112.0,8988.0,41.38531,0.016,1.67,0.02672
175,10000,100,200,United Kingdom,alpha,576,8896.0,100.0,8796.0,41.897564,0.016,1.67,0.02672
176,10000,100,200,Brazil,gamma,657,8179.0,40.0,8139.0,35.045746,0.016,2.05,0.032799999999999996
177,10000,100,200,India,beta,135,7945.0,22.0,7923.0,31.083712,0.016,1.0,0.016
178,10000,100,200,India,alpha,508,8118.0,29.0,8089.0,31.2055,0.016,1.67,0.02672
179,10000,100,200,Brazil,gamma,813,8333.0,54.0,8279.0,35.22569,0.016,2.05,0.032799999999999996
180,10000,100,200,Brazil,gamma,644,8176.0,43.0,8133.0,34.685246,0.016,2.05,0.032799999999999996
181,10000,100,200,South Africa,beta,959,7919.0,21.0,7898.0,29.839605,0.016,1.0,0.016
182,10000,100,200,Brazil,gamma,194,8316.0,32.0,8284.0,35.008495,0.016,2.05,0.032799999999999996
183,10000,100,200,United Kingdom,alpha,737,8570.0,103.0,8467.0,41.03125,0.016,1.67,0.02672
184,10000,100,200,India,delta,410,8921.0,39.0,8882.0,31.45711,0.016,2.2,0.0352
185,10000,100,200,South Africa,beta,16,7786.0,30.0,7756.0,29.794104,0.016,1.0,0.016
186,10000,100,200,Brazil,gamma,750,9136.0,71.0,9065.0,34.92112,0.016,2.05,0.032799999999999996
187,10000,100,200,Brazil,gamma,582,8314.0,44.0,8270.0,35.603786,0.016,2.05,0.032799999999999996
188,10000,100,200,India,delta,10,8777.0,48.0,8729.0,31.233318,0.016,2.2,0.0352
189,10000,100,200,Brazil,gamma,565,8985.0,64.0,8921.0,35.301754,0.016,2.05,0.032799999999999996
190,10000,100,200,Brazil,gamma,667,8331.0,37.0,8294.0,35.202072,0.016,2.05,0.032799999999999996
191,10000,100,200,India,alpha,831,8104.0,22.0,8082.0,31.390612,0.016,1.67,0.02672
192,10000,100,200,South Africa,delta,854,7702.0,14.0,7688.0,29.454994,0.016,2.2,0.0352
193,10000,100,200,Brazil,gamma,923,8279.0,44.0,8235.0,35.296856,0.016,2.05,0.032799999999999996
194,10000,100,200,South Africa,delta,525,9075.0,31.0,9044.0,29.841518,0.016,2.2,0.0352
195,10000,100,200,Brazil,alpha,606,8331.0,33.0,8298.0,34.947464,0.016,1.67,0.02672
196,10000,100,200,Brazil,alpha,983,8274.0,43.0,8231.0,34.975178,0.016,1.67,0.02672
197,10000,100,200,Brazil,gamma,699,8977.0,59.0,8918.0,35.26171,0.016,2.05,0.032799999999999996
198,10000,100,200,Brazil,beta,866,8309.0,37.0,8272.0,35.199753,0.016,1.0,0.016
199,10000,100,200,India,beta,344,7989.0,28.0,7961.0,31.502766,0.016,1.0,0.016
200,10000,100,200,United Kingdom,alpha,747,8568.0,93.0,8475.0,40.986732,0.016,1.67,0.02672
201,10000,100,200,Brazil,gamma,676,8373.0,33.0,8340.0,35.114986,0.016,2.05,0.032799999999999996
202,10000,100,200,United Kingdom,delta,47,8924.0,122.0,8802.0,41.057053,0.016,2.2,0.0352
203,10000,100,200,Brazil,gamma,173,8322.0,38.0,8284.0,35.05997,0.016,2.05,0.032799999999999996
204,10000,100,200,South Africa,beta,383,7852.0,21.0,7831.0,29.869837,0.016,1.0,0.016
205,10000,100,200,United Kingdom,alpha,21,8983.0,95.0,8888.0,41.53762,0.016,1.67,0.02672
206,10000,100,200,India,gamma,538,9221.0,38.0,9183.0,31.25628,0.016,2.05,0.032799999999999996
207,10000,100,200,United Kingdom,alpha,663,8763.0,89.0,8674.0,41.523994,0.016,1.67,0.02672
208,10000,100,200,United Kingdom,alpha,939,9040.0,84.0,8956.0,41.125893,0.016,1.67,0.02672
209,10000,100,200,India,delta,952,9268.0,54.0,9214.0,31.141737,0.016,2.2,0.0352
210,10000,100,200,United Kingdom,beta,452,8569.0,85.0,8484.0,41.30463,0.016,1.0,0.016
211,10000,100,200,South Africa,beta,741,7790.0,25.0,7765.0,29.95008,0.016,1.0,0.016
212,10000,100,200,India,delta,488,9225.0,46.0,9179.0,31.271843,0.016,2.2,0.0352
213,10000,100,200,United Kingdom,alpha,679,8505.0,89.0,8416.0,41.15885,0.016,1.67,0.02672
214,10000,100,200,South Africa,beta,99,7951.0,24.0,7927.0,30.000607,0.016,1.0,0.016
215,10000,100,200,United Kingdom,alpha,384,8559.0,70.0,8489.0,41.41518,0.016,1.67,0.02672
216,10000,100,200,South Africa,beta,779,7839.0,19.0,7820.0,29.546944,0.016,1.0,0.016
217,10000,100,200,Brazil,gamma,535,8502.0,60.0,8442.0,34.93182,0.016,2.05,0.032799999999999996
218,10000,100,200,Brazil,gamma,546,8391.0,63.0,8328.0,34.99569,0.016,2.05,0.032799999999999996
219,10000,100,200,United Kingdom,alpha,790,8567.0,76.0,8491.0,41.16715,0.016,1.67,0.02672
220,10000,100,200,India,delta,452,7960.0,17.0,7943.0,31.155172,0.016,2.2,0.0352
221,10000,100,200,South Africa,beta,114,7619.0,19.0,7600.0,29.638788,0.016,1.0,0.016
222,10000,100,200,Brazil,gamma,517,8383.0,33.0,8350.0,35.285374,0.016,2.05,0.032799999999999996
223,10000,100,200,South Africa,beta,413,7978.0,23.0,7955.0,29.953104,0.016,1.0,0.016
224,10000,100,200,United Kingdom,alpha,269,8633.0,84.0,8549.0,41.428967,0.016,1.67,0.02672
225,10000,100,200,Brazil,beta,218,8317.0,49.0,8268.0,35.314217,0.016,1.0,0.016
226,10000,100,200,India,delta,196,8022.0,25.0,7997.0,31.330807,0.016,2.2,0.0352
227,10000,100,200,India,delta,128,8077.0,24.0,8053.0,31.04635,0.016,2.2,0.0352
228,10000,100,200,Brazil,gamma,145,8345.0,35.0,8310.0,35.056587,0.016,2.05,0.032799999999999996
229,10000,100,200,South Africa,beta,74,8061.0,23.0,8038.0,29.786345,0.016,1.0,0.016
230,10000,100,200,Brazil,delta,585,9318.0,82.0,9236.0,35.131474,0.016,2.2,0.0352
231,10000,100,200,South Africa,gamma,349,7818.0,14.0,7804.0,29.705544,0.016,2.05,0.032799999999999996
232,10000,100,200,Brazil,delta,142,8402.0,42.0,8360.0,34.874992,0.016,2.2,0.0352
233,10000,100,200,South Africa,beta,780,7715.0,22.0,7693.0,29.593275,0.016,1.0,0.016
234,10000,100,200,South Africa,beta,572,7950.0,25.0,7925.0,29.884106,0.016,1.0,0.016
235,10000,100,200,United Kingdom,alpha,129,8608.0,88.0,8520.0,41.199406,0.016,1.67,0.02672
236,10000,100,200,India,delta,448,9227.0,48.0,9179.0,30.92301,0.016,2.2,0.0352
237,10000,100,200,India,delta,831,8104.0,22.0,8082.0,31.390612,0.016,2.2,0.0352
238,10000,100,200,India,delta,294,8055.0,22.0,8033.0,31.472412,0.016,2.2,0.0352
239,10000,100,200,Brazil,delta,729,8862.0,58.0,8804.0,35.61216,0.016,2.2,0.0352
240,10000,100,200,Brazil,gamma,942,9076.0,67.0,9009.0,35.1055,0.016,2.05,0.032799999999999996
241,10000,100,200,India,beta,413,7970.0,28.0,7942.0,31.356144,0.016,1.0,0.016
242,10000,100,200,Brazil,gamma,696,8282.0,42.0,8240.0,35.16403,0.016,2.05,0.032799999999999996
243,10000,100,200,South Africa,delta,479,8025.0,27.0,7998.0,29.46782,0.016,2.2,0.0352
244,10000,100,200,India,delta,200,8127.0,21.0,8106.0,31.466463,0.016,2.2,0.0352
245,10000,100,200,United Kingdom,alpha,998,8911.0,105.0,8806.0,40.992523,0.016,1.67,0.02672
246,10000,100,200,South Africa,beta,266,7914.0,16.0,7898.0,29.662354,0.016,1.0,0.016
247,10000,100,200,India,delta,436,7983.0,28.0,7955.0,31.128,0.016,2.2,0.0352
248,10000,100,200,Brazil,gamma,112,8777.0,55.0,8722.0,35.127518,0.016,2.05,0.032799999999999996
249,10000,100,200,India,alpha,573,7934.0,24.0,7910.0,30.809973,0.016,1.67,0.02672
250,10000,100,200,South Africa,beta,985,7759.0,30.0,7729.0,30.157244,0.016,1.0,0.016
251,10000,100,200,South Africa,gamma,338,7819.0,18.0,7801.0,30.086866,0.016,2.05,0.032799999999999996
252,10000,100,200,Brazil,gamma,725,9031.0,44.0,8987.0,34.829494,0.016,2.05,0.032799999999999996
253,10000,100,200,South Africa,beta,601,7873.0,20.0,7853.0,29.95307,0.016,1.0,0.016
254,10000,100,200,India,delta,166,9239.0,54.0,9185.0,30.939693,0.016,2.2,0.0352
255,10000,100,200,Brazil,gamma,224,8269.0,40.0,8229.0,35.61019,0.016,2.05,0.032799999999999996
256,10000,100,200,Brazil,gamma,357,8995.0,77.0,8918.0,35.11461,0.016,2.05,0.032799999999999996
257,10000,100,200,Brazil,gamma,816,8230.0,46.0,8184.0,34.814213,0.016,2.05,0.032799999999999996
258,10000,100,200,Brazil,gamma,603,9236.0,72.0,9164.0,35.022415,0.016,2.05,0.032799999999999996
259,10000,100,200,Brazil,gamma,512,8883.0,62.0,8821.0,35.25725,0.016,2.05,0.032799999999999996
260,10000,100,200,India,delta,119,8091.0,31.0,8060.0,31.221697,0.016,2.2,0.0352
261,10000,100,200,Brazil,alpha,611,8660.0,47.0,8613.0,35.25695,0.016,1.67,0.02672
262,10000,100,200,South Africa,beta,552,7843.0,24.0,7819.0,29.888687,0.016,1.0,0.016
263,10000,100,200,South Africa,alpha,193,7880.0,28.0,7852.0,29.865818,0.016,1.67,0.02672
264,10000,100,200,South Africa,gamma,536,8458.0,28.0,8430.0,29.65133,0.016,2.05,0.032799999999999996
265,10000,100,200,India,delta,389,9137.0,60.0,9077.0,30.8908,0.016,2.2,0.0352
266,10000,100,200,India,delta,866,9110.0,43.0,9067.0,31.245281,0.016,2.2,0.0352
