,pop_size,pop_infected,n_days,location,variants,rand_seed,cum_infections,cum_deaths,cum_recoveries,avg_age,wild_beta,rel_beta,beta
759,10000,100,200,South Africa,beta,345,7824.0,13.0,7811.0,29.762478,0.016,1.0,0.016
760,10000,100,200,South Africa,delta,751,9041.0,33.0,9008.0,29.551647,0.016,2.2,0.0352
761,10000,100,200,United Kingdom,alpha,341,8533.0,97.0,8436.0,41.03638,0.016,1.67,0.02672
762,10000,100,200,India,delta,68,7752.0,26.0,7726.0,30.994387,0.016,2.2,0.0352
763,10000,100,200,Brazil,gamma,827,8284.0,41.0,8243.0,35.254475,0.016,2.05,0.032799999999999996
764,10000,100,200,India,beta,148,7880.0,18.0,7862.0,30.790663,0.016,1.0,0.016
765,10000,100,200,United Kingdom,alpha,576,8896.0,100.0,8796.0,41.897564,0.016,1.67,0.02672
766,10000,100,200,United Kingdom,alpha,387,8739.0,105.0,8634.0,41.264324,0.016,1.67,0.02672
767,10000,100,200,South Africa,alpha,887,8035.0,21.0,8014.0,29.722725,0.016,1.67,0.02672
768,10000,100,200,South Africa,beta,776,7819.0,21.0,7798.0,29.836363,0.016,1.0,0.016
769,10000,100,200,South Africa,beta,45,7897.0,31.0,7866.0,29.837107,0.016,1.0,0.016
770,10000,100,200,India,beta,524,7899.0,36.0,7863.0,30.926672,0.016,1.0,0.016
771,10000,100,200,United Kingdom,alpha,361,8758.0,88.0,8670.0,41.379498,0.016,1.67,0.02672
772,10000,100,200,Brazil,gamma,983,8274.0,43.0,8231.0,34.975178,0.016,2.05,0.032799999999999996
773,10000,100,200,Brazil,gamma,624,8211.0,42.0,8169.0,35.17539,0.016,2.05,0.032799999999999996
774,10000,100,200,India,beta,253,8044.0,31.0,8013.0,31.201612,0.016,1.0,0.016
775,10000,100,200,South Africa,beta,214,7802.0,13.0,7789.0,29.944447,0.016,1.0,0.016
776,10000,100,200,India,delta,828,8076.0,32.0,8044.0,31.140238,0.016,2.2,0.0352
777,10000,100,200,United Kingdom,alpha,509,8611.0,100.0,8511.0,41.194817,0.016,1.67,0.02672
778,10000,100,200,United Kingdom,alpha,599,8588.0,92.0,8496.0,41.280304,0.016,1.67,0.02672
779,10000,100,200,Brazil,alpha,360,8894.0,55.0,8839.0,35.333042,0.016,1.67,0.02672
780,10000,100,200,United Kingdom,alpha,994,8644.0,92.0,8552.0,41.202362,0.016,1.67,0.02672
781,10000,100,200,United Kingdom,alpha,440,8649.0,94.0,8555.0,41.49898,0.016,1.67,0.02672
782,10000,100,200,Brazil,gamma,954,8933.0,57.0,8876.0,35.065544,0.016,2.05,0.032799999999999996
783,10000,100,200,Brazil,gamma,23,8271.0,34.0,8237.0,35.165737,0.016,2.05,0.032799999999999996
784,10000,100,200,United Kingdom,alpha,845,8894.0,106.0,8788.0,41.015316,0.016,1.67,0.02672
785,10000,100,200,United Kingdom,alpha,812,8472.0,92.0,8380.0,41.379,0.016,1.67,0.02672
786,10000,100,200,Brazil,delta,964,8248.0,37.0,8211.0,34.897617,0.016,2.2,0.0352
787,10000,100,200,Brazil,alpha,364,8484.0,59.0,8425.0,34.81463,0.016,1.67,0.02672
788,10000,100,200,United Kingdom,gamma,379,8752.0,99.0,8653.0,41.445774,0.016,2.05,0.032799999999999996
789,10000,100,200,United Kingdom,gamma,419,8705.0,91.0,8614.0,41.681965,0.016,2.05,0.032799999999999996
790,10000,100,200,South Africa,beta,107,7835.0,20.0,7815.0,29.482597,0.016,1.0,0.016
791,10000,100,200,Brazil,gamma,740,8431.0,37.0,8394.0,34.972725,0.016,2.05,0.032799999999999996
792,10000,100,200,India,delta,630,8650.0,40.0,8610.0,31.060543,0.016,2.2,0.0352
793,10000,100,200,South Africa,beta,549,7824.0,22.0,7802.0,29.914303,0.016,1.0,0.016
794,10000,100,200,South Africa,beta,373,7704.0,26.0,7678.0,29.41651,0.016,1.0,0.016
795,10000,100,200,United Kingdom,alpha,265,8534.0,97.0,8437.0,41.64333,0.016,1.67,0.02672
796,10000,100,200,United Kingdom,delta,174,9135.0,132.0,9003.0,41.287243,0.016,2.2,0.0352
797,10000,100,200,United Kingdom,delta,653,9634.0,207.0,9427.0,40.95923,0.016,2.2,0.0352
798,10000,100,200,India,alpha,785,8025.0,26.0,7999.0,31.106016,0.016,1.67,0.02672
799,10000,100,200,United Kingdom,alpha,177,8661.0,89.0,8572.0,41.37862,0.016,1.67,0.02672
800,10000,100,200,India,delta,291,7970.0,23.0,7947.0,31.165113,0.016,2.2,0.0352
801,10000,100,200,Brazil,gamma,716,8661.0,44.0,8617.0,35.084713,0.016,2.05,0.032799999999999996
802,10000,100,200,South Africa,alpha,217,8234.0,23.0,8211.0,29.901518,0.016,1.67,0.02672
803,10000,100,200,Brazil,gamma,184,8707.0,48.0,8659.0,34.726017,0.016,2.05,0.032799999999999996
804,10000,100,200,United Kingdom,alpha,174,8611.0,95.0,8516.0,41.287243,0.016,1.67,0.02672
805,10000,100,200,Brazil,gamma,643,9216.0,76.0,9140.0,35.381474,0.016,2.05,0.032799999999999996
806,10000,100,200,South Africa,beta,867,7808.0,16.0,7792.0,29.51778,0.016,1.0,0.016
807,10000,100,200,South Africa,beta,589,7791.0,26.0,7765.0,29.573694,0.016,1.0,0.016
808,10000,100,200,South Africa,beta,71,7743.0,18.0,7725.0,30.058979,0.016,1.0,0.016
809,10000,100,200,United Kingdom,alpha,241,8659.0,91.0,8568.0,40.882195,0.016,1.67,0.02672
810,10000,100,200,United Kingdom,alpha,440,8649.0,94.0,8555.0,41.49898,0.016,1.67,0.02672
811,10000,100,200,South Africa,beta,146,7750.0,22.0,7728.0,29.473793,0.016,1.0,0.016
812,10000,100,200,United Kingdom,alpha,510,8930.0,97.0,8833.0,41.550194,0.016,1.67,0.02672
813,10000,100,200,India,delta,305,8010.0,35.0,7975.0,31.130095,0.016,2.2,0.0352
814,10000,100,200,Brazil,gamma,857,8348.0,40.0,8308.0,35.2295,0.016,2.05,0.032799999999999996
815,10000,100,200,South Africa,beta,339,7947.0,20.0,7927.0,29.620844,0.016,1.0,0.016
816,10000,100,200,United Kingdom,beta,494,8576.0,92.0,8484.0,40.972908,0.016,1.0,0.016
817,10000,100,200,India,delta,662,8518.0,35.0,8480.0,31.070047,0.016,2.2,0.0352
818,10000,100,200,South Africa,beta,146,7750.0,22.0,7728.0,29.473793,0.016,1.0,0.016
819,10000,100,200,Brazil,gamma,406,8142.0,42.0,8100.0,34.918983,0.016,2.05,0.032799999999999996
820,10000,100,200,India,delta,128,8077.0,24.0,8053.0,31.04635,0.016,2.2,0.0352
821,10000,100,200,India,delta,274,9155.0,39.0,9116.0,30.843647,0.016,2.2,0.0352
822,10000,100,200,United Kingdom,alpha,469,9032.0,93.0,8939.0,41.540176,0.016,1.67,0.02672
823,10000,100,200,Brazil,gamma,696,8282.0,42.0,8240.0,35.16403,0.016,2.05,0.032799999999999996
824,10000,100,200,United Kingdom,alpha,786,8855.0,96.0,8759.0,41.09797,0.016,1.67,0.02672
825,10000,100,200,India,delta,614,9177.0,54.0,9123.0,31.161526,0.016,2.2,0.0352
826,10000,100,200,United Kingdom,beta,46,8480.0,90.0,8390.0,41.227936,0.016,1.0,0.016
827,10000,100,200,Brazil,gamma,938,8378.0,40.0,8338.0,35.30912,0.016,2.05,0.032799999999999996
828,10000,100,200,India,delta,726,8955.0,47.0,8908.0,31.024363,0.016,2.2,0.0352
829,10000,100,200,India,delta,860,8561.0,36.0,8525.0,31.46035,0.016,2.2,0.0352
830,10000,100,200,South Africa,beta,235,7927.0,21.0,7906.0,30.069807,0.016,1.0,0.016
831,10000,100,200,Brazil,beta,719,8383.0,39.0,8344.0,35.124226,0.016,1.0,0.016
832,10000,100,200,United Kingdom,alpha,12,8869.0,104.0,8765.0,41.589443,0.016,1.67,0.02672
833,10000,100,200,United Kingdom,alpha,648,8838.0,92.0,8746.0,41.306313,0.016,1.67,0.02672
834,10000,100,200,Brazil,delta,777,8213.0,43.0,8170.0,34.999382,0.016,2.2,0.0352
835,10000,100,200,India,delta,293,8049.0,24.0,8025.0,31.212263,0.016,2.2,0.0352
836,10000,100,200,Brazil,gamma,31,8345.0,45.0,8300.0,35.290047,0.016,2.05,0.032799999999999996
837,10000,100,200,South Africa,beta,84,7818.0,20.0,7798.0,29.8571,0.016,1.0,0.016
838,10000,100,200,India,delta,611,9097.0,38.0,9059.0,31.182375,0.016,2.2,0.0352
839,10000,100,200,South Africa,beta,781,7858.0,21.0,7837.0,29.683828,0.016,1.0,0.016
840,10000,100,200,United Kingdom,alpha,503,8704.0,98.0,8606.0,40.92847,0.016,1.67,0.02672
841,10000,100,200,United Kingdom,gamma,997,8562.0,83.0,8479.0,41.579613,0.016,2.05,0.032799999999999996
842,10000,100,200,India,delta,440,8053.0,26.0,8027.0,31.293713,0.016,2.2,0.0352
843,10000,100,200,India,delta,637,7945.0,25.0,7920.0,31.278881,0.016,2.2,0.0352
844,10000,100,200,United Kingdom,alpha,789,8720.0,75.0,8645.0,41.326027,0.016,1.67,0.02672
845,10000,100,200,United Kingdom,gamma,445,8969.0,130.0,8839.0,41.23701,0.016,2.05,0.032799999999999996
846,10000,100,200,United Kingdom,alpha,274,8916.0,87.0,8829.0,41.045326,0.016,1.67,0.02672
847,10000,100,200,South Africa,beta,785,7797.0,22.0,7775.0,29.684378,0.016,1.0,0.016
848,10000,100,200,United Kingdom,alpha,562,8610.0,77.0,8533.0,41.061703,0.016,1.67,0.02672
849,10000,100,200,Brazil,alpha,857,8348.0,40.0,8308.0,35.2295,0.016,1.67,0.02672
850,10000,100,200,Brazil,gamma,78,8669.0,51.0,8618.0,34.971016,0.016,2.05,0.032799999999999996
851,10000,100,200,Brazil,gamma,728,8975.0,56.0,8919.0,35.10334,0.016,2.05,0.032799999999999996
852,10000,100,200,Brazil,gamma,452,8312.0,50.0,8262.0,35.1717,0.016,2.05,0.032799999999999996
853,10000,100,200,Brazil,gamma,271,8305.0,58.0,8247.0,34.893948,0.016,2.05,0.032799999999999996
854,10000,100,200,United Kingdom,alpha,842,8882.0,110.0,8772.0,41.56403,0.016,1.67,0.02672
855,10000,100,200,Brazil,gamma,643,9216.0,76.0,9140.0,35.381474,0.016,2.05,0.032799999999999996
856,10000,100,200,Brazil,gamma,43,9084.0,65.0,9019.0,35.11393,0.016,2.05,0.032799999999999996
857,10000,100,200,India,delta,410,8921.0,39.0,8882.0,31.45711,0.016,2.2,0.0352
858,10000,100,200,India,gamma,647,8024.0,24.0,8000.0,31.078188,0.016,2.05,0.032799999999999996
859,10000,100,200,India,gamma,299,7839.0,23.0,7816.0,31.262957,0.016,2.05,0.032799999999999996
860,10000,100,200,Brazil,beta,29,8279.0,51.0,8228.0,35.21957,0.016,1.0,0.016
861,10000,100,200,Brazil,gamma,245,8900.0,66.0,8834.0,34.820545,0.016,2.05,0.032799999999999996
862,10000,100,200,United Kingdom,alpha,200,8708.0,101.0,8607.0,41.707645,0.016,1.67,0.02672
863,10000,100,200,United Kingdom,alpha,838,8712.0,103.0,8609.0,41.208096,0.016,1.67,0.02672
864,10000,100,200,Brazil,gamma,764,9226.0,92.0,9134.0,35.359695,0.016,2.05,0.032799999999999996
865,10000,100,200,United Kingdom,delta,411,8555.0,89.0,8466.0,41.42908,0.016,2.2,0.0352
866,10000,100,200,United Kingdom,alpha,72,8685.0,110.0,8575.0,41.911156,0.016,1.67,0.02672
867,10000,100,200,India,delta,142,8168.0,15.0,8153.0,30.832037,0.016,2.2,0.0352
868,10000,100,200,India,delta,82,9260.0,44.0,9216.0,31.151638,0.016,2.2,0.0352
869,10000,100,200,South Africa,gamma,230,7774.0,21.0,7753.0,29.936527,0.016,2.05,0.032799999999999996
870,10000,100,200,United Kingdom,delta,844,8972.0,106.0,8866.0,41.08548,0.016,2.2,0.0352
871,10000,100,200,South Africa,beta,773,7859.0,19.0,7840.0,29.64184,0.016,1.0,0.016
872,10000,100,200,Brazil,alpha,55,8303.0,43.0,8260.0,35.28615,0.016,1.67,0.02672
873,10000,100,200,United Kingdom,alpha,103,8927.0,95.0,8832.0,41.558716,0.016,1.67,0.02672
874,10000,100,200,Brazil,gamma,528,8888.0,54.0,8834.0,34.864136,0.016,2.05,0.032799999999999996
875,10000,100,200,United Kingdom,alpha,799,8592.0,98.0,8494.0,41.142593,0.016,1.67,0.02672
876,10000,100,200,India,alpha,971,8066.0,26.0,8040.0,31.394613,0.016,1.67,0.02672
877,10000,100,200,United Kingdom,alpha,669,8617.0,73.0,8544.0,41.742847,0.016,1.67,0.02672
878,10000,100,200,Brazil,gamma,381,8330.0,50.0,8280.0,35.199318,0.016,2.05,0.032799999999999996
879,10000,100,200,South Africa,beta,782,7933.0,16.0,7917.0,29.952625,0.016,1.0,0.016
880,10000,100,200,Brazil,gamma,612,9312.0,78.0,9234.0,35.296303,0.016,2.05,0.032799999999999996
881,10000,100,200,Brazil,beta,708,8182.0,39.0,8143.0,35.0481,0.016,1.0,0.016
882,10000,100,200,India,delta,75,8052.0,28.0,8024.0,31.374613,0.016,2.2,0.0352
883,10000,100,200,Brazil,gamma,370,8400.0,36.0,8364.0,35.071236,0.016,2.05,0.032799999999999996
884,10000,100,200,United Kingdom,beta,540,8637.0,85.0,8552.0,41.496174,0.016,1.0,0.016
885,10000,100,200,United Kingdom,alpha,508,8692.0,101.0,8591.0,41.549225,0.016,1.67,0.02672
886,10000,100,200,South Africa,gamma,58,7922.0,22.0,7900.0,29.754316,0.016,2.05,0.032799999999999996
887,10000,100,200,United Kingdom,alpha,1000,8510.0,96.0,8414.0,41.007614,0.016,1.67,0.02672
888,10000,100,200,United Kingdom,alpha,401,8902.0,89.0,8813.0,41.93709,0.016,1.67,0.02672
889,10000,100,200,South Africa,beta,355,7824.0,19.0,7805.0,29.99094,0.016,1.0,0.016
890,10000,100,200,South Africa,gamma,156,7873.0,19.0,7854.0,29.595198,0.016,2.05,0.032799999999999996
891,10000,100,200,Brazil,gamma,963,9338.0,66.0,9272.0,34.902756,0.016,2.05,0.032799999999999996
892,10000,100,200,Brazil,gamma,345,8259.0,36.0,8223.0,35.167114,0.016,2.05,0.032799999999999996
893,10000,100,200,South Africa,delta,615,9013.0,41.0,8972.0,29.475922,0.016,2.2,0.0352
894,10000,100,200,Brazil,gamma,896,8262.0,56.0,8206.0,34.736458,0.016,2.05,0.032799999999999996
895,10000,100,200,South Africa,beta,380,7736.0,16.0,7720.0,29.430132,0.016,1.0,0.016
896,10000,100,200,India,delta,98,8814.0,27.0,8787.0,31.068598,0.016,2.2,0.0352
897,10000,100,200,Brazil,gamma,33,8232.0,45.0,8187.0,34.879242,0.016,2.05,0.032799999999999996
898,10000,100,200,South Africa,delta,918,8435.0,33.0,8402.0,29.747406,0.016,2.2,0.0352
899,10000,100,200,India,delta,18,8224.0,30.0,8194.0,31.068644,0.016,2.2,0.0352
900,10000,100,200,South Africa,beta,683,7798.0,27.0,7771.0,29.91109,0.016,1.0,0.016
901,10000,100,200,South Africa,beta,869,7876.0,25.0,7851.0,29.61637,0.016,1.0,0.016
902,10000,100,200,United Kingdom,beta,72,8683.0,107.0,8576.0,41.911156,0.016,1.0,0.016
903,10000,100,200,South Africa,beta,15,7997.0,18.0,7979.0,29.764713,0.016,1.0,0.016
904,10000,100,200,South Africa,beta,127,7900.0,27.0,7873.0,29.951725,0.016,1.0,0.016
905,10000,100,200,South Africa,beta,555,7884.0,28.0,7856.0,29.72692,0.016,1.0,0.016
906,10000,100,200,Brazil,gamma,866,8943.0,52.0,8891.0,35.199753,0.016,2.05,0.032799999999999996
907,10000,100,200,Brazil,gamma,393,8277.0,37.0,8240.0,35.136753,0.016,2.05,0.032799999999999996
908,10000,100,200,South Africa,beta,737,7745.0,18.0,7727.0,29.421291,0.016,1.0,0.016
909,10000,100,200,United Kingdom,alpha,180,8848.0,93.0,8755.0,41.289238,0.016,1.67,0.02672
910,10000,100,200,Brazil,gamma,256,8228.0,46.0,8182.0,35.356735,0.016,2.05,0.032799999999999996
911,10000,100,200,United Kingdom,gamma,683,9536.0,173.0,9363.0,41.66112,0.016,2.05,0.032799999999999996
912,10000,100,200,Brazil,gamma,321,8633.0,48.0,8585.0,34.857307,0.016,2.05,0.032799999999999996
913,10000,100,200,South Africa,beta,59,7770.0,24.0,7746.0,29.759737,0.016,1.0,0.016
914,10000,100,200,Brazil,gamma,536,8210.0,35.0,8175.0,34.92037,0.016,2.05,0.032799999999999996
915,10000,100,200,South Africa,alpha,743,7779.0,19.0,7760.0,29.822603,0.016,1.67,0.02672
916,10000,100,200,India,delta,865,7941.0,23.0,7918.0,31.217281,0.016,2.2,0.0352
917,10000,100,200,United Kingdom,alpha,946,8728.0,97.0,8631.0,41.46498,0.016,1.67,0.02672
918,10000,100,200,Brazil,gamma,96,9261.0,84.0,9177.0,34.712967,0.016,2.05,0.032799999999999996
919,10000,100,200,United Kingdom,alpha,261,8497.0,92.0,8405.0,41.652607,0.016,1.67,0.02672
920,10000,100,200,United Kingdom,delta,811,8569.0,83.0,8486.0,41.467205,0.016,2.2,0.0352
921,10000,100,200,United Kingdom,alpha,83,8916.0,101.0,8815.0,41.263012,0.016,1.67,0.02672
922,10000,100,200,South Africa,gamma,536,8458.0,28.0,8430.0,29.65133,0.016,2.05,0.032799999999999996
923,10000,100,200,United Kingdom,alpha,460,8669.0,91.0,8577.0,41.161114,0.016,1.67,0.02672
924,10000,100,200,Brazil,gamma,434,8879.0,59.0,8820.0,34.85901,0.016,2.05,0.032799999999999996
925,10000,100,200,India,delta,210,8947.0,44.0,8903.0,31.381693,0.016,2.2,0.0352
926,10000,100,200,South Africa,beta,820,7968.0,22.0,7946.0,29.9867,0.016,1.0,0.016
927,10000,100,200,South Africa,beta,282,7818.0,23.0,7795.0,29.306503,0.016,1.0,0.016
928,10000,100,200,South Africa,delta,591,8450.0,22.0,8428.0,29.702948,0.016,2.2,0.0352
929,10000,100,200,Brazil,gamma,106,8370.0,42.0,8328.0,34.937428,0.016,2.05,0.032799999999999996
930,10000,100,200,Brazil,gamma,120,8286.0,44.0,8242.0,35.52032,0.016,2.05,0.032799999999999996
931,10000,100,200,United Kingdom,alpha,276,8539.0,79.0,8460.0,40.605133,0.016,1.67,0.02672
932,10000,100,200,India,delta,751,9301.0,54.0,9247.0,30.911087,0.016,2.2,0.0352
933,10000,100,200,India,beta,916,7778.0,26.0,7752.0,31.092112,0.016,1.0,0.016
934,10000,100,200,India,delta,628,7994.0,28.0,7966.0,31.144958,0.016,2.2,0.0352
935,10000,100,200,Brazil,delta,642,8284.0,37.0,8247.0,35.05095,0.016,2.2,0.0352
936,10000,100,200,Brazil,beta,390,8375.0,67.0,8308.0,35.46575,0.016,1.0,0.016
937,10000,100,200,India,gamma,668,8218.0,31.0,8187.0,31.204056,0.016,2.05,0.032799999999999996
938,10000,100,200,South Africa,delta,220,9222.0,56.0,9166.0,29.650993,0.016,2.2,0.0352
939,10000,100,200,India,delta,187,9254.0,46.0,9208.0,30.919266,0.016,2.2,0.0352
940,10000,100,200,India,gamma,502,8046.0,24.0,8022.0,30.876352,0.016,2.05,0.032799999999999996
941,10000,100,200,United Kingdom,alpha,747,8568.0,93.0,8475.0,40.986732,0.016,1.67,0.02672
942,10000,100,200,Brazil,gamma,346,8836.0,53.0,8783.0,35.049732,0.016,2.05,0.032799999999999996
943,10000,100,200,Brazil,gamma,1,9090.0,67.0,9023.0,35.42565,0.016,2.05,0.032799999999999996
944,10000,100,200,South Africa,beta,211,7749.0,19.0,7730.0,29.81386,0.016,1.0,0.016
945,10000,100,200,South Africa,beta,378,7849.0,23.0,7826.0,29.609674,0.016,1.0,0.016
946,10000,100,200,Brazil,gamma,63,8694.0,56.0,8638.0,34.84813,0.016,2.05,0.032799999999999996
947,10000,100,200,United Kingdom,alpha,118,9094.0,118.0,8976.0,41.45206,0.016,1.67,0.02672
948,10000,100,200,United Kingdom,alpha,866,8781.0,93.0,8688.0,41.414726,0.016,1.67,0.02672
949,10000,100,200,United Kingdom,gamma,500,9303.0,162.0,9141.0,41.316093,0.016,2.05,0.032799999999999996
950,10000,100,200,India,alpha,539,8661.0,25.0,8636.0,31.516191,0.016,1.67,0.02672
951,10000,100,200,United Kingdom,alpha,951,8507.0,84.0,8423.0,41.340664,0.016,1.67,0.02672
952,10000,100,200,South Africa,beta,251,7829.0,22.0,7807.0,29.564219,0.016,1.0,0.016
953,10000,100,200,United Kingdom,gamma,632,8941.0,113.0,8828.0,41.447903,0.016,2.05,0.032799999999999996
954,10000,100,200,United Kingdom,alpha,854,8607.0,91.0,8516.0,40.99136,0.016,1.67,0.02672
955,10000,100,200,Brazil,beta,720,8152.0,49.0,8103.0,35.004807,0.016,1.0,0.016
956,10000,100,200,India,delta,263,7884.0,25.0,7859.0,30.83117,0.016,2.2,0.0352
957,10000,100,200,India,delta,936,9212.0,58.0,9154.0,31.073019,0.016,2.2,0.0352
958,10000,100,200,India,alpha,535,8134.0,25.0,8109.0,30.8885,0.016,1.67,0.02672
959,10000,100,200,South Africa,beta,652,7692.0,24.0,7668.0,29.35304,0.016,1.0,0.016
960,10000,100,200,India,delta,877,9300.0,54.0,9246.0,30.741375,0.016,2.2,0.0352
961,10000,100,200,India,delta,760,8280.0,20.0,8260.0,30.853662,0.016,2.2,0.0352
962,10000,100,200,South Africa,beta,196,7885.0,28.0,7857.0,29.985079,0.016,1.0,0.016
963,10000,100,200,Brazil,gamma,535,8502.0,60.0,8442.0,34.93182,0.016,2.05,0.032799999999999996
964,10000,100,200,United Kingdom,alpha,34,9046.0,112.0,8934.0,41.31609,0.016,1.67,0.02672
965,10000,100,200,South Africa,beta,735,8017.0,21.0,7996.0,29.906755,0.016,1.0,0.016
966,10000,100,200,South Africa,alpha,7,8599.0,23.0,8576.0,29.520115,0.016,1.67,0.02672
967,10000,100,200,United Kingdom,alpha,494,8576.0,92.0,8484.0,40.972908,0.016,1.67,0.02672
968,10000,100,200,South Africa,beta,811,7841.0,25.0,7816.0,29.819887,0.016,1.0,0.016
969,10000,100,200,United Kingdom,beta,424,8581.0,107.0,8474.0,41.871693,0.016,1.0,0.016
970,10000,100,200,South Africa,beta,988,7848.0,12.0,7836.0,29.578081,0.016,1.0,0.016
971,10000,100,200,United Kingdom,alpha,42,8532.0,79.0,8453.0,41.720146,0.016,1.67,0.02672
972,10000,100,200,United Kingdom,alpha,647,8638.0,101.0,8537.0,41.24225,0.016,1.67,0.02672
973,10000,100,200,Brazil,gamma,612,9312.0,78.0,9234.0,35.296303,0.016,2.05,0.032799999999999996
974,10000,100,200,United Kingdom,alpha,472,8664.0,108.0,8556.0,41.833336,0.016,1.67,0.02672
975,10000,100,200,Brazil,gamma,799,9180.0,60.0,9120.0,34.997105,0.016,2.05,0.032799999999999996
976,10000,100,200,South Africa,beta,972,7904.0,17.0,7887.0,29.273556,0.016,1.0,0.016
977,10000,100,200,South Africa,beta,3,7830.0,17.0,7813.0,29.718647,0.016,1.0,0.016
978,10000,100,200,United Kingdom,alpha,450,8701.0,104.0,8597.0,41.20702,0.016,1.67,0.02672
979,10000,100,200,India,alpha,432,8741.0,34.0,8707.0,30.838415,0.016,1.67,0.02672
980,10000,100,200,South Africa,beta,231,7878.0,23.0,7855.0,29.477766,0.016,1.0,0.016
981,10000,100,200,South Africa,beta,61,7547.0,16.0,7531.0,29.776463,0.016,1.0,0.016
982,10000,100,200,India,delta,622,8952.0,43.0,8909.0,31.157312,0.016,2.2,0.0352
983,10000,100,200,South Africa,alpha,676,8581.0,20.0,8561.0,29.7204,0.016,1.67,0.02672
984,10000,100,200,Brazil,delta,258,8188.0,33.0,8155.0,34.795216,0.016,2.2,0.0352
985,10000,100,200,United Kingdom,alpha,909,8565.0,92.0,8473.0,41.055233,0.016,1.67,0.02672
986,10000,100,200,India,delta,944,9167.0,45.0,9122.0,30.963993,0.016,2.2,0.0352
987,10000,100,200,Brazil,alpha,285,8309.0,25.0,8284.0,35.11582,0.016,1.67,0.02672
988,10000,100,200,United Kingdom,alpha,707,8601.0,103.0,8498.0,41.322845,0.016,1.67,0.02672
989,10000,100,200,South Africa,alpha,553,7604.0,33.0,7571.0,29.880362,0.016,1.67,0.02672
990,10000,100,200,Brazil,gamma,978,8183.0,36.0,8147.0,35.122864,0.016,2.05,0.032799999999999996
991,10000,100,200,United Kingdom,alpha,529,8722.0,93.0,8629.0,41.207073,0.016,1.67,0.02672
992,10000,100,200,Brazil,gamma,346,8836.0,53.0,8783.0,35.049732,0.016,2.05,0.032799999999999996
993,10000,100,200,Brazil,gamma,937,9243.0,79.0,9164.0,35.16797,0.016,2.05,0.032799999999999996
994,10000,100,200,Brazil,gamma,363,9019.0,68.0,8951.0,35.1661,0.016,2.05,0.032799999999999996
995,10000,100,200,South Africa,beta,741,7790.0,25.0,7765.0,29.95008,0.016,1.0,0.016
996,10000,100,200,India,delta,289,7890.0,17.0,7873.0,31.023937,0.016,2.2,0.0352
997,10000,100,200,India,delta,435,8048.0,31.0,8017.0,31.218657,0.016,2.2,0.0352
998,10000,100,200,United Kingdom,alpha,127,8609.0,102.0,8507.0,41.629807,0.016,1.67,0.02672
999,10000,100,200,India,delta,631,9242.0,64.0,9178.0,31.3401,0.016,2.2,0.0352

