,Unnamed: 0,Unnamed: 0.1,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
902,1838,1838,51633,20,hybrid,1000,216,Bangladesh,alpha,966150.2544706628,2520.0,963949.6144788936,301,30.173826,0.016,1.67,0.02672,1.0,3.4690000000000003
904,1840,1840,51633,20,hybrid,1000,216,Bangladesh,delta,992822.00593957,2900.0,989911.1075217684,777,30.177734,0.016,2.2,0.0352,1.0,3.4690000000000003
905,1845,1845,51633,20,hybrid,1000,216,Bangladesh,delta,995491.8745736934,2780.0,992625.0697183114,843,30.306942,0.016,2.2,0.0352,1.0,3.4690000000000003
906,1848,1848,51633,20,hybrid,1000,216,Bangladesh,delta,992696.757822264,2680.0,990063.051632359,986,30.194447,0.016,2.2,0.0352,1.0,3.4690000000000003
907,1849,1849,51633,20,hybrid,1000,216,Bangladesh,delta,992746.1950060568,2940.0,989901.8317971772,577,30.026062,0.016,2.2,0.0352,1.0,3.4690000000000003
908,1850,1850,51633,20,hybrid,1000,216,Bangladesh,delta,992843.7112934912,2640.0,990061.141150123,3,30.313477,0.016,2.2,0.0352,1.0,3.4690000000000003
915,1862,1862,51633,20,hybrid,1000,216,Bangladesh,delta,992265.3067221649,2220.0,990074.8014439172,750,30.047997,0.016,2.2,0.0352,1.0,3.4690000000000003
916,1865,1865,51633,20,hybrid,1000,216,Bangladesh,delta,992572.014773431,2760.0,989952.7037839014,146,30.089195,0.016,2.2,0.0352,1.0,3.4690000000000003
917,1868,1868,51633,20,hybrid,1000,216,Bangladesh,delta,992667.2470319824,2940.0000000000005,989709.876495294,203,30.130531,0.016,2.2,0.0352,1.0,3.4690000000000003
918,1870,1870,51633,20,hybrid,1000,216,Bangladesh,delta,992602.2708534726,3220.0,989548.591935407,623,30.183718,0.016,2.2,0.0352,1.0,3.4690000000000003
919,1872,1872,51633,20,hybrid,1000,216,Bangladesh,delta,994259.7777639516,2720.0,991626.4165339124,335,30.310112,0.016,2.2,0.0352,1.0,3.4690000000000003
920,1873,1873,51633,20,hybrid,1000,216,Bangladesh,delta,994430.8821280876,2580.0,991922.8611255937,250,30.09331,0.016,2.2,0.0352,1.0,3.4690000000000003
921,1874,1874,51633,20,hybrid,1000,216,Bangladesh,delta,993230.8357765508,2660.0,990529.9463753708,888,30.019423,0.016,2.2,0.0352,1.0,3.4690000000000003
922,1876,1876,51633,20,hybrid,1000,216,Bangladesh,delta,994032.3946379848,2960.0,991047.8529519778,175,30.181124,0.016,2.2,0.0352,1.0,3.4690000000000003
924,1880,1880,51633,20,hybrid,1000,216,Bangladesh,delta,993494.1430269672,2620.0,990707.6656193258,803,30.147703,0.016,2.2,0.0352,1.0,3.4690000000000003
926,1888,1888,51633,20,hybrid,1000,216,Bangladesh,delta,992431.7371973336,2800.0,989819.3238993804,130,30.133278,0.016,2.2,0.0352,1.0,3.4690000000000003
929,1900,1900,51633,20,hybrid,1000,216,Bangladesh,alpha,967467.7181363502,2800.0,964563.7003811642,569,30.151628,0.016,1.67,0.02672,1.0,3.4690000000000003
932,1905,1905,51633,20,hybrid,1000,216,Bangladesh,delta,993320.9471801548,2560.0,990667.8791068562,720,30.099464,0.016,2.2,0.0352,1.0,3.4690000000000003
935,1909,1909,51633,20,hybrid,1000,216,Bangladesh,delta,991281.4996093456,2820.0,988715.2148048067,87,29.959982,0.016,2.2,0.0352,1.0,3.4690000000000003
938,1918,1918,51633,20,hybrid,1000,216,Bangladesh,delta,993228.4094076498,2220.0,991193.3057274682,814,30.07441,0.016,2.2,0.0352,1.0,3.4690000000000003
940,1922,1922,51633,20,hybrid,1000,216,Bangladesh,delta,992513.1231145448,2520.0,989968.6139589492,383,30.158833,0.016,2.2,0.0352,1.0,3.4690000000000003
941,1923,1923,51633,20,hybrid,1000,216,Bangladesh,delta,994742.2503930774,3260.0,991699.449357058,990,30.18894,0.016,2.2,0.0352,1.0,3.4690000000000003
942,1924,1924,51633,20,hybrid,1000,216,Bangladesh,delta,993994.1854732882,2680.0,991320.7365785014,18,30.197062,0.016,2.2,0.0352,1.0,3.4690000000000003
944,1926,1926,51633,20,hybrid,1000,216,Bangladesh,delta,991981.1112496546,2760.0,989397.7670104312,484,30.14301,0.016,2.2,0.0352,1.0,3.4690000000000003
949,1935,1935,51633,20,hybrid,1000,216,Bangladesh,gamma,985368.5898716856,2940.0,982542.5680409074,257,29.985504,0.016,2.0,0.032,1.0,3.4690000000000003
951,1940,1940,51633,20,hybrid,1000,216,Bangladesh,delta,993527.8893982946,2595.3225871402847,990788.2764975452,791,30.185898,0.016,2.2,0.0352,1.0,3.4690000000000003
952,1944,1944,51633,20,hybrid,1000,216,Bangladesh,delta,991852.0178716296,3000.0,988826.8622798048,117,30.094334,0.016,2.2,0.0352,1.0,3.4690000000000003
954,1949,1949,51633,20,hybrid,1000,216,Bangladesh,delta,992821.498139806,2840.0,989895.1294098856,579,30.39109,0.016,2.2,0.0352,1.0,3.4690000000000003
957,1959,1959,51633,20,hybrid,1000,216,Bangladesh,beta,868902.2127897729,2510.699320537907,866430.1249965486,236,30.146494,0.016,1.0,0.016,1.0,3.4690000000000003
958,1962,1962,51633,20,hybrid,1000,216,Bangladesh,delta,993623.3367337614,2760.0,990801.8771014328,485,30.110138,0.016,2.2,0.0352,1.0,3.4690000000000003
962,1968,1968,51633,20,hybrid,1000,216,Bangladesh,delta,993032.931375086,2560.0,990464.0259155527,837,30.254547,0.016,2.2,0.0352,1.0,3.4690000000000003
963,1969,1969,51633,20,hybrid,1000,216,Bangladesh,beta,868659.1359854457,2430.814043149173,865994.9734622587,807,30.065643,0.016,1.0,0.016,1.0,3.4690000000000003
964,1971,1971,51633,20,hybrid,1000,216,Bangladesh,delta,992169.8808257276,3080.0,989297.8400643,395,30.206951,0.016,2.2,0.0352,1.0,3.4690000000000003
966,1976,1976,51633,20,hybrid,1000,216,Bangladesh,alpha,968206.881410848,2740.0,965620.0548949776,460,30.379864,0.016,1.67,0.02672,1.0,3.4690000000000003
967,1978,1978,51633,20,hybrid,1000,216,Bangladesh,delta,994252.3590409796,2920.0,991416.430432078,375,30.203152,0.016,2.2,0.0352,1.0,3.4690000000000003
969,1981,1981,51633,20,hybrid,1000,216,Bangladesh,delta,992307.4665263946,2640.0,989668.8084213692,38,30.17784,0.016,2.2,0.0352,1.0,3.4690000000000003
970,1982,1982,51633,20,hybrid,1000,216,Bangladesh,delta,995755.2225791392,2460.0,993259.5693653368,810,30.174019,0.016,2.2,0.0352,1.0,3.4690000000000003
972,1985,1985,51633,20,hybrid,1000,216,Bangladesh,alpha,968381.7381254816,2487.9518440568754,965907.4570607338,276,30.13962,0.016,1.67,0.02672,1.0,3.4690000000000003
973,1986,1986,51633,20,hybrid,1000,216,Bangladesh,alpha,966644.77855301,2660.0,963681.03530075,487,30.027357,0.016,1.67,0.02672,1.0,3.4690000000000003
975,1989,1989,51633,20,hybrid,1000,216,Bangladesh,alpha,969612.5757064354,3000.0,966727.1380212932,37,29.984974,0.016,1.67,0.02672,1.0,3.4690000000000003
976,1990,1990,51633,20,hybrid,1000,216,Bangladesh,delta,995513.0362687388,2780.0,992713.0632823496,984,30.208832,0.016,2.2,0.0352,1.0,3.4690000000000003
978,1996,1996,51633,20,hybrid,1000,216,Bangladesh,delta,993078.4685693422,2763.752072111991,990529.7859421172,259,30.302933,0.016,2.2,0.0352,1.0,3.4690000000000003
981,2000,2000,51633,20,hybrid,1000,216,Bangladesh,delta,992272.3203689764,3020.0,989163.2281838846,725,30.16697,0.016,2.2,0.0352,1.0,3.4690000000000003
983,2004,2004,51633,20,hybrid,1000,216,Bangladesh,delta,991592.6796880652,2740.0,988876.0898656304,275,30.209354,0.016,2.2,0.0352,1.0,3.4690000000000003
984,2005,2005,51633,20,hybrid,1000,216,Bangladesh,alpha,967686.5495087898,2840.0,965029.4551466478,238,30.294445,0.016,1.67,0.02672,1.0,3.4690000000000003
986,2008,2008,51633,20,hybrid,1000,216,Bangladesh,delta,994398.1925872554,2580.0,991718.341350054,327,30.126951,0.016,2.2,0.0352,1.0,3.4690000000000003
987,2010,2010,51633,20,hybrid,1000,216,Bangladesh,delta,993686.0727061672,2460.0,991136.5102300264,229,30.190048,0.016,2.2,0.0352,1.0,3.4690000000000003
989,2012,2012,51633,20,hybrid,1000,216,Bangladesh,gamma,984771.5326788416,2740.0,981980.5157581228,111,30.105442,0.016,2.0,0.032,1.0,3.4690000000000003
990,2016,2016,51633,20,hybrid,1000,216,Bangladesh,delta,992555.0165328576,2780.0,989938.4740463932,603,30.255888,0.016,2.2,0.0352,1.0,3.4690000000000003
991,2018,2018,51633,20,hybrid,1000,216,Bangladesh,gamma,984857.3669723846,2660.0,982055.1366170824,769,30.087936,0.016,2.0,0.032,1.0,3.4690000000000003
994,2022,2022,51633,20,hybrid,1000,216,Bangladesh,alpha,970783.7052298042,2640.0,968299.1697127556,728,30.298595,0.016,1.67,0.02672,1.0,3.4690000000000003
995,2023,2023,51633,20,hybrid,1000,216,Bangladesh,delta,991435.6613619088,2744.5759897535054,988969.0257326296,331,30.074564,0.016,2.2,0.0352,1.0,3.4690000000000003
996,2024,2024,51633,20,hybrid,1000,216,Bangladesh,beta,869768.5429670417,2380.0,867045.2492557459,725,30.16697,0.016,1.0,0.016,1.0,3.4690000000000003
997,2025,2025,51633,20,hybrid,1000,216,Bangladesh,delta,993283.3959794044,3140.0,990033.4166119734,426,30.184925,0.016,2.2,0.0352,1.0,3.4690000000000003
998,2027,2027,51633,20,hybrid,1000,216,Bangladesh,alpha,967007.7025468675,2763.03130416594,964141.5284090004,292,30.086365,0.016,1.67,0.02672,1.0,3.4690000000000003
1001,2031,2031,51633,20,hybrid,1000,216,Bangladesh,gamma,987771.587976666,2520.0,985203.1503887994,656,30.133776,0.016,2.0,0.032,1.0,3.4690000000000003
1003,2034,2034,51633,20,hybrid,1000,216,Bangladesh,delta,993505.5154654628,3060.0000000000005,990325.995472636,360,30.195803,0.016,2.2,0.0352,1.0,3.4690000000000003
1004,2036,2036,51633,20,hybrid,1000,216,Bangladesh,delta,993206.992203285,2460.0,990604.4389873188,341,30.278183,0.016,2.2,0.0352,1.0,3.4690000000000003
1005,2037,2037,51633,20,hybrid,1000,216,Bangladesh,delta,996763.3734044052,2520.0,994108.9855617743,685,30.326258,0.016,2.2,0.0352,1.0,3.4690000000000003
1007,2044,2044,51633,20,hybrid,1000,216,Bangladesh,delta,992019.8612615092,2780.0,989235.8031946232,681,30.184221,0.016,2.2,0.0352,1.0,3.4690000000000003
1009,2047,2047,51633,20,hybrid,1000,216,Bangladesh,alpha,965832.9902107484,2380.0,963451.2307524952,236,30.146494,0.016,1.67,0.02672,1.0,3.4690000000000003
1010,2049,2049,51633,20,hybrid,1000,216,Bangladesh,delta,992416.295415175,2640.0,989592.247573887,132,30.065262,0.016,2.2,0.0352,1.0,3.4690000000000003
1015,2064,2064,51633,20,hybrid,1000,216,Bangladesh,delta,994355.7887421564,2560.0,991530.7765556164,762,30.130493,0.016,2.2,0.0352,1.0,3.4690000000000003
1016,2065,2065,51633,20,hybrid,1000,216,Bangladesh,delta,994227.3004351268,2860.0,991506.729479546,918,30.29294,0.016,2.2,0.0352,1.0,3.4690000000000003
1017,2067,2067,51633,20,hybrid,1000,216,Bangladesh,delta,991105.0939052304,2620.0000000000005,988553.6257894976,367,30.257088,0.016,2.2,0.0352,1.0,3.4690000000000003
1020,2072,2072,51633,20,hybrid,1000,216,Bangladesh,delta,991853.6264492988,3060.0,988814.6933927828,462,30.13347,0.016,2.2,0.0352,1.0,3.4690000000000003
1021,2074,2074,51633,20,hybrid,1000,216,Bangladesh,delta,991908.7833267414,2820.0,989113.7951022956,96,30.106817,0.016,2.2,0.0352,1.0,3.4690000000000003
1023,2083,2083,51633,20,hybrid,1000,216,Bangladesh,beta,870602.8584774414,2288.916100448256,868470.338286112,545,30.076447,0.016,1.0,0.016,1.0,3.4690000000000003
1025,2086,2086,51633,20,hybrid,1000,216,Bangladesh,delta,991224.069349341,2520.0,988570.9216678918,879,30.06406,0.016,2.2,0.0352,1.0,3.4690000000000003
1027,2089,2089,51633,20,hybrid,1000,216,Bangladesh,beta,874262.4445925202,2440.0,871779.5573292766,218,30.091131,0.016,1.0,0.016,1.0,3.4690000000000003
1028,2090,2090,51633,20,hybrid,1000,216,Bangladesh,delta,994406.2040789084,2700.0,991672.7546292618,164,30.183092,0.016,2.2,0.0352,1.0,3.4690000000000003
1029,2095,2095,51633,20,hybrid,1000,216,Bangladesh,delta,994082.1354968954,2980.0,991070.9940757249,72,30.289413,0.016,2.2,0.0352,1.0,3.4690000000000003
1030,2097,2097,51633,20,hybrid,1000,216,Bangladesh,delta,993124.7388819776,2839.15821987701,990328.4978833528,98,30.231846,0.016,2.2,0.0352,1.0,3.4690000000000003
1033,2108,2108,51633,20,hybrid,1000,216,Bangladesh,delta,991727.0066335436,2860.0,989046.169737719,309,29.959677,0.016,2.2,0.0352,1.0,3.4690000000000003
1036,2111,2111,51633,20,hybrid,1000,216,Bangladesh,delta,993540.0769677546,2560.0,990948.2861331096,606,30.229925,0.016,2.2,0.0352,1.0,3.4690000000000003
1037,2114,2114,51633,20,hybrid,1000,216,Bangladesh,beta,872546.6010768844,2508.916100448256,869884.2141116236,18,30.197062,0.016,1.0,0.016,1.0,3.4690000000000003
1038,2115,2115,51633,20,hybrid,1000,216,Bangladesh,delta,992112.5487331965,2820.0,989359.8116612108,898,30.151525,0.016,2.2,0.0352,1.0,3.4690000000000003
1039,2116,2116,51633,20,hybrid,1000,216,Bangladesh,delta,992506.1511252004,2820.0,989835.4656598782,567,30.002024,0.016,2.2,0.0352,1.0,3.4690000000000003
1040,2118,2118,51633,20,hybrid,1000,216,Bangladesh,alpha,969252.151709561,2980.0,966662.3137095594,1,30.110281,0.016,1.67,0.02672,1.0,3.4690000000000003
1041,2119,2119,51633,20,hybrid,1000,216,Bangladesh,delta,995491.8745736934,2780.0,992625.0697183114,843,30.306942,0.016,2.2,0.0352,1.0,3.4690000000000003
1042,2120,2120,51633,20,hybrid,1000,216,Bangladesh,delta,991416.7452298064,2560.0,988731.0998805574,300,29.9464,0.016,2.2,0.0352,1.0,3.4690000000000003
1044,2124,2124,51633,20,hybrid,1000,216,Bangladesh,delta,994192.857550474,2660.0,991452.8039623608,213,30.129063,0.016,2.2,0.0352,1.0,3.4690000000000003
1045,2126,2126,51633,20,hybrid,1000,216,Bangladesh,delta,992298.5174118616,2860.0,989309.102671185,143,30.14267,0.016,2.2,0.0352,1.0,3.4690000000000003
1046,2127,2127,51633,20,hybrid,1000,216,Bangladesh,delta,993764.4261915034,2954.040636641309,991006.2277013496,595,30.137323,0.016,2.2,0.0352,1.0,3.4690000000000003
1050,2133,2133,51633,20,hybrid,1000,216,Bangladesh,delta,992749.0764402124,2900.0,989685.130609732,979,30.262753,0.016,2.2,0.0352,1.0,3.4690000000000003
1052,2137,2137,51633,20,hybrid,1000,216,Bangladesh,delta,990848.8638852718,2680.0,988057.1630105724,592,30.115576,0.016,2.2,0.0352,1.0,3.4690000000000003
1055,2145,2145,51633,20,hybrid,1000,216,Bangladesh,beta,873382.06697275,2264.29981696,871227.0083765207,660,30.179281,0.016,1.0,0.016,1.0,3.4690000000000003
1056,2147,2147,51633,20,hybrid,1000,216,Bangladesh,delta,993367.4015514108,2840.0,990611.5976601248,111,30.105442,0.016,2.2,0.0352,1.0,3.4690000000000003
1059,2157,2157,51633,20,hybrid,1000,216,Bangladesh,delta,992062.827156414,2660.0000000000005,989387.457220202,468,29.938803,0.016,2.2,0.0352,1.0,3.4690000000000003
1060,2162,2162,51633,20,hybrid,1000,216,Bangladesh,delta,992254.5800635848,2940.0,989509.8743698448,373,30.094963,0.016,2.2,0.0352,1.0,3.4690000000000003
1061,2164,2164,51633,20,hybrid,1000,216,Bangladesh,delta,991335.0241507496,2700.0,988651.3011622212,768,30.046774,0.016,2.2,0.0352,1.0,3.4690000000000003
1062,2166,2166,51633,20,hybrid,1000,216,Bangladesh,delta,991716.6235235936,2320.0,989348.5892533028,529,30.11654,0.016,2.2,0.0352,1.0,3.4690000000000003
1064,2172,2172,51633,20,hybrid,1000,216,Bangladesh,alpha,970763.188417364,2580.0,967882.8545683756,531,30.275667,0.016,1.67,0.02672,1.0,3.4690000000000003
1066,2174,2174,51633,20,hybrid,1000,216,Bangladesh,delta,992619.570809917,2740.0,990069.4815342504,149,30.17252,0.016,2.2,0.0352,1.0,3.4690000000000003
1068,2176,2176,51633,20,hybrid,1000,216,Bangladesh,delta,994573.0329360394,2780.0,992017.9123509304,31,30.284084,0.016,2.2,0.0352,1.0,3.4690000000000003
1069,2177,2177,51633,20,hybrid,1000,216,Bangladesh,delta,997346.5695677856,2800.0,994338.9983898172,886,30.129202,0.016,2.2,0.0352,1.0,3.4690000000000003
1071,2180,2180,51633,20,hybrid,1000,216,Bangladesh,delta,991894.8115430598,2680.0,989179.7616492443,537,30.22859,0.016,2.2,0.0352,1.0,3.4690000000000003
1072,2181,2181,51633,20,hybrid,1000,216,Bangladesh,delta,994311.3848695668,2980.0,991168.111846676,677,30.182823,0.016,2.2,0.0352,1.0,3.4690000000000003
1078,2195,2195,51633,20,hybrid,1000,216,Bangladesh,delta,993122.2046111544,2680.0,990552.215133855,723,30.13503,0.016,2.2,0.0352,1.0,3.4690000000000003
1080,2198,2198,51633,20,hybrid,1000,216,Bangladesh,delta,993511.5582262924,2740.0,990623.6483275456,471,30.055498,0.016,2.2,0.0352,1.0,3.4690000000000003
1083,2202,2202,51633,20,hybrid,1000,216,Bangladesh,delta,991927.7130323064,2440.0,989549.007226167,138,30.199657,0.016,2.2,0.0352,1.0,3.4690000000000003
1084,2203,2203,51633,20,hybrid,1000,216,Bangladesh,delta,992553.0593201125,3060.0,989506.710912118,236,30.146494,0.016,2.2,0.0352,1.0,3.4690000000000003
1087,2212,2212,51633,20,hybrid,1000,216,Bangladesh,delta,993659.2099039436,2700.0,991056.713527537,674,30.168879,0.016,2.2,0.0352,1.0,3.4690000000000003
1089,2214,2214,51633,20,hybrid,1000,216,Bangladesh,delta,991755.454925706,2400.0,989417.1647975307,463,30.335064,0.016,2.2,0.0352,1.0,3.4690000000000003
1092,2221,2221,51633,20,hybrid,1000,216,Bangladesh,alpha,968073.0627038043,2760.0,965446.0344390592,856,30.087652,0.016,1.67,0.02672,1.0,3.4690000000000003
1093,2223,2223,51633,20,hybrid,1000,216,Bangladesh,delta,993966.9051370716,3000.0,990972.3873251352,459,30.218548,0.016,2.2,0.0352,1.0,3.4690000000000003
1095,2226,2226,51633,20,hybrid,1000,216,Bangladesh,delta,993394.3531602696,2960.0,990525.6350487154,533,30.183681,0.016,2.2,0.0352,1.0,3.4690000000000003
1097,2231,2231,51633,20,hybrid,1000,216,Bangladesh,alpha,969633.40889342,2660.0,967122.604307814,842,30.272728,0.016,1.67,0.02672,1.0,3.4690000000000003
1098,2232,2232,51633,20,hybrid,1000,216,Bangladesh,delta,992013.5608756106,2640.0,989603.8160114771,439,30.073427,0.016,2.2,0.0352,1.0,3.4690000000000003
1099,2233,2233,51633,20,hybrid,1000,216,Bangladesh,delta,992157.0867226634,2560.0,989443.6732204786,850,30.014874,0.016,2.2,0.0352,1.0,3.4690000000000003
1102,2237,2237,51633,20,hybrid,1000,216,Bangladesh,delta,993134.6525907272,2560.0,990585.0639545956,895,30.045523,0.016,2.2,0.0352,1.0,3.4690000000000003
1103,2238,2238,51633,20,hybrid,1000,216,Bangladesh,delta,991081.0711282956,2860.0,988108.6398468856,274,29.962885,0.016,2.2,0.0352,1.0,3.4690000000000003
1104,2241,2241,51633,20,hybrid,1000,216,Bangladesh,delta,994411.1503312208,2520.0,992156.5830351332,14,30.157516,0.016,2.2,0.0352,1.0,3.4690000000000003
1105,2242,2242,51633,20,hybrid,1000,216,Bangladesh,delta,992974.8061933948,2900.0,990053.5792208676,397,30.276289,0.016,2.2,0.0352,1.0,3.4690000000000003
1106,2243,2243,51633,20,hybrid,1000,216,Bangladesh,delta,991338.1419014122,2540.0,989071.0024130996,987,30.172897,0.016,2.2,0.0352,1.0,3.4690000000000003
1107,2244,2244,51633,20,hybrid,1000,216,Bangladesh,delta,993678.3751904208,2800.0,990732.6904768724,805,30.213902,0.016,2.2,0.0352,1.0,3.4690000000000003
1109,2246,2246,51633,20,hybrid,1000,216,Bangladesh,gamma,987239.2446108572,2460.0,984684.7059236328,214,30.212374,0.016,2.0,0.032,1.0,3.4690000000000003
1112,2252,2252,51633,20,hybrid,1000,216,Bangladesh,delta,990699.1503596754,2580.0,988222.0534871562,755,30.07156,0.016,2.2,0.0352,1.0,3.4690000000000003
1115,2258,2258,51633,20,hybrid,1000,216,Bangladesh,delta,991755.454925706,2400.0,989417.1647975307,463,30.335064,0.016,2.2,0.0352,1.0,3.4690000000000003
1118,2264,2264,51633,20,hybrid,1000,216,Bangladesh,alpha,968587.2974630272,2540.0,966116.9295184008,877,30.158077,0.016,1.67,0.02672,1.0,3.4690000000000003
1119,2267,2267,51633,20,hybrid,1000,216,Bangladesh,delta,992091.7096027136,2040.0,990086.2501429192,937,30.17418,0.016,2.2,0.0352,1.0,3.4690000000000003
1120,2269,2269,51633,20,hybrid,1000,216,Bangladesh,delta,993228.4094076498,2220.0,991193.3057274682,814,30.07441,0.016,2.2,0.0352,1.0,3.4690000000000003
1123,2276,2276,51633,20,hybrid,1000,216,Bangladesh,delta,990806.896279702,2740.0,987924.7609270838,827,30.127766,0.016,2.2,0.0352,1.0,3.4690000000000003
1124,2277,2277,51633,20,hybrid,1000,216,Bangladesh,gamma,985745.0703801068,2540.0,983196.1571394276,385,30.083563,0.016,2.0,0.032,1.0,3.4690000000000003
1126,2279,2279,51633,20,hybrid,1000,216,Bangladesh,delta,993815.7181882968,2700.0,991213.6195960531,822,30.17963,0.016,2.2,0.0352,1.0,3.4690000000000003
1129,2288,2288,51633,20,hybrid,1000,216,Bangladesh,delta,993032.931375086,2560.0,990464.0259155527,837,30.254547,0.016,2.2,0.0352,1.0,3.4690000000000003
1130,2291,2291,51633,20,hybrid,1000,216,Bangladesh,delta,994455.1267825748,2765.6229523715947,991593.4152520248,148,30.246485,0.016,2.2,0.0352,1.0,3.4690000000000003
1132,2296,2296,51633,20,hybrid,1000,216,Bangladesh,delta,991544.8355666088,2860.0,988520.5971820108,917,30.268675,0.016,2.2,0.0352,1.0,3.4690000000000003
1133,2297,2297,51633,20,hybrid,1000,216,Bangladesh,delta,993025.7658886708,2980.0,990184.0125916814,778,30.18828,0.016,2.2,0.0352,1.0,3.4690000000000003
1135,2302,2302,51633,20,hybrid,1000,216,Bangladesh,beta,871903.6115397932,2078.129404244787,869871.7406973949,708,30.09751,0.016,1.0,0.016,1.0,3.4690000000000003
1137,2305,2305,51633,20,hybrid,1000,216,Bangladesh,delta,993011.9808265984,2580.0,990623.9494344208,622,30.133926,0.016,2.2,0.0352,1.0,3.4690000000000003
1138,2309,2309,51633,20,hybrid,1000,216,Bangladesh,delta,991773.1935394212,2400.0,989302.7518931612,197,30.070263,0.016,2.2,0.0352,1.0,3.4690000000000003
1139,2312,2312,51633,20,hybrid,1000,216,Bangladesh,delta,992388.9852018986,2440.0,989944.187314396,916,30.052725,0.016,2.2,0.0352,1.0,3.4690000000000003
1141,2315,2315,51633,20,hybrid,1000,216,Bangladesh,delta,994017.4792221044,2926.3797931820354,991095.3234517424,304,30.096304,0.016,2.2,0.0352,1.0,3.4690000000000003
1142,2317,2317,51633,20,hybrid,1000,216,Bangladesh,delta,993344.381892576,2620.0,990789.8216081047,541,30.044975,0.016,2.2,0.0352,1.0,3.4690000000000003
1144,2323,2323,51633,20,hybrid,1000,216,Bangladesh,delta,992703.9467457144,2660.0,990303.2922368568,107,30.088234,0.016,2.2,0.0352,1.0,3.4690000000000003
1145,2326,2326,51633,20,hybrid,1000,216,Bangladesh,delta,992581.9878030892,2640.0,989886.7968656988,635,30.282469,0.016,2.2,0.0352,1.0,3.4690000000000003
1146,2327,2327,51633,20,hybrid,1000,216,Bangladesh,delta,994003.166910017,2780.0,991367.7323402312,464,30.108576,0.016,2.2,0.0352,1.0,3.4690000000000003
1147,2329,2329,51633,20,hybrid,1000,216,Bangladesh,delta,992312.7397428696,2600.0,989815.9364337582,161,30.042992,0.016,2.2,0.0352,1.0,3.4690000000000003
1148,2331,2331,51633,20,hybrid,1000,216,Bangladesh,delta,993650.9205596189,2960.0,990754.8493653612,509,30.069237,0.016,2.2,0.0352,1.0,3.4690000000000003
1151,2338,2338,51633,20,hybrid,1000,216,Bangladesh,delta,990995.962655341,3180.0,988013.1701068812,409,30.141806,0.016,2.2,0.0352,1.0,3.4690000000000003
1153,2341,2341,51633,20,hybrid,1000,216,Bangladesh,gamma,984164.4330774236,2440.0,981845.817725884,503,30.134407,0.016,2.0,0.032,1.0,3.4690000000000003
1154,2342,2342,51633,20,hybrid,1000,216,Bangladesh,delta,992654.626423894,2820.0,989921.1811915056,83,30.037941,0.016,2.2,0.0352,1.0,3.4690000000000003
1156,2346,2346,51633,20,hybrid,1000,216,Bangladesh,delta,991817.7944415126,2760.0,989057.3371028714,303,30.081589,0.016,2.2,0.0352,1.0,3.4690000000000003
1157,2347,2347,51633,20,hybrid,1000,216,Bangladesh,delta,992967.7499966267,2640.0,990305.5282988552,671,30.158016,0.016,2.2,0.0352,1.0,3.4690000000000003
1162,2357,2357,51633,20,hybrid,1000,216,Bangladesh,gamma,986670.4747664982,2600.0,984175.9181673542,178,30.26166,0.016,2.0,0.032,1.0,3.4690000000000003
1163,2358,2358,51633,20,hybrid,1000,216,Bangladesh,beta,870285.4417596848,2692.839184645489,867432.1482292161,144,30.126293,0.016,1.0,0.016,1.0,3.4690000000000003
1164,2359,2359,51633,20,hybrid,1000,216,Bangladesh,delta,992351.4212675327,2360.0,990067.024025322,337,30.088163,0.016,2.2,0.0352,1.0,3.4690000000000003
1165,2360,2360,51633,20,hybrid,1000,216,Bangladesh,delta,994032.163835336,3220.0,990946.5500365332,849,30.353771,0.016,2.2,0.0352,1.0,3.4690000000000003
1169,2367,2367,51633,20,hybrid,1000,216,Bangladesh,delta,993129.2881660135,2780.0,990541.477733176,205,30.248884,0.016,2.2,0.0352,1.0,3.4690000000000003
1170,2369,2369,51633,20,hybrid,1000,216,Bangladesh,delta,992744.0454469882,2700.0,989764.6314951312,160,30.17099,0.016,2.2,0.0352,1.0,3.4690000000000003
1171,2373,2373,51633,20,hybrid,1000,216,Bangladesh,delta,993494.98000718,2680.0,990889.2386807032,456,30.292116,0.016,2.2,0.0352,1.0,3.4690000000000003
1174,2377,2377,51633,20,hybrid,1000,216,Bangladesh,alpha,967964.8151162068,2840.0,965242.5701515172,540,30.169989,0.016,1.67,0.02672,1.0,3.4690000000000003
1175,2378,2378,51633,20,hybrid,1000,216,Bangladesh,gamma,984752.1099276576,2840.0,981736.2695855432,929,30.077898,0.016,2.0,0.032,1.0,3.4690000000000003
1176,2379,2379,51633,20,hybrid,1000,216,Bangladesh,delta,993811.2119497488,2880.0,991063.61788412,565,30.298512,0.016,2.2,0.0352,1.0,3.4690000000000003
1177,2381,2381,51633,20,hybrid,1000,216,Bangladesh,delta,991886.31974212,3000.0,988994.3221333544,323,30.130836,0.016,2.2,0.0352,1.0,3.4690000000000003
1178,2382,2382,51633,20,hybrid,1000,216,Bangladesh,delta,991886.3079688776,2940.0,989052.4364446602,272,30.207823,0.016,2.2,0.0352,1.0,3.4690000000000003
1181,2385,2385,51633,20,hybrid,1000,216,Bangladesh,delta,993703.4105710704,2380.0,991256.0081229424,749,30.180376,0.016,2.2,0.0352,1.0,3.4690000000000003
