,Unnamed: 0,Unnamed: 0.1,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
34,63,63,51633,20,hybrid,1000,216,Bangladesh,delta,991642.09536779,2480.0,989394.4931529624,6,30.052074,0.016,2.2,0.0352,1.0,3.4690000000000003
37,68,68,51633,20,hybrid,1000,216,Bangladesh,delta,992413.7678985642,2900.0,989633.0756570442,678,30.240648,0.016,2.2,0.0352,1.0,3.4690000000000003
39,71,71,51633,20,hybrid,1000,216,Bangladesh,delta,993457.3318712354,2960.0,990542.737105029,478,30.081396,0.016,2.2,0.0352,1.0,3.4690000000000003
40,75,75,51633,20,hybrid,1000,216,Bangladesh,delta,992542.2108479146,2360.0,990120.4428861836,866,30.188824,0.016,2.2,0.0352,1.0,3.4690000000000003
45,87,87,51633,20,hybrid,1000,216,Bangladesh,delta,992160.4202649036,2760.0,989369.1306628572,621,30.181427,0.016,2.2,0.0352,1.0,3.4690000000000003
47,94,94,51633,20,hybrid,1000,216,Bangladesh,beta,876388.5155310796,2420.0,873861.0963751071,804,30.405256,0.016,1.0,0.016,1.0,3.4690000000000003
48,95,95,51633,20,hybrid,1000,216,Bangladesh,delta,995755.2225791392,2460.0,993259.5693653368,810,30.174019,0.016,2.2,0.0352,1.0,3.4690000000000003
49,96,96,51633,20,hybrid,1000,216,Bangladesh,beta,869541.1951296474,2600.0,866870.3435667051,11,30.095459,0.016,1.0,0.016,1.0,3.4690000000000003
51,100,100,51633,20,hybrid,1000,216,Bangladesh,delta,993117.1138788228,3320.0,989937.8186822956,429,30.2131,0.016,2.2,0.0352,1.0,3.4690000000000003
53,103,103,51633,20,hybrid,1000,216,Bangladesh,delta,992783.2435444748,2980.0,989917.450257001,680,29.909271,0.016,2.2,0.0352,1.0,3.4690000000000003
55,111,111,51633,20,hybrid,1000,216,Bangladesh,delta,992128.0303197108,2840.0,989215.4474276575,483,30.114687,0.016,2.2,0.0352,1.0,3.4690000000000003
56,113,113,51633,20,hybrid,1000,216,Bangladesh,delta,991817.7944415126,2760.0,989057.3371028714,303,30.081589,0.016,2.2,0.0352,1.0,3.4690000000000003
58,116,116,51633,20,hybrid,1000,216,Bangladesh,delta,992843.7112934912,2640.0,990061.141150123,3,30.313477,0.016,2.2,0.0352,1.0,3.4690000000000003
59,118,118,51633,20,hybrid,1000,216,Bangladesh,delta,992727.5913430828,2700.0,989976.3196709284,207,30.140516,0.016,2.2,0.0352,1.0,3.4690000000000003
60,123,123,51633,20,hybrid,1000,216,Bangladesh,delta,994348.9748920782,2760.0,991613.0380872104,763,30.327593,0.016,2.2,0.0352,1.0,3.4690000000000003
62,126,126,51633,20,hybrid,1000,216,Bangladesh,delta,993098.5194572478,2860.0,990610.7955596476,598,30.185368,0.016,2.2,0.0352,1.0,3.4690000000000003
65,129,129,51633,20,hybrid,1000,216,Bangladesh,delta,993584.6188335242,2520.0,991162.3583835834,974,30.242682,0.016,2.2,0.0352,1.0,3.4690000000000003
66,131,131,51633,20,hybrid,1000,216,Bangladesh,delta,992484.8819863464,2520.0,989953.4411073524,282,30.134306,0.016,2.2,0.0352,1.0,3.4690000000000003
67,134,134,51633,20,hybrid,1000,216,Bangladesh,delta,992571.6939417704,2760.0,989605.641302045,842,30.272728,0.016,2.2,0.0352,1.0,3.4690000000000003
68,137,137,51633,20,hybrid,1000,216,Bangladesh,delta,995444.4293323325,2900.0,992678.6197066428,900,30.113548,0.016,2.2,0.0352,1.0,3.4690000000000003
74,154,154,51633,20,hybrid,1000,216,Bangladesh,delta,992959.2250490186,2620.0,990359.6176670416,392,30.180515,0.016,2.2,0.0352,1.0,3.4690000000000003
76,159,159,51633,20,hybrid,1000,216,Bangladesh,alpha,968058.1222540074,2740.0,965465.8735907326,986,30.194447,0.016,1.67,0.02672,1.0,3.4690000000000003
77,161,161,51633,20,hybrid,1000,216,Bangladesh,delta,991242.5302162912,2880.0,988145.7802752826,491,30.04122,0.016,2.2,0.0352,1.0,3.4690000000000003
78,167,167,51633,20,hybrid,1000,216,Bangladesh,beta,871155.281060624,2620.0,868418.5828945828,607,30.116549,0.016,1.0,0.016,1.0,3.4690000000000003
80,172,172,51633,20,hybrid,1000,216,Bangladesh,delta,991283.5878740916,2320.0,988900.432733063,296,30.174242,0.016,2.2,0.0352,1.0,3.4690000000000003
81,174,174,51633,20,hybrid,1000,216,Bangladesh,delta,992289.244656782,2840.0,989463.1736802008,823,29.994894,0.016,2.2,0.0352,1.0,3.4690000000000003
83,178,178,51633,20,hybrid,1000,216,Bangladesh,delta,992252.7760650734,2360.0,989920.7340737088,619,30.147861,0.016,2.2,0.0352,1.0,3.4690000000000003
85,184,184,51633,20,hybrid,1000,216,Bangladesh,delta,992501.3071677485,2900.0,989600.0702954956,946,30.247381,0.016,2.2,0.0352,1.0,3.4690000000000003
89,190,190,51633,20,hybrid,1000,216,Bangladesh,delta,992741.6388438324,2540.0,990438.3695051678,722,30.070162,0.016,2.2,0.0352,1.0,3.4690000000000003
90,193,193,51633,20,hybrid,1000,216,Bangladesh,gamma,985435.9185291344,2487.1108621454973,983121.5620291476,884,30.308685,0.016,2.0,0.032,1.0,3.4690000000000003
91,194,194,51633,20,hybrid,1000,216,Bangladesh,delta,991254.8776244828,2508.1443794219167,988852.1745293384,502,30.156189,0.016,2.2,0.0352,1.0,3.4690000000000003
92,195,195,51633,20,hybrid,1000,216,Bangladesh,alpha,965496.6280601276,2458.61979781479,963155.5658184492,758,30.087011,0.016,1.67,0.02672,1.0,3.4690000000000003
97,205,205,51633,20,hybrid,1000,216,Bangladesh,delta,991283.5878740916,2320.0,988900.432733063,296,30.174242,0.016,2.2,0.0352,1.0,3.4690000000000003
99,207,207,51633,20,hybrid,1000,216,Bangladesh,alpha,968363.3761836112,2600.0,966010.4419098266,693,30.204184,0.016,1.67,0.02672,1.0,3.4690000000000003
103,219,219,51633,20,hybrid,1000,216,Bangladesh,beta,877079.9979315496,2600.0,874327.825592288,606,30.229925,0.016,1.0,0.016,1.0,3.4690000000000003
104,223,223,51633,20,hybrid,1000,216,Bangladesh,alpha,967860.7979587978,3120.0,965026.3910290904,349,30.069397,0.016,1.67,0.02672,1.0,3.4690000000000003
105,225,225,51633,20,hybrid,1000,216,Bangladesh,delta,993304.0069340288,3160.0,990203.4470643272,651,30.176373,0.016,2.2,0.0352,1.0,3.4690000000000003
107,228,228,51633,20,hybrid,1000,216,Bangladesh,beta,875040.8366081641,2602.8371052814664,872572.5343533864,593,30.29734,0.016,1.0,0.016,1.0,3.4690000000000003
108,230,230,51633,20,hybrid,1000,216,Bangladesh,delta,994597.4333062236,2680.0,991962.304142659,802,30.272364,0.016,2.2,0.0352,1.0,3.4690000000000003
110,236,236,51633,20,hybrid,1000,216,Bangladesh,delta,993540.854439948,2500.0000000000005,991105.7872148273,350,30.177908,0.016,2.2,0.0352,1.0,3.4690000000000003
112,243,243,51633,20,hybrid,1000,216,Bangladesh,delta,995239.3838452508,2600.0,992560.9181944908,660,30.179281,0.016,2.2,0.0352,1.0,3.4690000000000003
113,246,246,51633,20,hybrid,1000,216,Bangladesh,alpha,968214.0733303168,2700.0,965528.5017219556,650,30.17951,0.016,1.67,0.02672,1.0,3.4690000000000003
114,250,250,51633,20,hybrid,1000,216,Bangladesh,delta,994071.2988189636,2980.0,991231.2784794316,745,30.283659,0.016,2.2,0.0352,1.0,3.4690000000000003
115,252,252,51633,20,hybrid,1000,216,Bangladesh,delta,991712.325680672,2760.0,988821.3558985963,380,30.007355,0.016,2.2,0.0352,1.0,3.4690000000000003
117,255,255,51633,20,hybrid,1000,216,Bangladesh,delta,994406.2040789084,2700.0,991672.7546292618,164,30.183092,0.016,2.2,0.0352,1.0,3.4690000000000003
118,256,256,51633,20,hybrid,1000,216,Bangladesh,delta,991397.6074481462,2500.0,989082.2003636892,70,30.164713,0.016,2.2,0.0352,1.0,3.4690000000000003
123,270,270,51633,20,hybrid,1000,216,Bangladesh,gamma,985165.3319429508,2440.0,982669.0326812346,139,30.111135,0.016,2.0,0.032,1.0,3.4690000000000003
124,272,272,51633,20,hybrid,1000,216,Bangladesh,delta,991476.7365772292,2380.0,989158.5277831216,607,30.116549,0.016,2.2,0.0352,1.0,3.4690000000000003
126,277,277,51633,20,hybrid,1000,216,Bangladesh,delta,992427.026898858,2880.0,989658.4516465132,941,30.255089,0.016,2.2,0.0352,1.0,3.4690000000000003
127,278,278,51633,20,hybrid,1000,216,Bangladesh,delta,993540.854439948,2500.0000000000005,991105.7872148273,350,30.177908,0.016,2.2,0.0352,1.0,3.4690000000000003
128,279,279,51633,20,hybrid,1000,216,Bangladesh,beta,873272.5061530708,2492.839184645489,871004.8595640273,579,30.39109,0.016,1.0,0.016,1.0,3.4690000000000003
130,282,282,51633,20,hybrid,1000,216,Bangladesh,delta,994022.4588811962,3100.0,991139.876360152,852,30.100454,0.016,2.2,0.0352,1.0,3.4690000000000003
132,284,284,51633,20,hybrid,1000,216,Bangladesh,delta,993966.9051370716,3000.0,990972.3873251352,459,30.218548,0.016,2.2,0.0352,1.0,3.4690000000000003
134,289,289,51633,20,hybrid,1000,216,Bangladesh,delta,994148.0111694746,2620.0,991361.1505359488,658,30.166447,0.016,2.2,0.0352,1.0,3.4690000000000003
135,290,290,51633,20,hybrid,1000,216,Bangladesh,delta,993732.046238868,2380.0,991395.0761791188,813,30.15363,0.016,2.2,0.0352,1.0,3.4690000000000003
136,291,291,51633,20,hybrid,1000,216,Bangladesh,gamma,985624.4034833732,2700.0,982904.3146354208,788,30.114613,0.016,2.0,0.032,1.0,3.4690000000000003
138,295,295,51633,20,hybrid,1000,216,Bangladesh,delta,993606.3869583848,2920.0,990517.5540338292,556,30.220522,0.016,2.2,0.0352,1.0,3.4690000000000003
140,298,298,51633,20,hybrid,1000,216,Bangladesh,gamma,984302.3540810854,2180.0,982165.4341896956,87,29.959982,0.016,2.0,0.032,1.0,3.4690000000000003
143,304,304,51633,20,hybrid,1000,216,Bangladesh,delta,992284.1677716862,2700.0,989636.8294902142,248,30.079895,0.016,2.2,0.0352,1.0,3.4690000000000003
145,308,308,51633,20,hybrid,1000,216,Bangladesh,beta,871647.2700331577,2500.0,869589.148094163,870,30.265423,0.016,1.0,0.016,1.0,3.4690000000000003
147,311,311,51633,20,hybrid,1000,216,Bangladesh,delta,992402.7067776008,2680.0,989734.026610798,359,30.26019,0.016,2.2,0.0352,1.0,3.4690000000000003
149,314,314,51633,20,hybrid,1000,216,Bangladesh,beta,868587.7532196462,2760.0,866101.1119408895,192,30.133211,0.016,1.0,0.016,1.0,3.4690000000000003
152,318,318,51633,20,hybrid,1000,216,Bangladesh,delta,993062.0563167544,2400.0,990786.598672427,482,30.174307,0.016,2.2,0.0352,1.0,3.4690000000000003
156,323,323,51633,20,hybrid,1000,216,Bangladesh,beta,880546.2651487413,2040.0,878313.0069335994,333,30.341713,0.016,1.0,0.016,1.0,3.4690000000000003
157,326,326,51633,20,hybrid,1000,216,Bangladesh,delta,990316.7095582176,2860.0,987502.6588199914,867,30.16731,0.016,2.2,0.0352,1.0,3.4690000000000003
159,332,332,51633,20,hybrid,1000,216,Bangladesh,delta,992596.1728774912,2620.0,989838.8523112756,487,30.027357,0.016,2.2,0.0352,1.0,3.4690000000000003
160,334,334,51633,20,hybrid,1000,216,Bangladesh,delta,993843.9391750816,2520.0,991208.2122286787,726,30.243568,0.016,2.2,0.0352,1.0,3.4690000000000003
163,338,338,51633,20,hybrid,1000,216,Bangladesh,delta,993311.6964752492,2900.0,990580.320710322,826,30.14211,0.016,2.2,0.0352,1.0,3.4690000000000003
165,341,341,51633,20,hybrid,1000,216,Bangladesh,delta,991416.7452298064,2560.0,988731.0998805574,300,29.9464,0.016,2.2,0.0352,1.0,3.4690000000000003
167,346,346,51633,20,hybrid,1000,216,Bangladesh,delta,993485.7169595844,2800.0,990796.4598064014,178,30.26166,0.016,2.2,0.0352,1.0,3.4690000000000003
168,348,348,51633,20,hybrid,1000,216,Bangladesh,delta,991368.3755306896,2680.0,988743.4104481554,568,30.09369,0.016,2.2,0.0352,1.0,3.4690000000000003
169,353,353,51633,20,hybrid,1000,216,Bangladesh,beta,867008.4113837697,2444.29981696,864429.053768183,930,30.183361,0.016,1.0,0.016,1.0,3.4690000000000003
170,356,356,51633,20,hybrid,1000,216,Bangladesh,beta,875513.0793772496,2300.0,873008.4909028832,907,30.220144,0.016,1.0,0.016,1.0,3.4690000000000003
171,357,357,51633,20,hybrid,1000,216,Bangladesh,beta,868855.8638693658,2360.0,866646.5944578941,70,30.164713,0.016,1.0,0.016,1.0,3.4690000000000003
174,364,364,51633,20,hybrid,1000,216,Bangladesh,delta,992747.2117709592,2760.0,990160.2578286028,394,30.156164,0.016,2.2,0.0352,1.0,3.4690000000000003
177,378,378,51633,20,hybrid,1000,216,Bangladesh,delta,992632.3857168868,2780.0,989962.4616348008,825,30.167696,0.016,2.2,0.0352,1.0,3.4690000000000003
179,382,382,51633,20,hybrid,1000,216,Bangladesh,beta,872405.0561965515,2410.699320537907,870059.7977616208,275,30.209354,0.016,1.0,0.016,1.0,3.4690000000000003
181,385,385,51633,20,hybrid,1000,216,Bangladesh,delta,994044.8351019744,2460.0,991805.3028480489,52,30.175882,0.016,2.2,0.0352,1.0,3.4690000000000003
182,386,386,51633,20,hybrid,1000,216,Bangladesh,delta,992091.7096027136,2040.0,990086.2501429192,937,30.17418,0.016,2.2,0.0352,1.0,3.4690000000000003
183,387,387,51633,20,hybrid,1000,216,Bangladesh,delta,991676.1190571164,2560.0,989058.2749128232,934,30.05864,0.016,2.2,0.0352,1.0,3.4690000000000003
184,388,388,51633,20,hybrid,1000,216,Bangladesh,delta,992573.9566682844,2760.0,989844.2947251702,915,30.173496,0.016,2.2,0.0352,1.0,3.4690000000000003
186,392,392,51633,20,hybrid,1000,216,Bangladesh,delta,995347.8164134746,2460.0,993006.5888977572,521,30.052338,0.016,2.2,0.0352,1.0,3.4690000000000003
190,398,398,51633,20,hybrid,1000,216,Bangladesh,delta,993696.0112265648,2560.0,991296.7102490872,428,30.19468,0.016,2.2,0.0352,1.0,3.4690000000000003
193,402,402,51633,20,hybrid,1000,216,Bangladesh,delta,993421.5324785986,2420.0,990784.6790237296,297,30.115273,0.016,2.2,0.0352,1.0,3.4690000000000003
194,405,405,51633,20,hybrid,1000,216,Bangladesh,delta,991886.31974212,3000.0,988994.3221333544,323,30.130836,0.016,2.2,0.0352,1.0,3.4690000000000003
195,406,406,51633,20,hybrid,1000,216,Bangladesh,delta,992352.68808445,2900.0,989469.5237043508,352,30.08787,0.016,2.2,0.0352,1.0,3.4690000000000003
198,414,414,51633,20,hybrid,1000,216,Bangladesh,delta,993844.3138551172,2574.5369508462013,991313.407679603,65,30.116108,0.016,2.2,0.0352,1.0,3.4690000000000003
199,417,417,51633,20,hybrid,1000,216,Bangladesh,delta,993695.2099396972,2460.0,991273.9192145664,546,30.252535,0.016,2.2,0.0352,1.0,3.4690000000000003
201,420,420,51633,20,hybrid,1000,216,Bangladesh,beta,872518.7355499553,2784.047913841171,870135.9422815441,469,30.223497,0.016,1.0,0.016,1.0,3.4690000000000003
206,432,432,51633,20,hybrid,1000,216,Bangladesh,delta,993094.371762242,3060.0,989990.60786339,238,30.294445,0.016,2.2,0.0352,1.0,3.4690000000000003
208,437,437,51633,20,hybrid,1000,216,Bangladesh,delta,994306.4520534828,3180.0,990999.7577442408,188,30.234102,0.016,2.2,0.0352,1.0,3.4690000000000003
210,439,439,51633,20,hybrid,1000,216,Bangladesh,delta,990865.4492238808,2780.0,987998.8176309182,454,30.12279,0.016,2.2,0.0352,1.0,3.4690000000000003
211,440,440,51633,20,hybrid,1000,216,Bangladesh,delta,994543.617883396,2240.0,992228.6345989328,932,30.165003,0.016,2.2,0.0352,1.0,3.4690000000000003
213,443,443,51633,20,hybrid,1000,216,Bangladesh,beta,874681.3146251389,2420.0,872441.8623359264,494,30.250721,0.016,1.0,0.016,1.0,3.4690000000000003
214,445,445,51633,20,hybrid,1000,216,Bangladesh,delta,994081.9598806988,2720.0,991342.7399133976,315,30.24748,0.016,2.2,0.0352,1.0,3.4690000000000003
215,446,446,51633,20,hybrid,1000,216,Bangladesh,delta,993834.4228900644,3000.0,990652.7910717928,697,30.168846,0.016,2.2,0.0352,1.0,3.4690000000000003
216,447,447,51633,20,hybrid,1000,216,Bangladesh,delta,992370.4905513836,2660.0,989660.5530688954,110,30.006105,0.016,2.2,0.0352,1.0,3.4690000000000003
218,450,450,51633,20,hybrid,1000,216,Bangladesh,delta,993042.986807717,2760.0,990358.1710822154,200,30.1833,0.016,2.2,0.0352,1.0,3.4690000000000003
220,454,454,51633,20,hybrid,1000,216,Bangladesh,beta,877442.4307237288,2145.159780352,875151.791911491,62,30.181767,0.016,1.0,0.016,1.0,3.4690000000000003
221,455,455,51633,20,hybrid,1000,216,Bangladesh,beta,874113.4842498816,2563.5831808000003,871639.7297227277,953,30.138449,0.016,1.0,0.016,1.0,3.4690000000000003
222,458,458,51633,20,hybrid,1000,216,Bangladesh,delta,994349.5488523656,2740.0,991745.4329693444,612,30.2311,0.016,2.2,0.0352,1.0,3.4690000000000003
225,461,461,51633,20,hybrid,1000,216,Bangladesh,delta,992757.1290480872,2900.0,989666.043990159,166,30.26353,0.016,2.2,0.0352,1.0,3.4690000000000003
227,464,464,51633,20,hybrid,1000,216,Bangladesh,delta,992706.4332945462,2680.0,990032.1062073638,699,30.13834,0.016,2.2,0.0352,1.0,3.4690000000000003
228,466,466,51633,20,hybrid,1000,216,Bangladesh,gamma,983406.3680072055,2580.0,980818.9422975222,113,29.974783,0.016,2.0,0.032,1.0,3.4690000000000003
230,472,472,51633,20,hybrid,1000,216,Bangladesh,delta,990874.0058336433,3080.0,988044.4091914762,351,30.151947,0.016,2.2,0.0352,1.0,3.4690000000000003
233,477,477,51633,20,hybrid,1000,216,Bangladesh,delta,992311.4995409768,2340.0,990205.2677640788,2,29.969646,0.016,2.2,0.0352,1.0,3.4690000000000003
237,483,483,51633,20,hybrid,1000,216,Bangladesh,beta,869007.4925172405,2186.1917364224,867080.5921138213,991,30.160902,0.016,1.0,0.016,1.0,3.4690000000000003
238,484,484,51633,20,hybrid,1000,216,Bangladesh,delta,992090.504004598,2560.0,989694.614517728,496,30.221983,0.016,2.2,0.0352,1.0,3.4690000000000003
239,485,485,51633,20,hybrid,1000,216,Bangladesh,alpha,966488.9076061944,2500.0,963847.1713707716,691,30.070265,0.016,1.67,0.02672,1.0,3.4690000000000003
240,486,486,51633,20,hybrid,1000,216,Bangladesh,delta,993410.9719117152,2580.0,990882.9632246016,424,30.222649,0.016,2.2,0.0352,1.0,3.4690000000000003
241,489,489,51633,20,hybrid,1000,216,Bangladesh,alpha,969347.185365022,2809.928041068065,966456.0691586748,131,30.231722,0.016,1.67,0.02672,1.0,3.4690000000000003
242,490,490,51633,20,hybrid,1000,216,Bangladesh,delta,993198.7351407264,2500.0,990811.586953759,993,30.306301,0.016,2.2,0.0352,1.0,3.4690000000000003
243,491,491,51633,20,hybrid,1000,216,Bangladesh,delta,993124.304674842,2420.0,990696.4627328888,599,30.167772,0.016,2.2,0.0352,1.0,3.4690000000000003
245,494,494,51633,20,hybrid,1000,216,Bangladesh,delta,993595.732836974,2740.0,990927.6435323054,798,30.273535,0.016,2.2,0.0352,1.0,3.4690000000000003
249,500,500,51633,20,hybrid,1000,216,Bangladesh,delta,991549.5131660992,2700.0,988935.8767783012,882,30.197546,0.016,2.2,0.0352,1.0,3.4690000000000003
250,501,501,51633,20,hybrid,1000,216,Bangladesh,delta,994289.3551935868,2980.0,991073.9982485756,981,30.270031,0.016,2.2,0.0352,1.0,3.4690000000000003
253,504,504,51633,20,hybrid,1000,216,Bangladesh,delta,993356.234922841,2820.0,990668.6110879984,782,30.217194,0.016,2.2,0.0352,1.0,3.4690000000000003
258,516,516,51633,20,hybrid,1000,216,Bangladesh,delta,993910.6009587592,2580.0,991296.8133153898,32,30.114983,0.016,2.2,0.0352,1.0,3.4690000000000003
259,519,519,51633,20,hybrid,1000,216,Bangladesh,delta,992265.3067221649,2220.0,990074.8014439172,750,30.047997,0.016,2.2,0.0352,1.0,3.4690000000000003
260,524,524,51633,20,hybrid,1000,216,Bangladesh,alpha,968469.2611503229,2140.0,966194.254698567,180,30.05907,0.016,1.67,0.02672,1.0,3.4690000000000003
261,525,525,51633,20,hybrid,1000,216,Bangladesh,delta,991385.279745836,2520.0,989052.7280914054,217,30.035477,0.016,2.2,0.0352,1.0,3.4690000000000003
262,526,526,51633,20,hybrid,1000,216,Bangladesh,delta,992799.0664605028,2800.0,990171.0309621232,254,30.246405,0.016,2.2,0.0352,1.0,3.4690000000000003
265,531,531,51633,20,hybrid,1000,216,Bangladesh,beta,869585.7438791377,2180.0,867634.743182526,889,30.138594,0.016,1.0,0.016,1.0,3.4690000000000003
266,532,532,51633,20,hybrid,1000,216,Bangladesh,alpha,970929.6039179805,2300.0,968651.8397441996,189,30.166502,0.016,1.67,0.02672,1.0,3.4690000000000003
267,533,533,51633,20,hybrid,1000,216,Bangladesh,delta,994834.6557530226,2760.0,992419.8550447632,809,30.184792,0.016,2.2,0.0352,1.0,3.4690000000000003
269,536,536,51633,20,hybrid,1000,216,Bangladesh,delta,992190.754939634,2240.0,989844.1566839746,301,30.173826,0.016,2.2,0.0352,1.0,3.4690000000000003
277,558,558,51633,20,hybrid,1000,216,Bangladesh,gamma,984280.17957658,2340.0,982059.6407565164,578,30.21452,0.016,2.0,0.032,1.0,3.4690000000000003
280,562,562,51633,20,hybrid,1000,216,Bangladesh,alpha,967844.2859466162,2740.0,965169.7314318484,794,30.294523,0.016,1.67,0.02672,1.0,3.4690000000000003
282,567,567,51633,20,hybrid,1000,216,Bangladesh,delta,991794.347531158,2580.0,989208.59757668,892,30.28784,0.016,2.2,0.0352,1.0,3.4690000000000003
285,572,572,51633,20,hybrid,1000,216,Bangladesh,alpha,968152.7011083508,2732.477359964795,965148.5946596602,25,30.223675,0.016,1.67,0.02672,1.0,3.4690000000000003
286,573,573,51633,20,hybrid,1000,216,Bangladesh,beta,869269.5729073724,2411.72990066688,866975.8202513097,817,30.229437,0.016,1.0,0.016,1.0,3.4690000000000003
287,574,574,51633,20,hybrid,1000,216,Bangladesh,delta,991410.3014033769,2820.0,988851.3036367452,108,30.323536,0.016,2.2,0.0352,1.0,3.4690000000000003
288,575,575,51633,20,hybrid,1000,216,Bangladesh,delta,994355.7887421564,2560.0,991530.7765556164,762,30.130493,0.016,2.2,0.0352,1.0,3.4690000000000003
289,576,576,51633,20,hybrid,1000,216,Bangladesh,delta,991894.8115430598,2680.0,989179.7616492443,537,30.22859,0.016,2.2,0.0352,1.0,3.4690000000000003
290,580,580,51633,20,hybrid,1000,216,Bangladesh,delta,992370.9366157989,2540.0,989925.9749971929,719,30.170628,0.016,2.2,0.0352,1.0,3.4690000000000003
295,593,593,51633,20,hybrid,1000,216,Bangladesh,delta,992626.8591414862,2780.0,989878.7419506492,455,30.137482,0.016,2.2,0.0352,1.0,3.4690000000000003
297,595,595,51633,20,hybrid,1000,216,Bangladesh,delta,992675.3848281286,2790.833816709904,989768.815935298,732,30.17264,0.016,2.2,0.0352,1.0,3.4690000000000003
300,603,603,51633,20,hybrid,1000,216,Bangladesh,delta,993781.214256125,2960.0,990907.0848250844,280,30.114452,0.016,2.2,0.0352,1.0,3.4690000000000003
304,618,618,51633,20,hybrid,1000,216,Bangladesh,delta,994251.6698866494,2980.0,991587.7883281934,688,30.18895,0.016,2.2,0.0352,1.0,3.4690000000000003
307,622,622,51633,20,hybrid,1000,216,Bangladesh,alpha,969757.240252456,2520.0,967310.7331411816,805,30.213902,0.016,1.67,0.02672,1.0,3.4690000000000003
308,624,624,51633,20,hybrid,1000,216,Bangladesh,gamma,988179.5762803288,2440.0,985877.7548244696,808,30.16412,0.016,2.0,0.032,1.0,3.4690000000000003
310,627,627,51633,20,hybrid,1000,216,Bangladesh,delta,993305.4160250602,2660.0,990903.6509263648,399,30.136421,0.016,2.2,0.0352,1.0,3.4690000000000003
