,Unnamed: 0,Unnamed: 0.1,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
0,2,2,51633,20,hybrid,1000,216,Mozambique,delta,961079.1780747405,1360.0,959637.4021755996,3,22.425438,0.016,2.2,0.0352,1.0,3.366
1,4,4,51633,20,hybrid,1000,216,Mozambique,beta,783435.4135185074,1280.0,782354.3848372288,376,22.323826,0.016,1.0,0.016,1.0,3.366
3,6,6,51633,20,hybrid,1000,216,Mozambique,beta,779139.2890215511,967.43008370688,778211.2506737356,49,22.326735,0.016,1.0,0.016,1.0,3.366
5,13,13,51633,20,hybrid,1000,216,Mozambique,beta,788113.1565801615,1060.0,786950.5555439009,813,22.268883,0.016,1.0,0.016,1.0,3.366
6,17,17,51633,20,hybrid,1000,216,Mozambique,beta,784142.0083190915,1320.0,782751.743819774,863,22.246605,0.016,1.0,0.016,1.0,3.366
7,19,19,51633,20,hybrid,1000,216,Mozambique,beta,774040.1920911686,1240.0,773088.5496451894,400,22.243935,0.016,1.0,0.016,1.0,3.366
8,20,20,51633,20,hybrid,1000,216,Mozambique,alpha,917589.8629876444,920.0,916815.6820895718,512,22.256773,0.016,1.67,0.02672,1.0,3.366
9,22,22,51633,20,hybrid,1000,216,Mozambique,beta,780456.4269016775,1000.0,779640.0667611035,91,22.152843,0.016,1.0,0.016,1.0,3.366
11,24,24,51633,20,hybrid,1000,216,Mozambique,beta,783511.3976233378,1038.4884258895036,782529.1702949641,16,22.304613,0.016,1.0,0.016,1.0,3.366
12,25,25,51633,20,hybrid,1000,216,Mozambique,delta,962651.229773532,1420.0,960927.0955639656,705,22.40041,0.016,2.2,0.0352,1.0,3.366
13,27,27,51633,20,hybrid,1000,216,Mozambique,beta,782557.5932509277,1120.0,781070.0267817392,1000,22.333252,0.016,1.0,0.016,1.0,3.366
18,43,43,51633,20,hybrid,1000,216,Mozambique,beta,791616.559930956,1038.4884258895036,790213.6851619453,903,22.298878,0.016,1.0,0.016,1.0,3.366
21,47,47,51633,20,hybrid,1000,216,Mozambique,delta,958732.9703367188,1300.0,957472.5139936795,463,22.40553,0.016,2.2,0.0352,1.0,3.366
22,48,48,51633,20,hybrid,1000,216,Mozambique,gamma,945829.1084092614,1260.0,944466.9517117086,489,22.317305,0.016,2.0,0.032,1.0,3.366
25,57,57,51633,20,hybrid,1000,216,Mozambique,beta,786298.3935081516,1100.0,785444.9936645785,888,22.177902,0.016,1.0,0.016,1.0,3.366
26,58,58,51633,20,hybrid,1000,216,Mozambique,beta,778753.1701852262,880.0,777850.4643922024,482,22.306185,0.016,1.0,0.016,1.0,3.366
28,61,61,51633,20,hybrid,1000,216,Mozambique,alpha,917904.3781244964,1320.0,916875.6772522886,342,22.264856,0.016,1.67,0.02672,1.0,3.366
29,64,64,51633,20,hybrid,1000,216,Mozambique,delta,960149.10716824,1360.0,958749.4217671892,356,22.195488,0.016,2.2,0.0352,1.0,3.366
30,67,67,51633,20,hybrid,1000,216,Mozambique,delta,959159.9853088404,1140.0,958403.351545686,23,22.215963,0.016,2.2,0.0352,1.0,3.366
31,70,70,51633,20,hybrid,1000,216,Mozambique,beta,783264.6805849333,960.0,782097.794863266,36,22.269024,0.016,1.0,0.016,1.0,3.366
33,73,73,51633,20,hybrid,1000,216,Mozambique,beta,778446.956842137,920.0,777414.6907037073,410,22.216051,0.016,1.0,0.016,1.0,3.366
34,74,74,51633,20,hybrid,1000,216,Mozambique,beta,784066.7290902094,1020.0,783197.9251463971,38,22.315619,0.016,1.0,0.016,1.0,3.366
36,78,78,51633,20,hybrid,1000,216,Mozambique,beta,783896.2033832896,1120.0,783060.4817742505,982,22.30951,0.016,1.0,0.016,1.0,3.366
37,80,80,51633,20,hybrid,1000,216,Mozambique,beta,786070.6538583832,1060.0,784843.2094195927,953,22.248257,0.016,1.0,0.016,1.0,3.366
38,81,81,51633,20,hybrid,1000,216,Mozambique,alpha,923723.9949847776,1080.0,922822.583428302,36,22.269024,0.016,1.67,0.02672,1.0,3.366
39,82,82,51633,20,hybrid,1000,216,Mozambique,beta,787928.1603184319,1140.0,787006.9185325555,844,22.331978,0.016,1.0,0.016,1.0,3.366
40,83,83,51633,20,hybrid,1000,216,Mozambique,beta,785709.4450911308,1272.8391846454888,784810.3823485491,61,22.3782,0.016,1.0,0.016,1.0,3.366
42,88,88,51633,20,hybrid,1000,216,Mozambique,beta,785470.1807584135,785.159780352,784562.4816260049,746,22.322376,0.016,1.0,0.016,1.0,3.366
43,89,89,51633,20,hybrid,1000,216,Mozambique,alpha,920466.0312060196,1340.0,919328.7032099756,915,22.31147,0.016,1.67,0.02672,1.0,3.366
45,92,92,51633,20,hybrid,1000,216,Mozambique,beta,781013.4338529732,1000.0,779849.3695589055,980,22.201189,0.016,1.0,0.016,1.0,3.366
48,99,99,51633,20,hybrid,1000,216,Mozambique,alpha,919525.3832313528,1100.0,918565.0324035796,536,22.312523,0.016,1.67,0.02672,1.0,3.366
51,106,106,51633,20,hybrid,1000,216,Mozambique,beta,779316.4255439143,855.4070215745863,778418.4477833426,144,22.228619,0.016,1.0,0.016,1.0,3.366
55,110,110,51633,20,hybrid,1000,216,Mozambique,gamma,946319.3383951762,1460.0,944809.5170204889,232,22.140995,0.016,2.0,0.032,1.0,3.366
58,117,117,51633,20,hybrid,1000,216,Mozambique,beta,777738.451504651,902.985984,777134.1236888955,289,22.259315,0.016,1.0,0.016,1.0,3.366
60,120,120,51633,20,hybrid,1000,216,Mozambique,beta,788678.1374086675,840.0,787923.4012288708,727,22.24616,0.016,1.0,0.016,1.0,3.366
62,122,122,51633,20,hybrid,1000,216,Mozambique,beta,778468.604123393,1206.1917364224,777274.1420651599,873,22.110828,0.016,1.0,0.016,1.0,3.366
63,124,124,51633,20,hybrid,1000,216,Mozambique,beta,784251.4888792059,1200.0,782797.7701004881,327,22.262114,0.016,1.0,0.016,1.0,3.366
66,133,133,51633,20,hybrid,1000,216,Mozambique,beta,784408.8212258113,940.0,783153.4389685865,771,22.29331,0.016,1.0,0.016,1.0,3.366
67,135,135,51633,20,hybrid,1000,216,Mozambique,beta,786415.2331182412,1148.916100448256,785186.9631736602,879,22.200682,0.016,1.0,0.016,1.0,3.366
69,138,138,51633,20,hybrid,1000,216,Mozambique,beta,787042.1290279665,1140.0,785588.2923191185,183,22.388685,0.016,1.0,0.016,1.0,3.366
76,150,150,51633,20,hybrid,1000,216,Mozambique,beta,778543.6586862465,1189.1877464274107,777484.2310496178,430,22.305538,0.016,1.0,0.016,1.0,3.366
77,151,151,51633,20,hybrid,1000,216,Mozambique,beta,783552.9808593881,1060.0,782485.2682980741,312,22.17772,0.016,1.0,0.016,1.0,3.366
79,153,153,51633,20,hybrid,1000,216,Mozambique,alpha,923786.631776178,1000.0,923143.930146378,317,22.236244,0.016,1.67,0.02672,1.0,3.366
80,155,155,51633,20,hybrid,1000,216,Mozambique,beta,788848.8077665223,1120.0,787446.7799759428,129,22.320257,0.016,1.0,0.016,1.0,3.366
81,157,157,51633,20,hybrid,1000,216,Mozambique,beta,785477.3582949897,1240.0,783766.248693954,511,22.504543,0.016,1.0,0.016,1.0,3.366
83,160,160,51633,20,hybrid,1000,216,Mozambique,beta,776860.6715742568,992.8391846454888,775991.6571366154,154,22.23254,0.016,1.0,0.016,1.0,3.366
84,162,162,51633,20,hybrid,1000,216,Mozambique,beta,790602.5610781789,1187.43008370688,789497.9849614808,885,22.407305,0.016,1.0,0.016,1.0,3.366
85,163,163,51633,20,hybrid,1000,216,Mozambique,beta,777498.1191979087,740.0,776568.017694046,676,22.132515,0.016,1.0,0.016,1.0,3.366
87,165,165,51633,20,hybrid,1000,216,Mozambique,beta,784693.4905657967,960.0,784064.317274468,778,22.295374,0.016,1.0,0.016,1.0,3.366
88,166,166,51633,20,hybrid,1000,216,Mozambique,gamma,946893.3553468346,1320.0,945402.6294719476,917,22.37212,0.016,2.0,0.032,1.0,3.366
90,169,169,51633,20,hybrid,1000,216,Mozambique,beta,777791.7730870756,867.4300837068799,776863.5681522237,258,22.324003,0.016,1.0,0.016,1.0,3.366
92,173,173,51633,20,hybrid,1000,216,Mozambique,beta,777875.5412782825,1260.0,776773.2438768931,345,22.252058,0.016,1.0,0.016,1.0,3.366
94,177,177,51633,20,hybrid,1000,216,Mozambique,gamma,943844.9023071948,1020.0,943039.6511531852,988,22.174093,0.016,2.0,0.032,1.0,3.366
95,179,179,51633,20,hybrid,1000,216,Mozambique,gamma,947040.0334347412,1200.0,945994.2805732908,902,22.230043,0.016,2.0,0.032,1.0,3.366
96,180,180,51633,20,hybrid,1000,216,Mozambique,beta,787831.1841826481,960.0,787080.9460877483,738,22.234879,0.016,1.0,0.016,1.0,3.366
98,182,182,51633,20,hybrid,1000,216,Mozambique,beta,782095.8197542769,930.6993205379072,780898.0278114154,508,22.45672,0.016,1.0,0.016,1.0,3.366
102,192,192,51633,20,hybrid,1000,216,Mozambique,beta,779445.3667934281,820.0,778695.1278565577,663,22.331089,0.016,1.0,0.016,1.0,3.366
105,199,199,51633,20,hybrid,1000,216,Mozambique,beta,783902.6679911421,1100.0,782333.226462347,744,22.440111,0.016,1.0,0.016,1.0,3.366
107,203,203,51633,20,hybrid,1000,216,Mozambique,beta,787727.1877617132,880.0,786968.5722189653,818,22.383804,0.016,1.0,0.016,1.0,3.366
109,209,209,51633,20,hybrid,1000,216,Mozambique,beta,780053.7705764201,1000.0,779449.9746106965,402,22.283691,0.016,1.0,0.016,1.0,3.366
110,211,211,51633,20,hybrid,1000,216,Mozambique,gamma,949909.179144744,940.0,948977.9294586548,565,22.415888,0.016,2.0,0.032,1.0,3.366
111,213,213,51633,20,hybrid,1000,216,Mozambique,alpha,920144.0822966208,1045.159780352,919183.0501754092,210,22.30765,0.016,1.67,0.02672,1.0,3.366
112,214,214,51633,20,hybrid,1000,216,Mozambique,beta,782257.8012106324,968.916100448256,781007.0233529985,150,22.297571,0.016,1.0,0.016,1.0,3.366
115,218,218,51633,20,hybrid,1000,216,Mozambique,beta,780849.3189362602,1285.159780352,779727.2874170108,478,22.241055,0.016,1.0,0.016,1.0,3.366
117,221,221,51633,20,hybrid,1000,216,Mozambique,beta,785000.5664670985,880.0,784437.978656725,148,22.347229,0.016,1.0,0.016,1.0,3.366
119,224,224,51633,20,hybrid,1000,216,Mozambique,beta,791616.559930956,1038.4884258895036,790213.6851619453,903,22.298878,0.016,1.0,0.016,1.0,3.366
121,229,229,51633,20,hybrid,1000,216,Mozambique,beta,771894.7308780446,995.4070215745865,770783.9434106288,702,22.227657,0.016,1.0,0.016,1.0,3.366
122,232,232,51633,20,hybrid,1000,216,Mozambique,beta,787902.795610182,980.0,786666.8003585555,749,22.304844,0.016,1.0,0.016,1.0,3.366
123,233,233,51633,20,hybrid,1000,216,Mozambique,beta,785025.0541298483,1180.0,783865.5839180927,822,22.294577,0.016,1.0,0.016,1.0,3.366
124,234,234,51633,20,hybrid,1000,216,Mozambique,beta,787308.5703785904,1000.0,786424.7307662644,851,22.335396,0.016,1.0,0.016,1.0,3.366
126,237,237,51633,20,hybrid,1000,216,Mozambique,beta,781840.4696114616,1121.728,780974.8683122391,567,22.177069,0.016,1.0,0.016,1.0,3.366
127,238,238,51633,20,hybrid,1000,216,Mozambique,beta,781635.3178039198,880.0,781403.3499000209,670,22.256237,0.016,1.0,0.016,1.0,3.366
128,239,239,51633,20,hybrid,1000,216,Mozambique,gamma,946168.4325880124,1160.0,945074.965595425,352,22.208,0.016,2.0,0.032,1.0,3.366
130,242,242,51633,20,hybrid,1000,216,Mozambique,beta,778879.7429386168,840.0,777868.1885639355,48,22.266283,0.016,1.0,0.016,1.0,3.366
131,244,244,51633,20,hybrid,1000,216,Mozambique,beta,786229.4808767946,820.0,785648.6268168683,568,22.214254,0.016,1.0,0.016,1.0,3.366
132,245,245,51633,20,hybrid,1000,216,Mozambique,beta,787448.1541302203,860.0,787212.4825086405,669,22.207167,0.016,1.0,0.016,1.0,3.366
134,248,248,51633,20,hybrid,1000,216,Mozambique,beta,782548.0567415894,987.43008370688,781709.0453689611,600,22.254566,0.016,1.0,0.016,1.0,3.366
136,251,251,51633,20,hybrid,1000,216,Mozambique,beta,784561.3466735118,1120.0,783589.1967352731,371,22.349592,0.016,1.0,0.016,1.0,3.366
138,257,257,51633,20,hybrid,1000,216,Mozambique,beta,776768.7331472847,860.0,775871.0415041775,630,22.167883,0.016,1.0,0.016,1.0,3.366
140,260,260,51633,20,hybrid,1000,216,Mozambique,beta,786052.7503703185,957.1350215745864,785276.7359183552,336,22.378588,0.016,1.0,0.016,1.0,3.366
142,265,265,51633,20,hybrid,1000,216,Mozambique,beta,782399.3223767572,1023.6482062415035,780981.8844012832,680,22.080503,0.016,1.0,0.016,1.0,3.366
143,266,266,51633,20,hybrid,1000,216,Mozambique,beta,786742.2604651928,1072.8391846454888,785958.6243050223,26,22.399319,0.016,1.0,0.016,1.0,3.366
146,269,269,51633,20,hybrid,1000,216,Mozambique,beta,773192.9467406983,895.4070215745863,772746.4564573301,363,22.126654,0.016,1.0,0.016,1.0,3.366
148,274,274,51633,20,hybrid,1000,216,Mozambique,alpha,922107.7351909644,1220.0,920489.658990135,26,22.399319,0.016,1.67,0.02672,1.0,3.366
150,276,276,51633,20,hybrid,1000,216,Mozambique,beta,790340.6217094774,1132.8391846454888,789121.0149134159,984,22.271204,0.016,1.0,0.016,1.0,3.366
151,281,281,51633,20,hybrid,1000,216,Mozambique,beta,784192.3248311381,1098.4884258895036,783527.8590458935,784,22.261951,0.016,1.0,0.016,1.0,3.366
152,286,286,51633,20,hybrid,1000,216,Mozambique,beta,780987.5175337638,1285.159780352,779879.3788573656,575,22.415026,0.016,1.0,0.016,1.0,3.366
160,303,303,51633,20,hybrid,1000,216,Mozambique,beta,785402.3960934647,920.0,784688.7786692759,531,22.363575,0.016,1.0,0.016,1.0,3.366
161,305,305,51633,20,hybrid,1000,216,Mozambique,beta,784880.5447175473,1120.0,783732.7428561673,443,22.309341,0.016,1.0,0.016,1.0,3.366
163,310,310,51633,20,hybrid,1000,216,Mozambique,beta,788678.1374086675,840.0,787923.4012288708,727,22.24616,0.016,1.0,0.016,1.0,3.366
164,312,312,51633,20,hybrid,1000,216,Mozambique,beta,778285.175667437,1152.8391846454888,777282.9307405989,719,22.266237,0.016,1.0,0.016,1.0,3.366
166,322,322,51633,20,hybrid,1000,216,Mozambique,beta,783750.2591697813,1080.0,783042.0298286774,946,22.369045,0.016,1.0,0.016,1.0,3.366
167,324,324,51633,20,hybrid,1000,216,Mozambique,beta,782510.6823895336,1222.0736,781658.7420131186,280,22.211939,0.016,1.0,0.016,1.0,3.366
169,327,327,51633,20,hybrid,1000,216,Mozambique,beta,783503.6624759762,1240.0,782246.8986770402,976,22.238543,0.016,1.0,0.016,1.0,3.366
171,329,329,51633,20,hybrid,1000,216,Mozambique,beta,791192.2757591133,1305.159780352,789800.4481838258,13,22.318682,0.016,1.0,0.016,1.0,3.366
173,333,333,51633,20,hybrid,1000,216,Mozambique,beta,782074.3231613697,1160.0,781096.1960187271,14,22.2673,0.016,1.0,0.016,1.0,3.366
178,344,344,51633,20,hybrid,1000,216,Mozambique,gamma,947307.2446434976,1340.0,946117.0267358654,204,22.137297,0.016,2.0,0.032,1.0,3.366
179,347,347,51633,20,hybrid,1000,216,Mozambique,beta,778744.2946375299,1300.0,777226.2227034118,234,22.313782,0.016,1.0,0.016,1.0,3.366
182,351,351,51633,20,hybrid,1000,216,Mozambique,beta,780806.6328715978,820.0,780062.4215471232,395,22.305696,0.016,1.0,0.016,1.0,3.366
184,354,354,51633,20,hybrid,1000,216,Mozambique,beta,782685.6281413727,1086.1201623119036,782093.803538928,413,22.213379,0.016,1.0,0.016,1.0,3.366
187,359,359,51633,20,hybrid,1000,216,Mozambique,beta,787928.1603184319,1140.0,787006.9185325555,844,22.331978,0.016,1.0,0.016,1.0,3.366
188,360,360,51633,20,hybrid,1000,216,Mozambique,beta,774627.4572505346,980.0,773001.5074220344,202,22.17669,0.016,1.0,0.016,1.0,3.366
189,363,363,51633,20,hybrid,1000,216,Mozambique,beta,783511.3976233378,1038.4884258895036,782529.1702949641,16,22.304613,0.016,1.0,0.016,1.0,3.366
190,365,365,51633,20,hybrid,1000,216,Mozambique,beta,786817.9494607465,978.4884258895036,785430.841319874,239,22.21398,0.016,1.0,0.016,1.0,3.366
193,368,368,51633,20,hybrid,1000,216,Mozambique,gamma,946817.6541357492,1160.0,945468.6425302422,942,22.221806,0.016,2.0,0.032,1.0,3.366
194,369,369,51633,20,hybrid,1000,216,Mozambique,beta,784835.3047775992,938.3930055745864,783550.1149216255,298,22.358007,0.016,1.0,0.016,1.0,3.366
196,372,372,51633,20,hybrid,1000,216,Mozambique,beta,781703.169317309,962.985984,781009.9055571011,615,22.346767,0.016,1.0,0.016,1.0,3.366
198,374,374,51633,20,hybrid,1000,216,Mozambique,alpha,922813.0693616108,1140.0,921858.9702445772,656,22.239624,0.016,1.67,0.02672,1.0,3.366
199,375,375,51633,20,hybrid,1000,216,Mozambique,beta,792163.8730635052,920.0,791667.5219650266,460,22.45974,0.016,1.0,0.016,1.0,3.366
201,379,379,51633,20,hybrid,1000,216,Mozambique,beta,778847.9089343337,882.7882428495036,778334.3457461612,232,22.140995,0.016,1.0,0.016,1.0,3.366
206,393,393,51633,20,hybrid,1000,216,Mozambique,beta,777300.2689780532,1040.0,775836.5094510738,956,22.022879,0.016,1.0,0.016,1.0,3.366
210,404,404,51633,20,hybrid,1000,216,Mozambique,beta,785472.9766734749,920.0,784488.6645020369,361,22.228329,0.016,1.0,0.016,1.0,3.366
211,407,407,51633,20,hybrid,1000,216,Mozambique,beta,782638.9758486436,800.0,782006.8394584516,301,22.275688,0.016,1.0,0.016,1.0,3.366
212,408,408,51633,20,hybrid,1000,216,Mozambique,alpha,921634.278427242,1240.0,920528.288274502,978,22.30574,0.016,1.67,0.02672,1.0,3.366
213,409,409,51633,20,hybrid,1000,216,Mozambique,beta,784675.7620366894,1060.0,783572.9951606218,731,22.386826,0.016,1.0,0.016,1.0,3.366
214,410,410,51633,20,hybrid,1000,216,Mozambique,beta,783737.4972435404,1040.0,782587.9262323945,270,22.27317,0.016,1.0,0.016,1.0,3.366
219,421,421,51633,20,hybrid,1000,216,Mozambique,beta,783794.8377121785,1095.4070215745865,782521.3001869032,138,22.329803,0.016,1.0,0.016,1.0,3.366
221,424,424,51633,20,hybrid,1000,216,Mozambique,beta,779441.8343366941,1100.0,778275.4717512389,479,22.186958,0.016,1.0,0.016,1.0,3.366
224,430,430,51633,20,hybrid,1000,216,Mozambique,beta,787570.7808696099,944.29981696,786474.7264065474,900,22.260592,0.016,1.0,0.016,1.0,3.366
226,433,433,51633,20,hybrid,1000,216,Mozambique,beta,789778.3684501911,1040.0,788464.7393693503,756,22.295025,0.016,1.0,0.016,1.0,3.366
228,435,435,51633,20,hybrid,1000,216,Mozambique,beta,781747.5653580488,1110.6993205379072,780832.0760823637,405,22.155869,0.016,1.0,0.016,1.0,3.366
232,452,452,51633,20,hybrid,1000,216,Mozambique,beta,780855.5395698508,976.8910569603072,779944.9365320472,261,22.278545,0.016,1.0,0.016,1.0,3.366
233,453,453,51633,20,hybrid,1000,216,Mozambique,beta,783646.9371901484,1220.0,782165.1326216226,848,22.37562,0.016,1.0,0.016,1.0,3.366
234,456,456,51633,20,hybrid,1000,216,Mozambique,alpha,923386.8167173424,1460.0,922315.9573745664,974,22.357628,0.016,1.67,0.02672,1.0,3.366
235,457,457,51633,20,hybrid,1000,216,Mozambique,beta,788311.4431464862,1206.1917364224,787625.2792780823,991,22.260878,0.016,1.0,0.016,1.0,3.366
236,463,463,51633,20,hybrid,1000,216,Mozambique,delta,962656.5169699877,1020.0,961684.6162189952,669,22.207167,0.016,2.2,0.0352,1.0,3.366
237,465,465,51633,20,hybrid,1000,216,Mozambique,beta,783198.880085931,1054.9991374979072,782108.7248940251,439,22.16911,0.016,1.0,0.016,1.0,3.366
239,469,469,51633,20,hybrid,1000,216,Mozambique,beta,782914.6059914487,760.0,782463.5071305234,896,22.24058,0.016,1.0,0.016,1.0,3.366
240,470,470,51633,20,hybrid,1000,216,Mozambique,beta,786924.6041314761,1120.0,785924.5099784369,831,22.308008,0.016,1.0,0.016,1.0,3.366
241,471,471,51633,20,hybrid,1000,216,Mozambique,beta,793622.8840903934,920.0,792800.7131048073,761,22.313751,0.016,1.0,0.016,1.0,3.366
242,474,474,51633,20,hybrid,1000,216,Mozambique,beta,785515.1286154914,1272.8391846454888,784974.5699691311,37,22.114517,0.016,1.0,0.016,1.0,3.366
244,478,478,51633,20,hybrid,1000,216,Mozambique,beta,774410.4895230803,1040.0,773574.5343163684,815,22.274897,0.016,1.0,0.016,1.0,3.366
245,480,480,51633,20,hybrid,1000,216,Mozambique,beta,782357.0548372758,904.29981696,781251.7730897309,971,22.29337,0.016,1.0,0.016,1.0,3.366
247,488,488,51633,20,hybrid,1000,216,Mozambique,beta,774049.8728664485,840.0,773580.8784254185,716,22.11441,0.016,1.0,0.016,1.0,3.366
250,498,498,51633,20,hybrid,1000,216,Mozambique,beta,786195.0845536663,1063.538505183396,785698.7185923829,895,22.169155,0.016,1.0,0.016,1.0,3.366
251,505,505,51633,20,hybrid,1000,216,Mozambique,gamma,950532.2108188014,1280.0,949209.4892756091,158,22.301949,0.016,2.0,0.032,1.0,3.366
256,513,513,51633,20,hybrid,1000,216,Mozambique,beta,789826.5692932981,1020.0,788330.3405404311,297,22.22542,0.016,1.0,0.016,1.0,3.366
258,517,517,51633,20,hybrid,1000,216,Mozambique,delta,958326.9790874632,1020.0,957196.9825368784,823,22.12838,0.016,2.2,0.0352,1.0,3.366
259,518,518,51633,20,hybrid,1000,216,Mozambique,beta,775743.95178163,1145.159780352,774768.5837047183,808,22.261833,0.016,1.0,0.016,1.0,3.366
260,520,520,51633,20,hybrid,1000,216,Mozambique,beta,777875.5412782825,1260.0,776773.2438768931,345,22.252058,0.016,1.0,0.016,1.0,3.366
262,522,522,51633,20,hybrid,1000,216,Mozambique,beta,783629.1735920736,1190.6993205379072,782122.433852087,901,22.317375,0.016,1.0,0.016,1.0,3.366
263,523,523,51633,20,hybrid,1000,216,Mozambique,beta,774052.9670811716,968.916100448256,773350.0703445978,307,22.202097,0.016,1.0,0.016,1.0,3.366
267,539,539,51633,20,hybrid,1000,216,Mozambique,beta,777738.451504651,902.985984,777134.1236888955,289,22.259315,0.016,1.0,0.016,1.0,3.366
269,541,541,51633,20,hybrid,1000,216,Mozambique,beta,783582.5708417249,1080.0,782602.187555644,585,22.347944,0.016,1.0,0.016,1.0,3.366
270,542,542,51633,20,hybrid,1000,216,Mozambique,beta,789826.5692932981,1020.0,788330.3405404311,297,22.22542,0.016,1.0,0.016,1.0,3.366
271,543,543,51633,20,hybrid,1000,216,Mozambique,beta,781420.8829391783,1020.0,780502.1257516866,463,22.40553,0.016,1.0,0.016,1.0,3.366
275,548,548,51633,20,hybrid,1000,216,Mozambique,alpha,922101.7187709664,1220.0,920806.7519950484,373,22.200214,0.016,1.67,0.02672,1.0,3.366
276,550,550,51633,20,hybrid,1000,216,Mozambique,alpha,916864.9436245188,1220.0,915634.364556988,934,22.202816,0.016,1.67,0.02672,1.0,3.366
277,551,551,51633,20,hybrid,1000,216,Mozambique,alpha,917820.1842334828,1200.0,916380.1460894308,449,22.169495,0.016,1.67,0.02672,1.0,3.366
280,555,555,51633,20,hybrid,1000,216,Mozambique,beta,778589.24838902,960.0,777438.5120212768,989,22.241537,0.016,1.0,0.016,1.0,3.366
281,560,560,51633,20,hybrid,1000,216,Mozambique,beta,787140.3028520698,1040.0,786364.1040156772,217,22.162554,0.016,1.0,0.016,1.0,3.366
283,564,564,51633,20,hybrid,1000,216,Mozambique,beta,776595.9666927683,1003.5831808,775221.4151133853,163,22.314423,0.016,1.0,0.016,1.0,3.366
286,569,569,51633,20,hybrid,1000,216,Mozambique,beta,783672.9628994553,1078.4884258895036,782876.0989816627,762,22.233198,0.016,1.0,0.016,1.0,3.366
287,577,577,51633,20,hybrid,1000,216,Mozambique,beta,784866.0676951372,920.0,784270.7961159667,407,22.330791,0.016,1.0,0.016,1.0,3.366
288,578,578,51633,20,hybrid,1000,216,Mozambique,beta,792714.0332733088,880.0,791794.1708434615,706,22.418022,0.016,1.0,0.016,1.0,3.366
290,582,582,51633,20,hybrid,1000,216,Mozambique,beta,785302.252619677,1160.0,784386.469479824,812,22.1397,0.016,1.0,0.016,1.0,3.366
292,585,585,51633,20,hybrid,1000,216,Mozambique,beta,784013.4875109814,1000.0,782879.702171135,579,22.479832,0.016,1.0,0.016,1.0,3.366
294,588,588,51633,20,hybrid,1000,216,Mozambique,alpha,925946.9233339936,1040.0,925377.8366993216,921,22.328932,0.016,1.67,0.02672,1.0,3.366
295,590,590,51633,20,hybrid,1000,216,Mozambique,beta,782797.2553140182,1026.1917364224,781771.4928325061,944,22.367374,0.016,1.0,0.016,1.0,3.366
298,596,596,51633,20,hybrid,1000,216,Mozambique,beta,781687.2010504233,948.916100448256,781079.3465989962,6,22.196218,0.016,1.0,0.016,1.0,3.366
300,599,599,51633,20,hybrid,1000,216,Mozambique,beta,779665.9754885347,1325.059584,778419.5179054297,774,22.314003,0.016,1.0,0.016,1.0,3.366
304,605,605,51633,20,hybrid,1000,216,Mozambique,beta,784277.6098042086,967.43008370688,783359.4276127182,791,22.321941,0.016,1.0,0.016,1.0,3.366
305,606,606,51633,20,hybrid,1000,216,Mozambique,beta,784179.3830780702,1140.0,782585.6884379748,502,22.303242,0.016,1.0,0.016,1.0,3.366
308,609,609,51633,20,hybrid,1000,216,Mozambique,beta,785677.6618560131,1100.0,784678.612902127,905,22.362047,0.016,1.0,0.016,1.0,3.366
311,614,614,51633,20,hybrid,1000,216,Mozambique,beta,783365.8053216911,920.0,782599.0293117939,748,22.195026,0.016,1.0,0.016,1.0,3.366
316,625,625,51633,20,hybrid,1000,216,Mozambique,beta,782605.9924427163,1212.8391846454888,780961.4615508886,985,22.278746,0.016,1.0,0.016,1.0,3.366
319,632,632,51633,20,hybrid,1000,216,Mozambique,beta,791961.3876897248,820.0,791489.8393377489,591,22.350998,0.016,1.0,0.016,1.0,3.366
320,633,633,51633,20,hybrid,1000,216,Mozambique,beta,787911.4912328271,905.159780352,786740.5926996619,583,22.22698,0.016,1.0,0.016,1.0,3.366
321,636,636,51633,20,hybrid,1000,216,Mozambique,beta,792294.7141631797,1327.43008370688,791545.4575066859,438,22.376253,0.016,1.0,0.016,1.0,3.366
323,642,642,51633,20,hybrid,1000,216,Mozambique,beta,781481.271781343,980.0,780851.1817416875,315,22.337294,0.016,1.0,0.016,1.0,3.366
331,663,663,51633,20,hybrid,1000,216,Mozambique,beta,782226.465046769,1080.0,781394.7556743417,915,22.31147,0.016,1.0,0.016,1.0,3.366
332,665,665,51633,20,hybrid,1000,216,Mozambique,beta,790602.5610781789,1187.43008370688,789497.9849614808,885,22.407305,0.016,1.0,0.016,1.0,3.366
336,672,672,51633,20,hybrid,1000,216,Mozambique,beta,778285.175667437,1152.8391846454888,777282.9307405989,719,22.266237,0.016,1.0,0.016,1.0,3.366
337,673,673,51633,20,hybrid,1000,216,Mozambique,beta,785402.3960934647,920.0,784688.7786692759,531,22.363575,0.016,1.0,0.016,1.0,3.366
339,678,678,51633,20,hybrid,1000,216,Mozambique,beta,780056.970488805,860.0,779293.9204807405,554,22.388092,0.016,1.0,0.016,1.0,3.366
341,683,683,51633,20,hybrid,1000,216,Mozambique,beta,795587.315574653,880.0,794896.7196801449,800,22.260378,0.016,1.0,0.016,1.0,3.366
