,Unnamed: 0,Unnamed: 0.1,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
825,1674,1674,51633,20,hybrid,1000,216,Oman,delta,1017420.4432397606,1280.0,1016213.7969728026,484,29.914444,0.016,2.2,0.0352,1.0,7.017
826,1675,1675,51633,20,hybrid,1000,216,Oman,alpha,1006262.0928665404,1600.0,1004679.8356676073,983,29.945639,0.016,1.67,0.02672,1.0,7.017
827,1676,1676,51633,20,hybrid,1000,216,Oman,gamma,1014655.4886713524,1160.0,1013453.7983685752,210,29.994001,0.016,2.0,0.032,1.0,7.017
830,1679,1679,51633,20,hybrid,1000,216,Oman,delta,1017444.7502604212,1740.0,1015862.8874025162,878,29.949335,0.016,2.2,0.0352,1.0,7.017
834,1692,1692,51633,20,hybrid,1000,216,Oman,gamma,1013841.1784951496,1340.0,1012514.206644946,445,30.01133,0.016,2.0,0.032,1.0,7.017
835,1693,1693,51633,20,hybrid,1000,216,Oman,gamma,1014255.4895789378,1620.0,1012719.6557005972,958,30.043411,0.016,2.0,0.032,1.0,7.017
838,1699,1699,51633,20,hybrid,1000,216,Oman,alpha,1006715.5438620612,1560.0,1005206.8824303162,654,30.089159,0.016,1.67,0.02672,1.0,7.017
841,1704,1704,51633,20,hybrid,1000,216,Oman,beta,958884.8903650084,1580.8250477765905,957177.5224718414,703,30.132435,0.016,1.0,0.016,1.0,7.017
844,1710,1710,51633,20,hybrid,1000,216,Oman,gamma,1014174.1700986983,1160.0,1013040.734648529,954,29.866673,0.016,2.0,0.032,1.0,7.017
845,1713,1713,51633,20,hybrid,1000,216,Oman,gamma,1015626.3564304988,1340.0,1014248.9966536172,598,29.952242,0.016,2.0,0.032,1.0,7.017
849,1725,1725,51633,20,hybrid,1000,216,Oman,gamma,1013701.0085757416,1600.0,1012284.5378634027,658,29.978998,0.016,2.0,0.032,1.0,7.017
850,1726,1726,51633,20,hybrid,1000,216,Oman,alpha,1003821.736697114,1280.0,1002569.2786257394,647,29.927515,0.016,1.67,0.02672,1.0,7.017
851,1728,1728,51633,20,hybrid,1000,216,Oman,gamma,1014654.89407872,1580.0,1013146.688349659,787,30.075794,0.016,2.0,0.032,1.0,7.017
852,1729,1729,51633,20,hybrid,1000,216,Oman,gamma,1014612.1782752256,1360.0,1013270.5044573968,947,30.01628,0.016,2.0,0.032,1.0,7.017
853,1730,1730,51633,20,hybrid,1000,216,Oman,gamma,1014190.105905486,1280.0,1012741.8061020744,723,29.944548,0.016,2.0,0.032,1.0,7.017
855,1735,1735,51633,20,hybrid,1000,216,Oman,gamma,1014937.3784905288,1460.0,1013508.038880402,677,29.99411,0.016,2.0,0.032,1.0,7.017
858,1745,1745,51633,20,hybrid,1000,216,Oman,delta,1018550.4782975966,1420.0,1017140.8464404364,622,29.95804,0.016,2.2,0.0352,1.0,7.017
859,1746,1746,51633,20,hybrid,1000,216,Oman,gamma,1013941.4439814657,1500.0,1012334.5392199428,892,30.068375,0.016,2.0,0.032,1.0,7.017
860,1748,1748,51633,20,hybrid,1000,216,Oman,gamma,1014107.3336561642,1180.0000000000002,1013085.603142387,592,29.938637,0.016,2.0,0.032,1.0,7.017
864,1766,1766,51633,20,hybrid,1000,216,Oman,alpha,1004756.4043283262,1260.0,1003484.9367166376,495,29.859228,0.016,1.67,0.02672,1.0,7.017
865,1770,1770,51633,20,hybrid,1000,216,Oman,gamma,1014069.0984632628,1620.0,1012527.901960882,840,29.996693,0.016,2.0,0.032,1.0,7.017
868,1777,1777,51633,20,hybrid,1000,216,Oman,gamma,1014817.4481031704,2000.0,1012972.4053008064,47,30.048225,0.016,2.0,0.032,1.0,7.017
870,1781,1781,51633,20,hybrid,1000,216,Oman,gamma,1013803.8437212748,1260.0,1012674.3784765784,19,30.01676,0.016,2.0,0.032,1.0,7.017
873,1786,1786,51633,20,hybrid,1000,216,Oman,alpha,1005218.5826802657,1440.0,1003557.241587694,904,29.95804,0.016,1.67,0.02672,1.0,7.017
881,1804,1804,51633,20,hybrid,1000,216,Oman,gamma,1013520.1258051366,1320.0,1012260.1616286616,664,29.831575,0.016,2.0,0.032,1.0,7.017
883,1806,1806,51633,20,hybrid,1000,216,Oman,beta,957702.7441428212,1120.0,956469.124794059,111,29.904823,0.016,1.0,0.016,1.0,7.017
884,1807,1807,51633,20,hybrid,1000,216,Oman,gamma,1011957.0592097436,1480.0,1010455.5853229598,6,29.843058,0.016,2.0,0.032,1.0,7.017
885,1808,1808,51633,20,hybrid,1000,216,Oman,gamma,1014813.8226728868,1320.0,1013663.6950115449,241,29.960865,0.016,2.0,0.032,1.0,7.017
886,1814,1814,51633,20,hybrid,1000,216,Oman,gamma,1012807.5432460028,1620.0,1010994.2058290086,402,29.954308,0.016,2.0,0.032,1.0,7.017
887,1816,1816,51633,20,hybrid,1000,216,Oman,beta,954940.8482600496,1400.0,953522.9586884276,704,29.839998,0.016,1.0,0.016,1.0,7.017
889,1818,1818,51633,20,hybrid,1000,216,Oman,gamma,1015220.1463734744,1280.0,1013897.0714209196,730,29.996742,0.016,2.0,0.032,1.0,7.017
891,1821,1821,51633,20,hybrid,1000,216,Oman,gamma,1013172.8171884558,1420.0000000000002,1011856.500719786,251,29.925135,0.016,2.0,0.032,1.0,7.017
896,1831,1831,51633,20,hybrid,1000,216,Oman,gamma,1013125.2657757136,1540.0,1011637.041184606,757,29.947248,0.016,2.0,0.032,1.0,7.017
897,1832,1832,51633,20,hybrid,1000,216,Oman,delta,1017339.0279022934,1580.0,1015667.7045548467,493,30.005531,0.016,2.2,0.0352,1.0,7.017
901,1837,1837,51633,20,hybrid,1000,216,Oman,gamma,1014277.0778070558,1400.0,1012795.3551256674,2,29.819454,0.016,2.0,0.032,1.0,7.017
903,1839,1839,51633,20,hybrid,1000,216,Oman,gamma,1013722.0920746108,1700.0,1012144.0080571992,549,29.943186,0.016,2.0,0.032,1.0,7.017
909,1851,1851,51633,20,hybrid,1000,216,Oman,gamma,1013943.5069462352,1600.0,1012226.6695495368,275,30.018465,0.016,2.0,0.032,1.0,7.017
910,1853,1853,51633,20,hybrid,1000,216,Oman,gamma,1014472.4288700548,1560.0,1013078.138967554,712,29.882479,0.016,2.0,0.032,1.0,7.017
911,1855,1855,51633,20,hybrid,1000,216,Oman,gamma,1015132.1756920269,1200.0,1013798.9181085262,820,29.851744,0.016,2.0,0.032,1.0,7.017
912,1857,1857,51633,20,hybrid,1000,216,Oman,beta,955061.5030239844,1300.0,953721.7253753864,2,29.819454,0.016,1.0,0.016,1.0,7.017
913,1858,1858,51633,20,hybrid,1000,216,Oman,gamma,1014060.7574933436,1380.0,1012726.0465117532,8,29.969793,0.016,2.0,0.032,1.0,7.017
914,1860,1860,51633,20,hybrid,1000,216,Oman,gamma,1014426.8415104018,1680.0,1012682.7326959084,778,30.009878,0.016,2.0,0.032,1.0,7.017
923,1877,1877,51633,20,hybrid,1000,216,Oman,gamma,1013551.0929076644,1320.0,1012039.5270409056,115,29.950794,0.016,2.0,0.032,1.0,7.017
925,1885,1885,51633,20,hybrid,1000,216,Oman,gamma,1013450.8530090275,1580.0,1011936.9484683712,839,29.911718,0.016,2.0,0.032,1.0,7.017
927,1894,1894,51633,20,hybrid,1000,216,Oman,beta,952599.9467498217,1540.0,950935.9728515074,307,29.86478,0.016,1.0,0.016,1.0,7.017
928,1896,1896,51633,20,hybrid,1000,216,Oman,gamma,1012667.258500984,1460.0,1011225.2218208654,961,29.939611,0.016,2.0,0.032,1.0,7.017
930,1902,1902,51633,20,hybrid,1000,216,Oman,gamma,1012701.2561078502,1440.0,1011404.7921338644,452,30.039919,0.016,2.0,0.032,1.0,7.017
931,1904,1904,51633,20,hybrid,1000,216,Oman,gamma,1014446.5117796316,1420.0,1013139.9970123664,748,29.91009,0.016,2.0,0.032,1.0,7.017
933,1907,1907,51633,20,hybrid,1000,216,Oman,gamma,1014457.1254674213,1620.0,1012681.683505805,726,30.03324,0.016,2.0,0.032,1.0,7.017
934,1908,1908,51633,20,hybrid,1000,216,Oman,beta,956369.314081328,1240.0,954976.9960580252,723,29.944548,0.016,1.0,0.016,1.0,7.017
936,1911,1911,51633,20,hybrid,1000,216,Oman,gamma,1015374.8568478064,1560.0,1013920.264376869,798,30.060322,0.016,2.0,0.032,1.0,7.017
937,1914,1914,51633,20,hybrid,1000,216,Oman,delta,1017819.6321670088,1480.0,1016328.424954375,886,29.940588,0.016,2.2,0.0352,1.0,7.017
939,1920,1920,51633,20,hybrid,1000,216,Oman,gamma,1013917.8413952028,1480.0,1012455.3687383436,536,29.973776,0.016,2.0,0.032,1.0,7.017
943,1925,1925,51633,20,hybrid,1000,216,Oman,beta,956017.315165995,1580.0,954498.777046635,929,29.933352,0.016,1.0,0.016,1.0,7.017
945,1928,1928,51633,20,hybrid,1000,216,Oman,gamma,1013296.7617331909,1520.0,1011902.623709574,517,29.946903,0.016,2.0,0.032,1.0,7.017
946,1929,1929,51633,20,hybrid,1000,216,Oman,gamma,1013923.4771881624,1769.3237397653568,1012239.2739339492,593,30.074625,0.016,2.0,0.032,1.0,7.017
947,1931,1931,51633,20,hybrid,1000,216,Oman,gamma,1013523.9171433452,1320.0,1012406.968319448,612,30.0779,0.016,2.0,0.032,1.0,7.017
948,1933,1933,51633,20,hybrid,1000,216,Oman,gamma,1013892.134374424,1640.0,1012217.6002983009,606,30.041376,0.016,2.0,0.032,1.0,7.017
950,1937,1937,51633,20,hybrid,1000,216,Oman,beta,958497.9245962776,1360.0,956682.6654776668,244,30.091366,0.016,1.0,0.016,1.0,7.017
953,1946,1946,51633,20,hybrid,1000,216,Oman,gamma,1014054.2649354088,1200.0,1012949.7708815684,190,29.94665,0.016,2.0,0.032,1.0,7.017
955,1951,1951,51633,20,hybrid,1000,216,Oman,beta,957836.1355645811,1320.0,956477.9580306176,221,30.002481,0.016,1.0,0.016,1.0,7.017
956,1952,1952,51633,20,hybrid,1000,216,Oman,gamma,1014661.727733896,1100.0,1013562.8345625596,229,29.987581,0.016,2.0,0.032,1.0,7.017
959,1964,1964,51633,20,hybrid,1000,216,Oman,gamma,1014310.3168190188,1720.0,1012466.4548297306,520,30.036352,0.016,2.0,0.032,1.0,7.017
960,1966,1966,51633,20,hybrid,1000,216,Oman,gamma,1014899.571595828,1320.0,1013720.1935761424,33,30.05137,0.016,2.0,0.032,1.0,7.017
961,1967,1967,51633,20,hybrid,1000,216,Oman,delta,1017312.5723397634,1340.0,1016090.9891916184,994,29.914541,0.016,2.2,0.0352,1.0,7.017
965,1973,1973,51633,20,hybrid,1000,216,Oman,gamma,1013913.6604799372,1440.0,1012577.148260454,504,29.791994,0.016,2.0,0.032,1.0,7.017
968,1980,1980,51633,20,hybrid,1000,216,Oman,gamma,1013949.3324595144,1300.0,1012889.8346275964,522,29.97499,0.016,2.0,0.032,1.0,7.017
971,1984,1984,51633,20,hybrid,1000,216,Oman,gamma,1014670.9026600716,1380.0,1013288.08517978,89,30.029802,0.016,2.0,0.032,1.0,7.017
974,1987,1987,51633,20,hybrid,1000,216,Oman,gamma,1014516.9948112617,1500.0,1012953.319739995,900,29.958399,0.016,2.0,0.032,1.0,7.017
977,1994,1994,51633,20,hybrid,1000,216,Oman,gamma,1013758.0541441228,1440.0,1012561.4908981395,656,29.961716,0.016,2.0,0.032,1.0,7.017
979,1997,1997,51633,20,hybrid,1000,216,Oman,gamma,1014857.5178608588,1580.0,1013501.5460177788,879,29.911905,0.016,2.0,0.032,1.0,7.017
980,1998,1998,51633,20,hybrid,1000,216,Oman,gamma,1014721.380478454,1100.0,1013760.1891098848,780,30.007004,0.016,2.0,0.032,1.0,7.017
982,2002,2002,51633,20,hybrid,1000,216,Oman,delta,1017494.275701144,1360.0,1016349.2919415178,882,30.010603,0.016,2.2,0.0352,1.0,7.017
985,2007,2007,51633,20,hybrid,1000,216,Oman,delta,1016994.332014634,1680.0,1015244.917100798,209,29.908138,0.016,2.2,0.0352,1.0,7.017
988,2011,2011,51633,20,hybrid,1000,216,Oman,gamma,1013520.692526576,1240.0,1012133.8754106096,352,29.899265,0.016,2.0,0.032,1.0,7.017
992,2019,2019,51633,20,hybrid,1000,216,Oman,gamma,1013587.43827468,1280.0000000000002,1012074.3885700406,585,30.06396,0.016,2.0,0.032,1.0,7.017
993,2021,2021,51633,20,hybrid,1000,216,Oman,gamma,1015510.1001318448,1340.0,1014192.413881983,907,30.006302,0.016,2.0,0.032,1.0,7.017
999,2028,2028,51633,20,hybrid,1000,216,Oman,beta,959047.3732270872,1100.0,958234.3251147338,947,30.01628,0.016,1.0,0.016,1.0,7.017
1000,2030,2030,51633,20,hybrid,1000,216,Oman,gamma,1014221.9574864848,1540.0,1012758.4131299356,983,29.945639,0.016,2.0,0.032,1.0,7.017
1002,2032,2032,51633,20,hybrid,1000,216,Oman,gamma,1012984.3041120222,1500.0,1011663.5390544548,602,29.930746,0.016,2.0,0.032,1.0,7.017
1006,2038,2038,51633,20,hybrid,1000,216,Oman,beta,954931.099711129,1320.0,953379.0244137386,647,29.927515,0.016,1.0,0.016,1.0,7.017
1008,2045,2045,51633,20,hybrid,1000,216,Oman,gamma,1013526.4976776632,1360.0,1012103.2580671466,681,29.961401,0.016,2.0,0.032,1.0,7.017
1011,2050,2050,51633,20,hybrid,1000,216,Oman,gamma,1013833.0766820378,1460.0,1012257.5273378108,796,30.096498,0.016,2.0,0.032,1.0,7.017
1012,2051,2051,51633,20,hybrid,1000,216,Oman,gamma,1013923.4771881624,1769.3237397653568,1012239.2739339492,593,30.074625,0.016,2.0,0.032,1.0,7.017
1013,2054,2054,51633,20,hybrid,1000,216,Oman,gamma,1014275.5908818668,1180.0,1013147.7118192144,864,30.041536,0.016,2.0,0.032,1.0,7.017
1014,2058,2058,51633,20,hybrid,1000,216,Oman,gamma,1014069.0829275156,1640.0,1012485.4706508012,105,29.942108,0.016,2.0,0.032,1.0,7.017
1018,2068,2068,51633,20,hybrid,1000,216,Oman,gamma,1014449.8753802162,1400.0,1013133.3582084448,278,29.99487,0.016,2.0,0.032,1.0,7.017
1019,2070,2070,51633,20,hybrid,1000,216,Oman,gamma,1012945.089414528,1480.0,1011308.8011255616,366,29.878908,0.016,2.0,0.032,1.0,7.017
1022,2082,2082,51633,20,hybrid,1000,216,Oman,gamma,1013644.9622635066,1300.0,1012283.4273693098,731,30.112814,0.016,2.0,0.032,1.0,7.017
1024,2085,2085,51633,20,hybrid,1000,216,Oman,gamma,1014338.2366172208,1500.0,1012743.5006821104,886,29.940588,0.016,2.0,0.032,1.0,7.017
1026,2088,2088,51633,20,hybrid,1000,216,Oman,gamma,1013915.8716864346,1240.0,1012713.4327739276,432,29.921457,0.016,2.0,0.032,1.0,7.017
1031,2099,2099,51633,20,hybrid,1000,216,Oman,gamma,1013230.2752634372,1540.0,1011696.88668082,488,29.897722,0.016,2.0,0.032,1.0,7.017
1032,2105,2105,51633,20,hybrid,1000,216,Oman,gamma,1014041.3614790684,1440.0,1012665.1157056048,870,30.047964,0.016,2.0,0.032,1.0,7.017
1034,2109,2109,51633,20,hybrid,1000,216,Oman,beta,958917.419145022,1460.0,956938.738481411,396,30.058146,0.016,1.0,0.016,1.0,7.017
1035,2110,2110,51633,20,hybrid,1000,216,Oman,alpha,1006080.182356876,1140.0,1004838.9597232882,481,30.033512,0.016,1.67,0.02672,1.0,7.017
1043,2122,2122,51633,20,hybrid,1000,216,Oman,beta,954582.2125932856,1560.0,952943.3211568996,994,29.914541,0.016,1.0,0.016,1.0,7.017
1047,2129,2129,51633,20,hybrid,1000,216,Oman,gamma,1013895.1440645866,1220.0,1012615.6067714324,384,29.91233,0.016,2.0,0.032,1.0,7.017
1048,2130,2130,51633,20,hybrid,1000,216,Oman,gamma,1014597.3826337224,1700.0000000000002,1013071.273212086,237,30.001005,0.016,2.0,0.032,1.0,7.017
1049,2132,2132,51633,20,hybrid,1000,216,Oman,gamma,1013366.9391343262,1560.0,1011884.1490376608,854,29.819979,0.016,2.0,0.032,1.0,7.017
1051,2136,2136,51633,20,hybrid,1000,216,Oman,gamma,1013650.4103221664,1460.0,1012288.5914918676,716,29.803162,0.016,2.0,0.032,1.0,7.017
1053,2139,2139,51633,20,hybrid,1000,216,Oman,gamma,1013579.5514835618,1460.0,1012334.1219715908,895,29.909939,0.016,2.0,0.032,1.0,7.017
1054,2143,2143,51633,20,hybrid,1000,216,Oman,gamma,1014662.4805483096,1560.0,1013128.4113354988,92,30.078802,0.016,2.0,0.032,1.0,7.017
1057,2149,2149,51633,20,hybrid,1000,216,Oman,alpha,1007177.7434858156,1340.0,1005511.7695601798,570,30.026512,0.016,1.67,0.02672,1.0,7.017
1058,2151,2151,51633,20,hybrid,1000,216,Oman,gamma,1014049.5685656506,1440.0,1012639.019598611,556,30.00789,0.016,2.0,0.032,1.0,7.017
1063,2170,2170,51633,20,hybrid,1000,216,Oman,gamma,1015238.1975654756,1260.0,1014106.5234695384,382,29.95299,0.016,2.0,0.032,1.0,7.017
1065,2173,2173,51633,20,hybrid,1000,216,Oman,gamma,1015570.0298602652,1940.0,1013569.5995067118,901,29.994333,0.016,2.0,0.032,1.0,7.017
1067,2175,2175,51633,20,hybrid,1000,216,Oman,alpha,1004581.7325580624,1700.0,1002943.356269487,17,30.020079,0.016,1.67,0.02672,1.0,7.017
1070,2178,2178,51633,20,hybrid,1000,216,Oman,gamma,1012858.364480954,1320.0,1011474.0577085076,11,29.891243,0.016,2.0,0.032,1.0,7.017
1073,2182,2182,51633,20,hybrid,1000,216,Oman,gamma,1014737.5602512744,1560.0,1013365.489407522,689,29.965563,0.016,2.0,0.032,1.0,7.017
1074,2185,2185,51633,20,hybrid,1000,216,Oman,beta,959098.7652208104,1280.0,957974.5900382354,851,30.042051,0.016,1.0,0.016,1.0,7.017
1075,2189,2189,51633,20,hybrid,1000,216,Oman,gamma,1014059.1329971136,1380.0,1012668.679380798,560,29.899246,0.016,2.0,0.032,1.0,7.017
1076,2190,2190,51633,20,hybrid,1000,216,Oman,beta,960693.3274845396,1280.0,959892.547797314,333,30.144419,0.016,1.0,0.016,1.0,7.017
1077,2192,2192,51633,20,hybrid,1000,216,Oman,gamma,1013343.8991403666,1480.0,1011858.5751990456,436,29.957449,0.016,2.0,0.032,1.0,7.017
1079,2197,2197,51633,20,hybrid,1000,216,Oman,gamma,1014301.025098914,1400.0,1013042.3133079838,867,29.951195,0.016,2.0,0.032,1.0,7.017
1081,2199,2199,51633,20,hybrid,1000,216,Oman,gamma,1013941.4439814657,1500.0,1012334.5392199428,892,30.068375,0.016,2.0,0.032,1.0,7.017
1082,2201,2201,51633,20,hybrid,1000,216,Oman,gamma,1014132.9504338372,1320.0,1012868.3898237428,987,30.023577,0.016,2.0,0.032,1.0,7.017
1085,2206,2206,51633,20,hybrid,1000,216,Oman,gamma,1014612.3241341304,1380.0,1013280.2756786724,7,30.028828,0.016,2.0,0.032,1.0,7.017
1086,2211,2211,51633,20,hybrid,1000,216,Oman,gamma,1013867.3906798738,1680.0,1012290.2753551316,473,29.997719,0.016,2.0,0.032,1.0,7.017
1088,2213,2213,51633,20,hybrid,1000,216,Oman,alpha,1006061.2230300994,1380.0,1004791.1274128744,129,30.043678,0.016,1.67,0.02672,1.0,7.017
1090,2215,2215,51633,20,hybrid,1000,216,Oman,gamma,1015059.8202841,1560.0,1013554.8755813132,168,29.972607,0.016,2.0,0.032,1.0,7.017
1091,2220,2220,51633,20,hybrid,1000,216,Oman,alpha,1006742.158375601,1560.0,1005420.45776463,396,30.058146,0.016,1.67,0.02672,1.0,7.017
1094,2224,2224,51633,20,hybrid,1000,216,Oman,gamma,1015374.8568478064,1560.0,1013920.264376869,798,30.060322,0.016,2.0,0.032,1.0,7.017
1096,2227,2227,51633,20,hybrid,1000,216,Oman,gamma,1014194.6090110976,1340.0,1012777.1359290836,591,30.058853,0.016,2.0,0.032,1.0,7.017
1100,2234,2234,51633,20,hybrid,1000,216,Oman,gamma,1014489.669730557,1880.0,1012460.770971742,257,29.826628,0.016,2.0,0.032,1.0,7.017
1101,2235,2235,51633,20,hybrid,1000,216,Oman,alpha,1005550.3589027886,1360.0,1004175.8698915524,453,29.964373,0.016,1.67,0.02672,1.0,7.017
1108,2245,2245,51633,20,hybrid,1000,216,Oman,delta,1017514.0161240824,1320.0,1016095.7631329288,924,29.841797,0.016,2.2,0.0352,1.0,7.017
1110,2250,2250,51633,20,hybrid,1000,216,Oman,gamma,1012887.0709158794,1280.0,1011748.6258294276,708,29.91765,0.016,2.0,0.032,1.0,7.017
1111,2251,2251,51633,20,hybrid,1000,216,Oman,gamma,1015052.2456418418,1560.0000000000002,1013526.9144088598,777,29.989212,0.016,2.0,0.032,1.0,7.017
1113,2253,2253,51633,20,hybrid,1000,216,Oman,gamma,1013343.8991403666,1480.0,1011858.5751990456,436,29.957449,0.016,2.0,0.032,1.0,7.017
1114,2255,2255,51633,20,hybrid,1000,216,Oman,gamma,1013686.4426588494,1600.0,1012127.167924424,696,29.943352,0.016,2.0,0.032,1.0,7.017
1116,2261,2261,51633,20,hybrid,1000,216,Oman,gamma,1015180.4808665024,1580.0,1013646.0493321222,911,30.012693,0.016,2.0,0.032,1.0,7.017
1117,2262,2262,51633,20,hybrid,1000,216,Oman,gamma,1013922.1271140524,1440.0,1012350.4398937598,155,29.97211,0.016,2.0,0.032,1.0,7.017
1121,2270,2270,51633,20,hybrid,1000,216,Oman,gamma,1015458.0148488876,1400.0,1014185.971689976,862,29.989113,0.016,2.0,0.032,1.0,7.017
1122,2273,2273,51633,20,hybrid,1000,216,Oman,gamma,1012743.3361108392,1700.0,1011286.632383016,41,30.013577,0.016,2.0,0.032,1.0,7.017
1125,2278,2278,51633,20,hybrid,1000,216,Oman,gamma,1014034.9935576,1260.0,1012724.5282930452,319,29.981098,0.016,2.0,0.032,1.0,7.017
1127,2285,2285,51633,20,hybrid,1000,216,Oman,gamma,1013567.1780755204,1620.0,1011927.3678694982,48,29.930935,0.016,2.0,0.032,1.0,7.017
1128,2287,2287,51633,20,hybrid,1000,216,Oman,gamma,1013477.2715391224,1500.0,1012044.4312011212,513,29.997168,0.016,2.0,0.032,1.0,7.017
1131,2292,2292,51633,20,hybrid,1000,216,Oman,gamma,1013186.5354557816,1240.0,1011915.9232085312,44,29.943575,0.016,2.0,0.032,1.0,7.017
1134,2298,2298,51633,20,hybrid,1000,216,Oman,gamma,1014799.2626759872,1440.0,1013239.5333337504,101,29.95675,0.016,2.0,0.032,1.0,7.017
1136,2304,2304,51633,20,hybrid,1000,216,Oman,gamma,1014115.6431289216,1480.0,1012668.5040377292,633,29.932089,0.016,2.0,0.032,1.0,7.017
1140,2313,2313,51633,20,hybrid,1000,216,Oman,gamma,1012896.1792973316,1080.0,1011699.811866654,358,29.908482,0.016,2.0,0.032,1.0,7.017
1143,2322,2322,51633,20,hybrid,1000,216,Oman,gamma,1015641.7480770744,1660.0,1014091.9498537404,790,30.031216,0.016,2.0,0.032,1.0,7.017
1149,2332,2332,51633,20,hybrid,1000,216,Oman,gamma,1013696.7854025628,1460.0,1012416.5757956764,567,29.808321,0.016,2.0,0.032,1.0,7.017
1150,2333,2333,51633,20,hybrid,1000,216,Oman,gamma,1014089.0392648644,1500.0,1012585.2515068142,201,30.131948,0.016,2.0,0.032,1.0,7.017
1152,2340,2340,51633,20,hybrid,1000,216,Oman,gamma,1011981.7217598478,1300.0,1010706.852967532,988,29.86362,0.016,2.0,0.032,1.0,7.017
1155,2344,2344,51633,20,hybrid,1000,216,Oman,gamma,1013109.501742794,1400.0,1011761.2138327556,298,30.027195,0.016,2.0,0.032,1.0,7.017
1158,2352,2352,51633,20,hybrid,1000,216,Oman,gamma,1013503.875327672,1460.0,1012097.157661728,759,29.864452,0.016,2.0,0.032,1.0,7.017
1159,2354,2354,51633,20,hybrid,1000,216,Oman,gamma,1014087.041321922,1560.0,1012455.24844774,99,30.018532,0.016,2.0,0.032,1.0,7.017
1160,2355,2355,51633,20,hybrid,1000,216,Oman,gamma,1014726.1241957418,1220.0,1013405.5594713292,528,30.059565,0.016,2.0,0.032,1.0,7.017
1161,2356,2356,51633,20,hybrid,1000,216,Oman,gamma,1015385.253827706,1400.0,1014016.6252554744,205,30.046513,0.016,2.0,0.032,1.0,7.017
1166,2361,2361,51633,20,hybrid,1000,216,Oman,gamma,1014193.3695976617,1440.0,1012651.9476251444,214,30.043716,0.016,2.0,0.032,1.0,7.017
1167,2362,2362,51633,20,hybrid,1000,216,Oman,delta,1017045.768041342,1380.0,1015540.844057676,720,29.92238,0.016,2.2,0.0352,1.0,7.017
1168,2366,2366,51633,20,hybrid,1000,216,Oman,gamma,1013962.319154066,1780.0,1012242.8356311192,51,29.947685,0.016,2.0,0.032,1.0,7.017
1172,2375,2375,51633,20,hybrid,1000,216,Oman,gamma,1014588.6774883844,1400.0,1013147.6897235648,84,30.001741,0.016,2.0,0.032,1.0,7.017
1173,2376,2376,51633,20,hybrid,1000,216,Oman,gamma,1014457.8006303572,1400.0,1013208.4358087948,355,29.917717,0.016,2.0,0.032,1.0,7.017
1179,2383,2383,51633,20,hybrid,1000,216,Oman,gamma,1015340.5943849656,1780.0,1013327.9642050908,851,30.042051,0.016,2.0,0.032,1.0,7.017
1180,2384,2384,51633,20,hybrid,1000,216,Oman,gamma,1015248.5184909352,1540.0,1013670.4158641864,36,29.971842,0.016,2.0,0.032,1.0,7.017
1182,2386,2386,51633,20,hybrid,1000,216,Oman,gamma,1015556.1362162296,1400.0,1014086.7756903784,643,29.984821,0.016,2.0,0.032,1.0,7.017
1183,2389,2389,51633,20,hybrid,1000,216,Oman,alpha,1006874.5827754408,1620.0,1005344.7075190556,576,30.015549,0.016,1.67,0.02672,1.0,7.017
1185,2392,2392,51633,20,hybrid,1000,216,Oman,gamma,1014512.510648002,1420.0,1013150.4572527326,144,29.977282,0.016,2.0,0.032,1.0,7.017
1188,2395,2395,51633,20,hybrid,1000,216,Oman,gamma,1013526.4976776632,1360.0,1012103.2580671466,681,29.961401,0.016,2.0,0.032,1.0,7.017
1189,2397,2397,51633,20,hybrid,1000,216,Oman,gamma,1014673.882005902,1200.0,1013354.337911596,753,29.971958,0.016,2.0,0.032,1.0,7.017
1191,2399,2399,51633,20,hybrid,1000,216,Oman,gamma,1014271.3260310456,1440.0,1012695.2190410334,261,29.914774,0.016,2.0,0.032,1.0,7.017
1193,2404,2404,51633,20,hybrid,1000,216,Oman,gamma,1014307.900388842,1660.0,1012481.8747347892,667,30.02448,0.016,2.0,0.032,1.0,7.017
1194,2406,2406,51633,20,hybrid,1000,216,Oman,gamma,1014536.9486891064,1500.0,1012953.4760771918,281,30.008226,0.016,2.0,0.032,1.0,7.017
1195,2407,2407,51633,20,hybrid,1000,216,Oman,gamma,1014480.9573539812,1620.0000000000002,1013054.2106752356,919,30.143225,0.016,2.0,0.032,1.0,7.017
1203,2418,2418,51633,20,hybrid,1000,216,Oman,gamma,1015089.2204699548,1580.0,1013576.2953677068,752,29.82847,0.016,2.0,0.032,1.0,7.017
1205,2421,2421,51633,20,hybrid,1000,216,Oman,gamma,1013879.0468945856,1380.0,1012514.5637957826,589,29.92024,0.016,2.0,0.032,1.0,7.017
1206,2423,2423,51633,20,hybrid,1000,216,Oman,gamma,1014128.159581042,1680.0,1012565.2087207532,413,29.911798,0.016,2.0,0.032,1.0,7.017
1209,2428,2428,51633,20,hybrid,1000,216,Oman,alpha,1006713.496306016,1420.0,1005177.6085960928,919,30.143225,0.016,1.67,0.02672,1.0,7.017
1213,2436,2436,51633,20,hybrid,1000,216,Oman,gamma,1013867.2904715552,1480.0,1012517.958584565,306,29.91509,0.016,2.0,0.032,1.0,7.017
