,Unnamed: 0,Unnamed: 0.1,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
82,176,176,51633,20,hybrid,1000,216,Oman,alpha,1006639.8813334458,1280.0,1005258.5914128112,504,29.791994,0.016,1.67,0.02672,1.0,7.017
84,183,183,51633,20,hybrid,1000,216,Oman,gamma,1014622.8147589434,1340.0,1013342.2528299652,776,29.996387,0.016,2.0,0.032,1.0,7.017
86,185,185,51633,20,hybrid,1000,216,Oman,alpha,1005207.4357996488,1300.0,1004021.2455003576,913,29.934275,0.016,1.67,0.02672,1.0,7.017
87,187,187,51633,20,hybrid,1000,216,Oman,gamma,1013598.705279716,1100.0,1012393.1676371532,930,29.95815,0.016,2.0,0.032,1.0,7.017
88,189,189,51633,20,hybrid,1000,216,Oman,gamma,1014223.1049749886,1420.0,1012844.286022403,299,30.012045,0.016,2.0,0.032,1.0,7.017
93,196,196,51633,20,hybrid,1000,216,Oman,gamma,1013864.0016466425,1240.0000000000002,1012454.171582267,761,29.968992,0.016,2.0,0.032,1.0,7.017
94,200,200,51633,20,hybrid,1000,216,Oman,gamma,1014943.4123032736,1700.0,1013282.5123674092,483,29.961906,0.016,2.0,0.032,1.0,7.017
95,202,202,51633,20,hybrid,1000,216,Oman,gamma,1012504.0213195992,1840.0,1010632.4807691668,161,29.874842,0.016,2.0,0.032,1.0,7.017
96,204,204,51633,20,hybrid,1000,216,Oman,gamma,1014049.5685656506,1440.0,1012639.019598611,556,30.00789,0.016,2.0,0.032,1.0,7.017
98,206,206,51633,20,hybrid,1000,216,Oman,delta,1016762.4969697902,1580.0,1015334.921771122,654,30.089159,0.016,2.2,0.0352,1.0,7.017
100,210,210,51633,20,hybrid,1000,216,Oman,gamma,1014685.97944084,1580.0,1013179.776242626,194,30.032267,0.016,2.0,0.032,1.0,7.017
101,212,212,51633,20,hybrid,1000,216,Oman,gamma,1013860.9329012982,1420.0,1012669.9718187816,218,29.924784,0.016,2.0,0.032,1.0,7.017
102,216,216,51633,20,hybrid,1000,216,Oman,gamma,1013697.0036153324,1640.0,1012249.8959539438,172,29.954805,0.016,2.0,0.032,1.0,7.017
106,227,227,51633,20,hybrid,1000,216,Oman,gamma,1015099.4024314812,1440.0,1013783.1510192752,720,29.92238,0.016,2.0,0.032,1.0,7.017
109,231,231,51633,20,hybrid,1000,216,Oman,gamma,1014079.6393744583,1580.0,1012625.7584191269,541,29.87529,0.016,2.0,0.032,1.0,7.017
111,240,240,51633,20,hybrid,1000,216,Oman,gamma,1014173.9267793804,1180.0,1012909.0882605442,248,29.945335,0.016,2.0,0.032,1.0,7.017
116,253,253,51633,20,hybrid,1000,216,Oman,gamma,1013986.9054483802,1480.0,1012585.6885034528,65,29.949678,0.016,2.0,0.032,1.0,7.017
119,259,259,51633,20,hybrid,1000,216,Oman,gamma,1014392.839769652,1360.0,1013060.1706162054,135,29.977623,0.016,2.0,0.032,1.0,7.017
120,262,262,51633,20,hybrid,1000,216,Oman,gamma,1013572.2185385956,1520.0,1012225.3214015896,984,30.026247,0.016,2.0,0.032,1.0,7.017
121,263,263,51633,20,hybrid,1000,216,Oman,gamma,1012828.8183499604,1580.0,1011123.014157358,307,29.86478,0.016,2.0,0.032,1.0,7.017
122,264,264,51633,20,hybrid,1000,216,Oman,gamma,1013654.3280565132,1660.0,1012025.4795686048,939,29.899431,0.016,2.0,0.032,1.0,7.017
125,273,273,51633,20,hybrid,1000,216,Oman,alpha,1002938.7650561448,1180.0,1001822.6172948892,988,29.86362,0.016,1.67,0.02672,1.0,7.017
129,280,280,51633,20,hybrid,1000,216,Oman,gamma,1012772.1658257076,1480.0,1011109.5298401428,113,29.829756,0.016,2.0,0.032,1.0,7.017
131,283,283,51633,20,hybrid,1000,216,Oman,gamma,1013783.0422816896,1520.0,1012282.3796719692,709,29.998146,0.016,2.0,0.032,1.0,7.017
133,285,285,51633,20,hybrid,1000,216,Oman,gamma,1013997.2359244312,1180.0,1012712.78578935,595,29.909092,0.016,2.0,0.032,1.0,7.017
137,292,292,51633,20,hybrid,1000,216,Oman,gamma,1013676.1467431748,1240.0,1012564.8808277572,653,29.912989,0.016,2.0,0.032,1.0,7.017
139,296,296,51633,20,hybrid,1000,216,Oman,gamma,1014922.2671091644,1500.0,1013624.4201457204,471,29.882113,0.016,2.0,0.032,1.0,7.017
141,299,299,51633,20,hybrid,1000,216,Oman,gamma,1013224.6840852292,1320.0,1011864.2259149142,61,30.052399,0.016,2.0,0.032,1.0,7.017
142,301,301,51633,20,hybrid,1000,216,Oman,gamma,1013676.1467431748,1240.0,1012564.8808277572,653,29.912989,0.016,2.0,0.032,1.0,7.017
144,306,306,51633,20,hybrid,1000,216,Oman,gamma,1013294.5818076103,1080.0,1012179.318397393,836,29.99061,0.016,2.0,0.032,1.0,7.017
146,309,309,51633,20,hybrid,1000,216,Oman,gamma,1014489.669730557,1880.0,1012460.770971742,257,29.826628,0.016,2.0,0.032,1.0,7.017
148,313,313,51633,20,hybrid,1000,216,Oman,gamma,1013224.6840852292,1320.0,1011864.2259149142,61,30.052399,0.016,2.0,0.032,1.0,7.017
150,316,316,51633,20,hybrid,1000,216,Oman,gamma,1014107.3336561642,1180.0000000000002,1013085.603142387,592,29.938637,0.016,2.0,0.032,1.0,7.017
151,317,317,51633,20,hybrid,1000,216,Oman,gamma,1016150.8899437916,1260.0,1015032.475644836,325,30.01365,0.016,2.0,0.032,1.0,7.017
153,319,319,51633,20,hybrid,1000,216,Oman,delta,1016672.1704130868,1260.0,1015439.2432116036,945,29.883244,0.016,2.2,0.0352,1.0,7.017
154,320,320,51633,20,hybrid,1000,216,Oman,gamma,1013167.0340725222,1600.0,1011500.9408560236,222,29.966078,0.016,2.0,0.032,1.0,7.017
155,321,321,51633,20,hybrid,1000,216,Oman,gamma,1012980.0977526902,1400.0,1011638.5922698056,351,29.941093,0.016,2.0,0.032,1.0,7.017
158,331,331,51633,20,hybrid,1000,216,Oman,gamma,1014041.3614790684,1440.0,1012665.1157056048,870,30.047964,0.016,2.0,0.032,1.0,7.017
161,335,335,51633,20,hybrid,1000,216,Oman,gamma,1015238.1975654756,1260.0,1014106.5234695384,382,29.95299,0.016,2.0,0.032,1.0,7.017
162,337,337,51633,20,hybrid,1000,216,Oman,gamma,1013545.9792506638,1820.0,1011926.8315340264,383,29.955505,0.016,2.0,0.032,1.0,7.017
164,340,340,51633,20,hybrid,1000,216,Oman,alpha,1006623.3247956636,1420.0,1005260.6776568552,360,30.01677,0.016,1.67,0.02672,1.0,7.017
166,345,345,51633,20,hybrid,1000,216,Oman,gamma,1014748.9127122972,1200.0,1013701.1178604988,74,29.880077,0.016,2.0,0.032,1.0,7.017
172,361,361,51633,20,hybrid,1000,216,Oman,beta,956349.9383777332,1300.0,955160.5313602329,469,30.021244,0.016,1.0,0.016,1.0,7.017
173,362,362,51633,20,hybrid,1000,216,Oman,gamma,1014005.5578075348,1720.0,1012274.4970654326,75,30.095142,0.016,2.0,0.032,1.0,7.017
175,370,370,51633,20,hybrid,1000,216,Oman,gamma,1013728.3767134476,1400.0,1012272.96368088,818,30.064045,0.016,2.0,0.032,1.0,7.017
176,377,377,51633,20,hybrid,1000,216,Oman,gamma,1013782.526265073,1220.0,1012614.2855546344,380,29.846159,0.016,2.0,0.032,1.0,7.017
178,381,381,51633,20,hybrid,1000,216,Oman,beta,954138.0233911532,1200.0,952807.3355660765,40,29.906736,0.016,1.0,0.016,1.0,7.017
180,383,383,51633,20,hybrid,1000,216,Oman,gamma,1014310.3168190188,1720.0,1012466.4548297306,520,30.036352,0.016,2.0,0.032,1.0,7.017
185,390,390,51633,20,hybrid,1000,216,Oman,delta,1017003.8309305751,1220.0,1015756.1569410336,445,30.01133,0.016,2.2,0.0352,1.0,7.017
187,394,394,51633,20,hybrid,1000,216,Oman,gamma,1013217.9447491516,1740.0,1011348.3569992962,490,29.981981,0.016,2.0,0.032,1.0,7.017
188,396,396,51633,20,hybrid,1000,216,Oman,gamma,1014732.6258055854,1500.0,1013137.6890841506,178,30.040054,0.016,2.0,0.032,1.0,7.017
189,397,397,51633,20,hybrid,1000,216,Oman,alpha,1005581.8146831626,1600.0,1003700.2530078276,944,30.01673,0.016,1.67,0.02672,1.0,7.017
191,399,399,51633,20,hybrid,1000,216,Oman,beta,956788.6806858496,1220.0,955298.9098343578,777,29.989212,0.016,1.0,0.016,1.0,7.017
192,401,401,51633,20,hybrid,1000,216,Oman,beta,957488.6284405194,1500.0,955633.4262109192,604,29.950184,0.016,1.0,0.016,1.0,7.017
196,411,411,51633,20,hybrid,1000,216,Oman,gamma,1013655.6736560604,1400.0,1012362.4958916696,613,29.87062,0.016,2.0,0.032,1.0,7.017
197,413,413,51633,20,hybrid,1000,216,Oman,beta,957652.6207109366,1240.0,956390.1244732726,290,29.980425,0.016,1.0,0.016,1.0,7.017
200,418,418,51633,20,hybrid,1000,216,Oman,gamma,1013343.8991403666,1480.0,1011858.5751990456,436,29.957449,0.016,2.0,0.032,1.0,7.017
202,422,422,51633,20,hybrid,1000,216,Oman,beta,956111.8113968048,1380.0,954465.193782946,470,30.011982,0.016,1.0,0.016,1.0,7.017
203,426,426,51633,20,hybrid,1000,216,Oman,delta,1017558.8445931402,1540.0,1015957.522094766,143,29.964499,0.016,2.2,0.0352,1.0,7.017
204,428,428,51633,20,hybrid,1000,216,Oman,gamma,1013937.839240471,1420.0,1012402.6875358268,803,29.983562,0.016,2.0,0.032,1.0,7.017
205,429,429,51633,20,hybrid,1000,216,Oman,gamma,1013978.8799573454,1960.0,1012119.5986293652,419,29.909607,0.016,2.0,0.032,1.0,7.017
207,436,436,51633,20,hybrid,1000,216,Oman,gamma,1014802.1295243658,1400.0,1013326.3298783418,622,29.95804,0.016,2.0,0.032,1.0,7.017
209,438,438,51633,20,hybrid,1000,216,Oman,delta,1017491.1326446966,1500.0,1015853.0257160414,362,29.98211,0.016,2.2,0.0352,1.0,7.017
212,442,442,51633,20,hybrid,1000,216,Oman,gamma,1014263.479867628,1700.0,1012470.1047859133,302,30.005571,0.016,2.0,0.032,1.0,7.017
217,449,449,51633,20,hybrid,1000,216,Oman,gamma,1014829.9512526268,1420.0,1013466.6025623792,908,30.056011,0.016,2.0,0.032,1.0,7.017
219,451,451,51633,20,hybrid,1000,216,Oman,gamma,1014652.7225692326,1100.0,1013618.6680729548,160,29.981325,0.016,2.0,0.032,1.0,7.017
223,459,459,51633,20,hybrid,1000,216,Oman,beta,955958.6962321092,1640.0,954397.4845104236,86,29.785103,0.016,1.0,0.016,1.0,7.017
224,460,460,51633,20,hybrid,1000,216,Oman,delta,1018078.9053312442,1640.0,1016343.3072651236,468,29.744333,0.016,2.2,0.0352,1.0,7.017
226,462,462,51633,20,hybrid,1000,216,Oman,gamma,1014152.6230161304,1200.0,1012945.9588929896,756,29.987114,0.016,2.0,0.032,1.0,7.017
229,467,467,51633,20,hybrid,1000,216,Oman,gamma,1015026.0091912624,1460.0,1013475.6987084378,126,30.107134,0.016,2.0,0.032,1.0,7.017
231,473,473,51633,20,hybrid,1000,216,Oman,gamma,1013145.5770912176,1420.0,1011739.9965802004,543,29.923271,0.016,2.0,0.032,1.0,7.017
232,476,476,51633,20,hybrid,1000,216,Oman,delta,1016323.3853961958,1160.0,1015272.4094131944,491,29.859678,0.016,2.2,0.0352,1.0,7.017
234,479,479,51633,20,hybrid,1000,216,Oman,beta,956994.6129565468,1520.0,955597.6538037345,286,29.843706,0.016,1.0,0.016,1.0,7.017
235,481,481,51633,20,hybrid,1000,216,Oman,gamma,1012571.5976194964,1520.0,1011257.7095767736,297,29.894814,0.016,2.0,0.032,1.0,7.017
236,482,482,51633,20,hybrid,1000,216,Oman,gamma,1013923.4771881624,1769.3237397653568,1012239.2739339492,593,30.074625,0.016,2.0,0.032,1.0,7.017
244,492,492,51633,20,hybrid,1000,216,Oman,gamma,1014687.5293309942,1420.0,1013140.1266956374,186,30.003284,0.016,2.0,0.032,1.0,7.017
246,495,495,51633,20,hybrid,1000,216,Oman,beta,960445.9156015166,1140.0,958924.942958796,364,29.918182,0.016,1.0,0.016,1.0,7.017
247,496,496,51633,20,hybrid,1000,216,Oman,gamma,1012743.3361108392,1700.0,1011286.632383016,41,30.013577,0.016,2.0,0.032,1.0,7.017
248,499,499,51633,20,hybrid,1000,216,Oman,delta,1018024.6294977925,1300.0,1016792.3929204966,111,29.904823,0.016,2.2,0.0352,1.0,7.017
251,502,502,51633,20,hybrid,1000,216,Oman,beta,958147.6192599396,1240.0,957020.9136946345,256,29.878023,0.016,1.0,0.016,1.0,7.017
252,503,503,51633,20,hybrid,1000,216,Oman,delta,1016951.8419008508,1620.0000000000002,1015321.606274373,721,29.89982,0.016,2.2,0.0352,1.0,7.017
254,507,507,51633,20,hybrid,1000,216,Oman,gamma,1014064.8082408084,1680.0,1012313.6590595668,493,30.005531,0.016,2.0,0.032,1.0,7.017
255,508,508,51633,20,hybrid,1000,216,Oman,gamma,1015207.6505794176,1680.0,1013572.8834208456,103,30.005325,0.016,2.0,0.032,1.0,7.017
256,512,512,51633,20,hybrid,1000,216,Oman,gamma,1014587.177850786,1280.0,1013384.2240610194,254,30.037313,0.016,2.0,0.032,1.0,7.017
257,515,515,51633,20,hybrid,1000,216,Oman,gamma,1015427.768135216,1020.0,1014376.0097918584,668,29.923252,0.016,2.0,0.032,1.0,7.017
263,529,529,51633,20,hybrid,1000,216,Oman,delta,1016648.3267899008,1360.0,1015435.75587331,192,29.958067,0.016,2.2,0.0352,1.0,7.017
264,530,530,51633,20,hybrid,1000,216,Oman,gamma,1014659.7757369748,1400.0,1013472.726420744,629,29.922394,0.016,2.0,0.032,1.0,7.017
268,534,534,51633,20,hybrid,1000,216,Oman,gamma,1014509.9157325292,1240.0,1013238.6128537962,236,29.973627,0.016,2.0,0.032,1.0,7.017
270,537,537,51633,20,hybrid,1000,216,Oman,gamma,1013700.6571274792,1500.0,1012065.1360129328,755,29.894377,0.016,2.0,0.032,1.0,7.017
271,538,538,51633,20,hybrid,1000,216,Oman,gamma,1013685.7540476862,1360.0,1012463.155107042,737,30.09355,0.016,2.0,0.032,1.0,7.017
272,547,547,51633,20,hybrid,1000,216,Oman,gamma,1012719.7713153836,1360.0,1011320.011391209,628,30.011114,0.016,2.0,0.032,1.0,7.017
273,549,549,51633,20,hybrid,1000,216,Oman,alpha,1005700.8337939144,1120.0,1004331.5244772638,812,29.843885,0.016,1.67,0.02672,1.0,7.017
274,552,552,51633,20,hybrid,1000,216,Oman,delta,1017402.1299531208,1260.0,1016167.6396229428,472,29.88288,0.016,2.2,0.0352,1.0,7.017
275,556,556,51633,20,hybrid,1000,216,Oman,gamma,1013559.0224208004,1560.0,1011886.2535929251,234,30.024662,0.016,2.0,0.032,1.0,7.017
276,557,557,51633,20,hybrid,1000,216,Oman,gamma,1014240.0974110398,1400.0,1012900.3809867556,767,29.963661,0.016,2.0,0.032,1.0,7.017
278,559,559,51633,20,hybrid,1000,216,Oman,gamma,1014464.5140697171,1520.0,1013030.4070821612,474,29.94331,0.016,2.0,0.032,1.0,7.017
279,561,561,51633,20,hybrid,1000,216,Oman,gamma,1014449.057215106,1580.0,1013139.3193763105,779,29.957102,0.016,2.0,0.032,1.0,7.017
281,565,565,51633,20,hybrid,1000,216,Oman,gamma,1011949.231984898,1440.0,1010383.5268145052,992,29.904633,0.016,2.0,0.032,1.0,7.017
283,570,570,51633,20,hybrid,1000,216,Oman,gamma,1014409.3174721156,1560.0,1013012.7937029948,795,29.991665,0.016,2.0,0.032,1.0,7.017
284,571,571,51633,20,hybrid,1000,216,Oman,gamma,1013733.5942032908,1140.0,1012601.815428441,936,29.97694,0.016,2.0,0.032,1.0,7.017
291,581,581,51633,20,hybrid,1000,216,Oman,gamma,1013048.678293228,1180.0,1011843.7900290604,797,29.995161,0.016,2.0,0.032,1.0,7.017
292,583,583,51633,20,hybrid,1000,216,Oman,gamma,1014855.7032537758,1680.0,1013294.77726058,570,30.026512,0.016,2.0,0.032,1.0,7.017
293,587,587,51633,20,hybrid,1000,216,Oman,gamma,1015295.598737597,1480.0,1013732.8036035666,743,30.103672,0.016,2.0,0.032,1.0,7.017
294,589,589,51633,20,hybrid,1000,216,Oman,alpha,1006454.6160358576,1480.0,1005409.66037185,605,29.852274,0.016,1.67,0.02672,1.0,7.017
296,594,594,51633,20,hybrid,1000,216,Oman,gamma,1014747.3799058284,1620.0,1013011.3812777202,396,30.058146,0.016,2.0,0.032,1.0,7.017
298,598,598,51633,20,hybrid,1000,216,Oman,delta,1017782.811879801,1260.0,1016687.2197203988,773,29.922544,0.016,2.2,0.0352,1.0,7.017
299,601,601,51633,20,hybrid,1000,216,Oman,gamma,1015249.3832469695,1660.0,1013652.3848136716,885,30.08054,0.016,2.0,0.032,1.0,7.017
301,611,611,51633,20,hybrid,1000,216,Oman,gamma,1014297.813733956,1420.0,1012737.169131183,238,30.11967,0.016,2.0,0.032,1.0,7.017
302,612,612,51633,20,hybrid,1000,216,Oman,gamma,1013991.8434970448,1320.0,1012706.5584539048,487,29.840706,0.016,2.0,0.032,1.0,7.017
303,616,616,51633,20,hybrid,1000,216,Oman,gamma,1014035.4443531032,1440.0,1012762.2297150356,391,29.865877,0.016,2.0,0.032,1.0,7.017
305,620,620,51633,20,hybrid,1000,216,Oman,gamma,1014446.5117796316,1420.0,1013139.9970123664,748,29.91009,0.016,2.0,0.032,1.0,7.017
306,621,621,51633,20,hybrid,1000,216,Oman,beta,957000.872871201,1360.0,955694.523397614,96,29.903875,0.016,1.0,0.016,1.0,7.017
309,626,626,51633,20,hybrid,1000,216,Oman,gamma,1013981.8808664264,1400.0,1012794.0324775664,952,29.992428,0.016,2.0,0.032,1.0,7.017
312,630,630,51633,20,hybrid,1000,216,Oman,gamma,1013937.839240471,1420.0,1012402.6875358268,803,29.983562,0.016,2.0,0.032,1.0,7.017
313,634,634,51633,20,hybrid,1000,216,Oman,beta,960910.6628185592,1333.958255359308,959446.7707302336,920,30.102345,0.016,1.0,0.016,1.0,7.017
314,635,635,51633,20,hybrid,1000,216,Oman,gamma,1014475.6214618888,1380.0,1013057.1458830624,880,29.982458,0.016,2.0,0.032,1.0,7.017
317,640,640,51633,20,hybrid,1000,216,Oman,gamma,1014802.208255781,980.0,1013902.9626939548,424,30.009935,0.016,2.0,0.032,1.0,7.017
318,641,641,51633,20,hybrid,1000,216,Oman,gamma,1014464.1016127616,1380.0,1013102.4818290405,563,30.089664,0.016,2.0,0.032,1.0,7.017
320,647,647,51633,20,hybrid,1000,216,Oman,alpha,1006288.5033210312,1540.0,1004775.1407608056,428,30.010725,0.016,1.67,0.02672,1.0,7.017
322,651,651,51633,20,hybrid,1000,216,Oman,gamma,1013907.8139607676,1400.0,1012552.1642611034,706,30.076189,0.016,2.0,0.032,1.0,7.017
323,652,652,51633,20,hybrid,1000,216,Oman,gamma,1013981.8808664264,1400.0,1012794.0324775664,952,29.992428,0.016,2.0,0.032,1.0,7.017
324,653,653,51633,20,hybrid,1000,216,Oman,gamma,1015181.6936233038,1260.0,1013655.5285438424,946,30.052473,0.016,2.0,0.032,1.0,7.017
325,654,654,51633,20,hybrid,1000,216,Oman,gamma,1013191.3214329296,1340.0,1011782.5126940956,373,29.91792,0.016,2.0,0.032,1.0,7.017
326,655,655,51633,20,hybrid,1000,216,Oman,gamma,1014243.60502045,1640.0,1012763.475841354,579,30.152496,0.016,2.0,0.032,1.0,7.017
329,659,659,51633,20,hybrid,1000,216,Oman,gamma,1012870.2452083428,1500.0,1011361.7055529768,558,29.98828,0.016,2.0,0.032,1.0,7.017
331,661,661,51633,20,hybrid,1000,216,Oman,gamma,1014934.414116038,1560.0,1013382.0310210772,72,30.1096,0.016,2.0,0.032,1.0,7.017
333,667,667,51633,20,hybrid,1000,216,Oman,gamma,1014310.6961798376,1340.0,1013028.42697015,660,29.993902,0.016,2.0,0.032,1.0,7.017
336,674,674,51633,20,hybrid,1000,216,Oman,gamma,1014053.166925991,1200.0,1012826.1999309576,140,30.023872,0.016,2.0,0.032,1.0,7.017
337,676,676,51633,20,hybrid,1000,216,Oman,gamma,1014226.5892853612,1840.0,1012323.6137295244,206,29.946474,0.016,2.0,0.032,1.0,7.017
339,679,679,51633,20,hybrid,1000,216,Oman,gamma,1015149.3435646096,1620.0,1013441.0308871792,574,30.181648,0.016,2.0,0.032,1.0,7.017
340,680,680,51633,20,hybrid,1000,216,Oman,beta,961658.4987367762,1280.0,960304.2773582224,128,30.04857,0.016,1.0,0.016,1.0,7.017
341,682,682,51633,20,hybrid,1000,216,Oman,gamma,1013068.2870776276,1320.0,1011795.2124291628,986,29.999117,0.016,2.0,0.032,1.0,7.017
343,685,685,51633,20,hybrid,1000,216,Oman,gamma,1014246.5788926324,1260.0,1013035.5143626832,747,30.057352,0.016,2.0,0.032,1.0,7.017
345,690,690,51633,20,hybrid,1000,216,Oman,gamma,1014465.3687523736,1500.0,1012947.1760024942,906,30.082645,0.016,2.0,0.032,1.0,7.017
346,691,691,51633,20,hybrid,1000,216,Oman,gamma,1014529.5563257914,1540.0,1012984.6607646048,353,30.07502,0.016,2.0,0.032,1.0,7.017
348,697,697,51633,20,hybrid,1000,216,Oman,gamma,1014581.4343565376,1220.0,1013256.3130626148,672,29.985983,0.016,2.0,0.032,1.0,7.017
350,700,700,51633,20,hybrid,1000,216,Oman,gamma,1014352.5476541896,1660.0,1012629.018400178,635,30.089396,0.016,2.0,0.032,1.0,7.017
354,706,706,51633,20,hybrid,1000,216,Oman,gamma,1014556.7400301624,1420.0,1013269.6592816114,853,30.071493,0.016,2.0,0.032,1.0,7.017
