,Unnamed: 0,G_Na,G_si,G_K,G_K1,G_Kp,G_b,max_voltage,rest_voltage,max_voltage_gradient,dome_voltage,APD50,APD90
19,19,0.8229861197695212,0.9328361079511149,0.4822198804163637,0.0,0.10637485939932899,0.9747670121941291,52.125207414912985,-81.82943113157765,363.7329523496344,13.170354662197193,259,401
20,20,0.5132857281636938,0.44303348879332577,0.9417849725883538,0.5143338974930924,0.6276270338222331,0.7483210423266363,47.30253368658622,-83.8606892498593,324.64472268284294,7.222184637074255,216,307
21,21,0.6460378817252926,0.4073560859305283,0.6729123228207758,0.18928593293725374,0.07026197245456549,0.7045624408512748,49.75205441765989,-83.1725807253878,348.1334251601285,9.342493643079608,222,328
22,22,0.9825112673569861,0.04250901311227321,0.33429382472225805,0.10930703025710774,0.6401495468452103,0.03391063382466388,51.78334052418706,-84.28534686203363,381.5762991527709,9.420835393328746,243,350
23,23,0.6121205712327629,0.7326712104511799,0.04395645867644159,0.5415988404851233,0.18300614556362874,0.8547476426962264,48.50202604287024,-83.66817014007798,343.7039418708887,12.468720764001633,286,411
24,24,0.16011797926620533,0.23326925494427947,0.07497045353536669,0.31694034835345747,0.15412119930450502,0.5030871794665576,43.32549470790187,-83.90599098558567,307.27883002084786,9.65448812366195,265,364
25,25,0.4321574906805223,0.43211453313793297,0.20920225022496192,0.19815378653646448,0.2625977486080708,0.6678704577071953,47.41959442015264,-83.26083196595155,336.65507601743377,10.060630272525364,257,373
26,26,0.20422948483442266,0.10756746677583501,0.20815064568301514,0.9548582744199825,0.5156888776182469,0.05435465332838789,41.89870590863152,-85.49507370617891,318.0016274597408,41.89870590863152,281,352
27,27,0.2255928047012744,0.30310302088868785,0.202219331123675,0.9392106434765166,0.9829126014047881,0.3095957232749971,42.24247243538417,-85.13181429017841,314.22525632327023,9.231961023823796,283,363
28,28,0.37921442154105267,0.040447730146411086,0.5362885508889926,0.7727504555731532,0.6587390232409006,0.3216159986163276,44.58428104694559,-84.99806374776695,321.3622169491206,6.348546720457711,225,301
29,29,0.2555841707189023,0.8233512055409329,0.7790361677014835,0.019963260788120423,0.8934597727454072,0.044896186537537144,44.89629184291602,-83.56386997920468,299.84449121349365,44.89629184291602,311,419
30,30,0.2983796047089767,0.01930601512429623,0.026169163690190057,0.5610453497983076,0.41389364889086183,0.7138308937405277,44.557030735076175,-84.17762571296427,322.4939623136069,44.557030735076175,217,309
31,31,0.9900434975727902,0.5140383136701869,0.15286069201684488,0.5194837102751989,0.5804446220631555,0.20087414032171344,50.98023227605667,-84.57250112751693,354.42165232692935,14.16766266062852,303,419
32,32,0.7511719177594607,0.1399318325464588,0.2731248004986744,0.3664077244970017,0.2711390162219169,0.1923642596239586,49.4984619230726,-84.50477895138093,337.4987310308722,10.723978331034589,253,352
33,33,0.8136667952349568,0.24367727445963566,0.17081420486091473,0.481236981559788,0.5745652236347458,0.052083522214668464,49.47046727892021,-84.8448394371976,360.6847834001454,12.345665227740124,285,388
34,34,0.5043530824646786,0.47614007037898254,0.6493490218698944,0.391392116317116,0.11237400892294783,0.44718296269629854,47.3772792385117,-84.02116170109805,319.0641502250814,12.57231987522355,254,350
35,35,0.6027622151648979,0.21685414499843483,0.9748082525301603,0.7415156452646019,0.9323959380503923,0.6595674335066903,47.36129877093289,-84.46114461200003,346.84329072914267,4.397598610440949,197,279
36,36,0.6604020461314325,0.06994835244764504,0.2614254397736009,0.794607214057409,0.014236663309712537,0.2558895746345641,47.661991433436015,-85.09297430762416,355.87100971650915,10.177917093142508,245,328
37,37,0.21928934842163222,0.1253243601778408,0.2190374338765269,0.23038232249730461,0.6735219456858356,0.9281770342533119,44.76067297993945,-83.05357103372181,315.02423772931184,2.376400404604135,202,305
38,38,0.572084785682086,0.5792199791694329,0.9826649531152399,0.20274378206816962,0.6963278797303574,0.4977457467401102,48.62033441170568,-83.46859562964352,348.8874504870984,10.528590859176202,239,341
39,39,0.279515092147463,0.10642337660955185,0.42708416923486214,0.5863521263143063,0.2583629196837147,0.38815221945760886,44.01443495296019,-84.61940494941598,322.20471480477624,8.052680853036916,235,317
40,40,0.5442981624872955,0.9316707911082233,0.8728651748901296,0.758687394770181,0.8156517593327561,1.0,47.1645224787988,-83.82450748495117,325.8385199328792,9.951048273861277,251,348
41,41,0.33104109714498714,0.967769967099452,0.3843418326675371,1.0,0.3547997284632211,0.8978461380021853,44.08251716805414,-84.31769599157268,322.84713336790105,13.32731058723651,296,392
