,G_Na,G_si,G_K,G_K1,G_Kp,G_b,max_voltage,rest_voltage,max_voltage_gradient,dome_voltage,APD50,APD90
160,28.07287869100483,0.11078627967442259,0.31775385474664036,0.4675011414084534,0.02262856974207457,0.03575508045664452,51.296819385887616,-84.3801107371,65.94886253590435,9.175342958498943,250,363
161,26.93041671437785,0.07832087252656214,0.2397444699340753,0.46333610252459173,0.020676897060591212,0.0342234301220664,50.67875549070217,-84.3801107371,65.72490666984478,11.168684271129713,293,425
162,26.012759542188885,0.08410832630345538,0.3184995433938584,0.7430609648138156,0.01972511234675247,0.035082971073217575,48.062603006445634,-84.3801107371,65.1451326740631,10.430753876155388,259,342
163,23.861469419660736,0.10069821706615815,0.3152445115858536,0.5812765091305987,0.013774801824581621,0.03312766470233178,47.71459936775079,-84.3801107371,64.68647656100893,14.923102508799708,269,360
164,28.73171265538678,0.09098789181483469,0.29196593194887493,0.5055986241204158,0.013975612400195778,0.032516918211427305,51.65645125898752,-84.3801107371,66.45415349219317,15.800832359779138,274,382
165,22.57079823142535,0.09087243103698012,0.32903581287616,0.6196771049897336,0.01714773465079423,0.03187055074664202,46.08818247160811,-84.3801107371,64.01913263799919,13.153030466736107,270,354
166,26.042282792767864,0.10443132804492639,0.2485806986163642,0.6691506809845774,0.019185872913226702,0.04618199784230324,48.86370330707865,-84.3801107371,65.0054548533281,6.1052046995782785,245,350
167,27.711199226033614,0.08452604547009207,0.21685917132183227,0.46450719409422414,0.020664364944823568,0.04023035951295646,51.33605950246882,-84.3801107371,65.74414094069624,8.677105988273938,277,420
168,26.942678884970228,0.07698557218834196,0.29474966446019246,0.5210367407809638,0.017235688150376023,0.03129028401322568,50.26248443369944,-84.3801107371,65.86794453937804,14.139405666854092,279,384
169,20.246229814910958,0.10244320468898324,0.35033425795190315,0.7535103844031353,0.014102731160663538,0.03732784883482339,42.89872051427499,-84.3801107371,62.50197620531864,11.33953146687809,250,320
170,23.4334003286416,0.0753566971891844,0.3219086599991443,0.4862516810362068,0.014284569304595813,0.041224948052262414,48.43365180276421,-84.3801107371,64.320933099212,10.08490290657011,238,341
171,19.351838898896574,0.10895682588049448,0.33971105934115664,0.5877151249884234,0.015186745302882061,0.0386087170928862,43.26886415315746,-84.3801107371,62.245521696257285,10.165489023811292,250,332
172,17.99963163628766,0.09551112275703916,0.23613791491102487,0.6220334996958696,0.0200358473110082,0.03990291894924167,41.10881087856472,-84.3801107371,61.238749466002105,7.712323340560463,293,388
173,22.924931808081112,0.08643933129558085,0.31954725208874524,0.5719550202922363,0.016879845338346647,0.045352199174907445,47.232138936088155,-84.3801107371,63.89157363003204,6.756712326719706,227,324
174,19.07685204708408,0.0790095145869503,0.252482213149072,0.7428238520287839,0.021142528380459234,0.036315044265822397,41.28709695902151,-84.3801107371,61.72987005776437,8.817808276399106,299,379
175,18.76105982176074,0.10135005416303054,0.2679817809763653,0.58340744543185,0.0178635465108157,0.04364837788185914,42.66676696005886,-84.3801107371,61.735023309294974,6.89415848845332,261,356
176,25.448846894176043,0.10203630170070174,0.2932951193039838,0.6014721739225832,0.017486317416787273,0.03575842383283131,48.748431990105544,-84.3801107371,65.15492261788688,11.446453796124935,266,364
177,26.600660552881386,0.07384460094667512,0.21863649767412838,0.5686095290333755,0.016075874876223188,0.048919511080315135,50.17325706794222,-84.3801107371,65.2171144909529,6.372212120990578,245,368
178,17.271437083765225,0.10823731299622032,0.3239083842316809,0.46928797839542763,0.014128896753251035,0.03617403460222142,41.65012562669854,-84.3801107371,61.10992358406502,11.929460722751173,267,357
179,21.28999261062873,0.06946983454077084,0.2226690674996506,0.6136248136149502,0.017636313994983256,0.04066484788010828,45.177164769313244,-84.3801107371,63.22112404756351,9.045315769324684,288,395
180,18.226711849758694,0.10763086999071517,0.24903133354188411,0.5252072451926166,0.016322136139803173,0.034467613092086055,42.20024537901372,-84.3801107371,61.713373980163716,12.187724904584064,308,408
181,27.004116080491762,0.07527629821198309,0.22238468843735296,0.6241844715676907,0.018153465434146997,0.04097682020144078,49.76186492545132,-84.3801107371,65.53189414242051,9.207874998789844,276,392
182,26.373239714974453,0.10273871722458428,0.26116251963161885,0.7530361253009857,0.019688026955340096,0.03175335297115502,48.15792816535064,-84.3801107371,65.33098251764596,12.507104144343758,298,389
183,23.235451524228807,0.0709744160987005,0.2915329975265347,0.5934055706293176,0.021660670454680897,0.04826591694786529,47.178010624393416,-84.3801107371,63.8276836625905,3.9238212089455757,226,327
184,20.13125935171912,0.09326315097514479,0.21597366789243597,0.6728848471889799,0.015323090686249903,0.04260710087083536,43.59146178100931,-84.3801107371,62.51798712481025,8.990998038317612,288,386
185,27.425626212910963,0.10811292804242861,0.3025852243599508,0.722138668580514,0.022867541948902573,0.038027200796148346,49.12002916887361,-84.3801107371,65.53843464313421,7.935713609052727,253,343
186,28.046098247842146,0.1012659852948761,0.23362635232045062,0.5894316189837585,0.015795345930486683,0.03659540386230606,50.650970485024,-84.3801107371,66.0520188297211,12.668199784721391,288,404
187,23.93504180060981,0.0832043616142279,0.28553953374983043,0.5098335425700017,0.019575797136527746,0.04208032832176327,48.404473028820924,-84.3801107371,64.38154932038347,7.51818276222661,247,357
188,23.080771042626193,0.10695076322682819,0.22706815567968563,0.6053781251884633,0.01882865547052889,0.034763895290114095,46.70373897270276,-84.3801107371,64.19993570774044,11.471638616340174,308,417
189,27.328086573299558,0.09233907008913071,0.343048017792506,0.5472119801139921,0.020657975079136158,0.03918230878465188,50.38378647807197,-84.3801107371,65.64182264291455,8.157708665548398,232,332
190,24.64728181592106,0.10379852468221315,0.27025412532501547,0.6850109184005343,0.021870608389053234,0.03595523858933358,47.36711625416887,-84.3801107371,64.6643546970935,9.257414518198756,278,372
191,22.091624426534366,0.07591373871822943,0.3247492245512233,0.4634184419748877,0.015883215495709094,0.03709857918404916,47.24282771513941,-84.3801107371,63.82977180809875,11.211754157652479,252,354
192,22.542683162076393,0.07170981546107126,0.2882488156688558,0.6981383910003542,0.01481628639113927,0.038454823375357924,45.77634864007892,-84.3801107371,63.80433510818652,11.196909752291244,266,351
193,20.98143933610407,0.08524618903698793,0.33844439522215686,0.5943361530597342,0.02261665298732647,0.043538940949841815,44.90241843705017,-84.3801107371,62.87894393109894,5.110779492885787,231,320
